PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff,RankDiff,OddsDiff,OddsRatio
Bjorkman J.,Clement A.,128,145,0,,,,,1,3,-2,17,,
Canas G.,Haas T.,44,38,0,,,,,4,2,2,-6,,
Hernandez O.,Mathieu P.H.,107,16,0,,,,,1,3,-2,-91,,
Ljubicic I.,Melzer J.,31,72,0,,,,,0,5,-5,41,,
Minar I.,Vassallo-Arguello M.,70,84,0,,,,,1,1,0,14,,
Chardy J.,Gil F.,108,110,1,,,,,4,1,3,2,,
Mahut N.,Tursunov D.,58,33,0,,,,,0,2,-2,-25,,
Ferrero J.C.,Querrey S.,23,42,1,,,,,2,0,2,19,,
Dancevic F.,Nalbandian D.,95,7,1,,,,,1,1,0,-88,,
Del Potro J.M.,Snobel P.,62,220,1,,,,,1,0,1,158,,
Kohlschreiber P.,Verdasco F.,36,18,0,,,,,6,4,2,-18,,
Peya A.,Zverev M.,191,92,0,,,,,0,1,-1,-99,,
Federer R.,Hrbaty D.,1,273,1,,,,,1,2,-1,272,,
Daniel M.,Wawrinka S.,76,9,0,,,,,0,1,-1,-67,,
Fognini F.,Safin M.,86,75,0,,,,,1,2,-1,-11,,
Horna L.,Karanusic R.,93,111,0,,,,,1,1,0,18,,
Rochus O.,Sela D.,67,66,1,,,,,1,0,1,-1,,
Ginepri R.,Gonzalez F.,59,14,0,,,,,0,5,-5,-45,,
Berlocq C.,Montanes A.,90,69,0,,,,,0,1,-1,-21,,
Gicquel M.,Nishikori K.,53,103,1,,,,,1,0,1,50,,
Reynolds B.,Volandri F.,102,120,1,,,,,1,0,1,18,,
Ancic M.,Llodra M.,43,34,1,,,,,2,0,2,-9,,
Ferrer D.,Stakhovsky S.,5,135,1,,,,,4,0,4,130,,
Lee H.T.,Petzschner P.,56,118,0,,,,,0,1,-1,62,,
Andreev I.,Vanek J.,37,82,1,,,,,3,0,3,45,,
Bellucci T.,Kunitsyn I.,68,79,1,,,,,1,0,1,11,,
Baghdatis M.,Darcis S.,25,51,1,,,,,3,2,1,26,,
Lu Y.H.,Serra F.,71,74,0,,,,,1,1,0,3,,
Berrer M.,Djokovic N.,91,3,0,,,,,0,2,-2,-88,,
Falla A.,Hanescu V.,106,81,0,,,,,1,1,0,-25,,
Karlovic I.,Stadler S.,22,172,0,,,,,1,1,0,150,,
Dabul B.,Lopez F.,113,35,0,,,,,0,1,-1,-78,,
Kamke T.,Seppi A.,195,30,0,,,,,1,2,-1,-165,,
Kim K,Soderling R.,181,41,0,,,,,0,1,-1,-140,,
Bogdanovic A.,Bolelli S.,242,46,0,,,,,0,1,-1,-196,,
Johansson T.,Spadea V.,63,99,1,,,,,3,1,2,36,,
Haase R.,Hewitt L.,64,27,0,,,,,0,2,-2,-37,,
Berdych T.,Korolev E.,20,78,1,,,,,1,1,0,58,,
Bozoljac I.,Guccione C.,197,77,1,,,,,1,0,1,-120,,
Federer R.,Nadal R.,1,2,1,,,,,17,24,-7,1,,
Federer R.,Gasquet R.,1,14,1,,,,,18,2,16,13,,
Djokovic N.,Nadal R.,5,2,0,,,,,29,27,2,-3,,
Berdych T.,Nadal R.,11,2,0,,,,,4,20,-16,-9,,
Federer R.,Ferrero J.C.,1,18,1,,,,,10,3,7,17,,
Baghdatis M.,Djokovic N.,16,5,0,,,,,0,8,-8,-11,,
Gasquet R.,Roddick A.,14,3,1,,,,,2,3,-1,-11,,
Berdych T.,Bjorkman J.,11,35,1,,,,,2,0,2,24,,
Baghdatis M.,Davydenko N.,16,4,1,,,,,2,2,0,-12,,
Djokovic N.,Hewitt L.,5,19,1,,,,,5,1,4,14,,
Nadal R.,Youzhny M.,2,13,1,,,,,13,4,9,11,,
Mathieu P.H.,Roddick A.,39,3,0,,,,,1,2,-1,-36,,
Djokovic N.,Kiefer N.,5,1065,1,,,,,2,0,2,1060,,
Nadal R.,Soderling R.,2,28,1,,,,,6,2,4,26,,
Gasquet R.,Tsonga J.W.,14,110,1,,,,,4,5,-1,96,,
Ferrero J.C.,Tipsarevic J.,18,64,1,,,,,2,1,1,46,,
Davydenko N.,Monfils G.,4,73,1,,,,,2,2,0,69,,
Canas G.,Hewitt L.,17,19,0,,,,,1,4,-3,2,,
Baghdatis M.,Nalbandian D.,16,25,1,,,,,3,2,1,9,,
Arthurs W.,Bjorkman J.,195,35,0,,,,,2,5,-3,-160,,
Nieminen J.,Youzhny M.,21,13,0,,,,,1,4,-3,-8,,
Berdych T.,Lee H.T.,11,51,1,,,,,2,0,2,40,,
Federer R.,Haas T.,1,10,1,,,,,15,3,12,9,,
Gasquet R.,Roger-Vasselin E.,14,109,1,,,,,2,0,2,95,,
Federer R.,Safin M.,1,24,1,,,,,9,2,7,23,,
Roddick A.,Verdasco F.,3,41,1,,,,,9,3,6,38,,
Lopez F.,Tsonga J.W.,78,110,0,,,,,0,5,-5,32,,
Haas T.,Tursunov D.,10,23,1,,,,,5,1,4,13,,
Ljubicic I.,Mathieu P.H.,12,39,0,,,,,3,2,1,27,,
Blake J.,Ferrero J.C.,9,18,0,,,,,1,3,-2,9,,
Gonzalez F.,Tipsarevic J.,6,64,0,,,,,3,1,2,58,,
Lapentti N.,Tsonga J.W.,63,110,0,,,,,0,1,-1,47,,
Eschauer W.,Nadal R.,72,2,0,,,,,0,1,-1,-70,,
Bolelli S.,Hewitt L.,65,19,0,,,,,0,2,-2,-46,,
Hernych J.,Ljubicic I.,130,12,0,,,,,0,3,-3,-118,,
Ferrer D.,Mathieu P.H.,15,39,0,,,,,0,2,-2,24,,
Kiefer N.,Santoro F.,1065,70,1,,,,,3,6,-3,-995,,
Blake J.,Pavel A.,9,122,1,,,,,2,1,1,113,,
Qureshi A.,Safin M.,279,24,0,,,,,0,1,-1,-255,,
Chela J.I.,Roger-Vasselin E.,20,109,0,,,,,0,1,-1,89,,
Monfils G.,Vliegen K.,73,76,1,,,,,1,0,1,3,,
Haas T.,Zib T.,10,133,1,,,,,3,0,3,123,,
Arthurs W.,Robredo T.,195,7,1,,,,,3,0,3,-188,,
Del Potro J.M.,Federer R.,56,1,0,,,,,7,17,-10,-55,,
Baghdatis M.,Devilder N.,16,102,1,,,,,1,1,0,86,,
Bjorkman J.,Wang Y.T.,35,168,1,,,,,1,1,0,133,,
Dancevic F.,Nalbandian D.,113,25,0,,,,,1,1,0,-88,,
Grosjean S.,Soderling R.,62,28,0,,,,,0,3,-3,-34,,
Calleri A.,Lee H.T.,29,51,0,,,,,2,1,1,22,,
Berrer M.,Tursunov D.,94,23,0,,,,,0,2,-2,-71,,
Berdych T.,Llodra M.,11,68,1,,,,,2,2,0,57,,
Canas G.,Mirnyi M.,17,57,1,,,,,2,1,1,40,,
Delic A.,Djokovic N.,67,5,0,,,,,0,2,-2,-62,,
Ferrero J.C.,Muller G.,18,156,1,,,,,1,0,1,138,,
Davydenko N.,Guccione A.,4,96,1,,,,,1,0,1,92,,
Henman T.,Lopez F.,74,78,0,,,,,1,2,-1,4,,
Simon G.,Youzhny M.,55,13,0,,,,,4,8,-4,-42,,
Mayer F.,Nieminen J.,37,21,0,,,,,4,5,-1,-16,,
Falla A.,Gonzalez F.,119,6,0,,,,,0,2,-2,-113,,
Serra F.,Tipsarevic J.,90,64,0,,,,,1,1,0,-26,,
Seppi A.,Verdasco F.,112,41,0,,,,,1,8,-7,-71,,
Gasquet R.,Mahut N.,14,77,1,,,,,4,0,4,63,,
Roddick A.,Udomchoke D.,3,114,1,,,,,1,0,1,111,,
Guzman J.,Pavel A.,100,122,0,,,,,0,1,-1,22,,
Goodall J.,Lopez F.,226,78,0,,,,,0,1,-1,-148,,
Dancevic F.,Koubek S.,113,60,1,,,,,1,0,1,-53,,
Lee H.T.,Vassallo-Arguello M.,51,89,1,,,,,1,2,-1,38,,
Djokovic N.,Starace P.,5,47,1,,,,,2,0,2,42,,
Llodra M.,Wawrinka S.,68,43,1,,,,,1,0,1,-25,,
Mayer F.,Warburg S.,37,208,1,,,,,1,0,1,171,,
Nalbandian D.,Zverev M.,25,134,1,,,,,1,0,1,109,,
Gasquet R.,Ulihrach B.,14,145,1,,,,,1,0,1,131,,
Bjorkman J.,Vicente F.,35,165,1,,,,,1,0,1,130,,
Bogdanovic A.,Guccione A.,108,96,0,,,,,0,1,-1,-12,,
Canas G.,Navarro-Pastor I.,17,93,1,,,,,1,0,1,76,,
Berdych T.,Massu N.,11,52,1,,,,,2,1,1,41,,
Hrbaty D.,Seppi A.,33,112,0,,,,,1,2,-1,79,,
Baker J.,Roger-Vasselin E.,238,109,0,,,,,0,1,-1,-129,,
Monaco J.,Vliegen K.,32,76,0,,,,,2,1,1,44,,
Bloomfield R.,Hewitt L.,194,19,0,,,,,0,1,-1,-175,,
Davydenko N.,Korolev E.,4,79,1,,,,,2,1,1,75,,
Nieminen J.,Russell M.,21,69,1,,,,,1,0,1,48,,
Childs L.,Qureshi A.,408,279,0,,,,,0,1,-1,-129,,
De Voest R.,Safin M.,124,24,0,,,,,0,1,-1,-100,,
Grosjean S.,Marray J.,62,263,1,,,,,1,0,1,201,,
Kiefer N.,Volandri F.,1065,27,1,,,,,1,2,-1,-1038,,
Johansson T.,Monfils G.,75,73,0,,,,,0,1,-1,-2,,
Calleri A.,Horna L.,29,85,1,,,,,5,4,1,56,,
Fish M.,Nadal R.,38,2,0,,,,,1,8,-7,-36,,
Benneteau J.,Tsonga J.W.,54,110,0,,,,,5,6,-1,56,,
Hernandez O.,Muller G.,50,156,0,,,,,0,1,-1,106,,
Lu Y.H.,Mirnyi M.,106,57,0,,,,,1,1,0,-49,,
Bolelli S.,Garcia-Lopez G.,65,58,1,,,,,1,0,1,-7,,
Eschauer W.,Ramirez-Hidalgo R.,72,95,1,,,,,1,0,1,23,,
Devilder N.,Zabaleta M.,102,83,1,,,,,1,0,1,-19,,
Delic A.,Dlouhy L.,67,107,1,,,,,1,0,1,40,,
Baghdatis M.,Gulbis E.,16,82,1,,,,,5,2,3,66,,
Del Potro J.M.,Sanguinetti D.,56,105,1,,,,,1,0,1,49,,
Gicquel M.,Hernych J.,42,130,0,,,,,0,1,-1,88,,
Clement A.,Mahut N.,34,77,0,,,,,0,5,-5,43,,
Almagro N.,Tursunov D.,40,23,0,,,,,0,3,-3,-17,,
Ljubicic I.,Spadea V.,12,66,1,,,,,2,3,-1,54,,
Henman T.,Moya C.,74,22,1,,,,,2,2,0,-52,,
Ferrero J.C.,Hajek J.,18,139,1,,,,,3,0,3,121,,
Arthurs W.,De Bakker T.,195,391,1,,,,,1,0,1,196,,
Kunitsyn I.,Wang Y.T.,91,168,0,,,,,0,1,-1,77,,
Karlovic I.,Santoro F.,45,70,0,,,,,0,2,-2,25,,
Cilic M.,Simon G.,101,55,0,,,,,2,6,-4,-46,,
Kim K.,Lapentti N.,117,63,0,,,,,0,3,-3,-54,,
Kendrick R.,Robredo T.,87,7,0,,,,,0,1,-1,-80,,
Becker B.,Chela J.I.,44,20,0,,,,,2,1,1,-24,,
Pless K.,Youzhny M.,80,13,0,,,,,0,2,-2,-67,,
Rochus O.,Soderling R.,53,28,0,,,,,2,4,-2,-25,,
Andreev I.,Blake J.,59,9,0,,,,,0,6,-6,-50,,
Reynolds B.,Verdasco F.,141,41,0,,,,,0,3,-3,-100,,
Berlocq C.,Udomchoke D.,92,114,0,,,,,0,1,-1,22,,
Ferrer D.,Roitman S.,15,71,1,,,,,2,0,2,56,,
Berrer M.,Montanes A.,94,48,1,,,,,1,1,0,-46,,
Mathieu P.H.,Stepanek R.,39,61,1,,,,,3,3,0,22,,
Falla A.,Querrey S.,119,81,1,,,,,1,5,-4,-38,,
Kohlschreiber P.,Serra F.,30,90,0,,,,,2,1,1,60,,
Fleishman Z.,Haas T.,172,10,0,,,,,0,1,-1,-162,,
Federer R.,Gabashvili T.,1,86,1,,,,,2,0,2,85,,
Gimelstob J.,Roddick A.,155,3,0,,,,,0,3,-3,-152,,
Ginepri R.,Gonzalez F.,46,6,0,,,,,0,5,-5,-40,,
Hartfield D.,Zib T.,88,133,0,,,,,0,1,-1,45,,
Peya A.,Tipsarevic J.,103,64,0,,,,,0,1,-1,-39,,
Federer R.,Nadal R.,1,2,1,,,,,17,24,-7,1,,
Bjorkman J.,Federer R.,59,1,0,,,,,0,5,-5,-58,,
Baghdatis M.,Nadal R.,16,2,0,,,,,1,9,-8,-14,,
Nadal R.,Nieminen J.,2,18,1,,,,,8,0,8,16,,
Ancic M.,Federer R.,10,1,0,,,,,1,6,-5,-9,,
Baghdatis M.,Hewitt L.,16,9,1,,,,,2,3,-1,-7,,
Bjorkman J.,Stepanek R.,59,13,1,,,,,3,1,2,-46,,
Berdych T.,Federer R.,14,1,0,,,,,5,18,-13,-13,,
Labadze I.,Nadal R.,166,2,0,,,,,1,1,0,-164,,
Ferrer D.,Hewitt L.,19,9,0,,,,,3,1,2,-10,,
Nieminen J.,Tursunov D.,18,31,1,,,,,3,0,3,13,,
Stepanek R.,Verdasco F.,13,30,1,,,,,4,3,1,17,,
Bjorkman J.,Mirnyi M.,59,53,1,,,,,10,1,9,-6,,
Ancic M.,Djokovic N.,10,39,1,,,,,1,3,-2,29,,
Baghdatis M.,Murray A.,16,44,1,,,,,3,4,-1,28,,
Ljubicic I.,Tursunov D.,4,31,0,,,,,1,2,-1,27,,
Murray A.,Roddick A.,44,5,1,,,,,8,4,4,-39,,
Hewitt L.,Rochus O.,9,29,1,,,,,2,1,1,20,,
Agassi A.,Nadal R.,20,2,0,,,,,0,2,-2,-18,,
Fish M.,Labadze I.,86,166,0,,,,,1,1,0,80,,
Baghdatis M.,Grosjean S.,16,26,1,,,,,2,0,2,10,,
Ancic M.,Wawrinka S.,10,67,1,,,,,2,1,1,57,,
Kohlschreiber P.,Nieminen J.,88,18,0,,,,,2,5,-3,-70,,
Ferrer D.,Gonzalez F.,19,11,1,,,,,5,4,1,-8,,
Bjorkman J.,Bracciali D.,59,54,1,,,,,2,0,2,-5,,
Ferrero J.C.,Stepanek R.,28,13,0,,,,,1,3,-2,-15,,
Hewitt L.,Lee H.T.,9,102,1,,,,,2,0,2,93,,
Benneteau J.,Murray A.,55,44,0,,,,,0,5,-5,-11,,
Blake J.,Mirnyi M.,7,53,0,,,,,0,2,-2,46,,
Nalbandian D.,Verdasco F.,3,30,0,,,,,0,3,-3,27,,
Djokovic N.,Youzhny M.,39,41,1,,,,,7,3,4,2,,
Federer R.,Mahut N.,1,77,1,,,,,4,0,4,76,,
Berdych T.,Haas T.,14,24,1,,,,,2,2,0,10,,
Bracciali D.,Galvani S.,54,141,1,,,,,1,0,1,87,,
Delgado J.,Grosjean S.,447,26,0,,,,,0,1,-1,-421,,
Falla A.,Kohlschreiber P.,127,88,0,,,,,1,6,-5,-39,,
Fish M.,van Gemerden M.,86,106,1,,,,,1,0,1,20,,
Bjorkman J.,Dlouhy L.,59,84,1,,,,,2,0,2,25,,
Berdych T.,Santoro F.,14,45,1,,,,,4,0,4,31,,
Kendrick R.,Nadal R.,237,2,0,,,,,0,2,-2,-235,,
Mayer F.,Roddick A.,63,5,0,,,,,0,1,-1,-58,,
Gaudio G.,Labadze I.,12,166,0,,,,,1,2,-1,154,,
Lee M.,Nieminen J.,252,18,0,,,,,0,1,-1,-234,,
Gonzalez F.,Safin M.,11,87,1,,,,,5,2,3,76,,
Rochus O.,Zib T.,29,126,1,,,,,1,0,1,97,,
Djokovic N.,Robredo T.,39,8,1,,,,,7,2,5,-31,,
Gimelstob J.,Ljubicic I.,95,4,0,,,,,0,1,-1,-91,,
Agassi A.,Seppi A.,20,68,1,,,,,1,0,1,48,,
Ferrer D.,Garcia-Lopez G.,19,91,1,,,,,11,1,10,72,,
Martin A.,Tursunov D.,51,31,0,,,,,0,1,-1,-20,,
Baghdatis M.,Pavel A.,16,79,1,,,,,2,1,1,63,,
Garcia-Lopez G.,Minar I.,91,109,1,,,,,1,0,1,18,,
Malisse X.,Stepanek R.,43,13,0,,,,,3,5,-2,-30,,
Faurel J.C.,Gaudio G.,145,12,0,,,,,0,1,-1,-133,,
Benneteau J.,Phau B.,55,61,1,,,,,1,0,1,6,,
Becker B.,Verdasco F.,161,30,0,,,,,4,4,0,-131,,
Ljubicic I.,Lopez F.,4,49,1,,,,,2,5,-3,45,,
Baghdatis M.,Mackin A.,16,367,1,,,,,2,0,2,351,,
Labadze I.,Peya A.,166,207,1,,,,,1,0,1,41,,
Davydenko N.,Falla A.,6,127,0,,,,,1,1,0,121,,
Clement A.,Nalbandian D.,57,3,0,,,,,0,4,-4,-54,,
Di Mauro A.,Martin A.,83,51,0,,,,,0,1,-1,-32,,
Ancic M.,Sanguinetti D.,10,69,1,,,,,2,0,2,59,,
Hewitt L.,Volandri F.,9,56,1,,,,,1,0,1,47,,
Mahut N.,Vliegen K.,77,34,1,,,,,1,1,0,-43,,
Federer R.,Henman T.,1,64,1,,,,,7,5,2,63,,
Grosjean S.,Simon G.,26,46,1,,,,,1,0,1,20,,
Ferrer D.,Stadler S.,19,265,1,,,,,1,0,1,246,,
Fish M.,Ginepri R.,86,17,1,,,,,2,3,-1,-69,,
Gimelstob J.,Rochus C.,95,70,1,,,,,3,1,2,-25,,
Tursunov D.,Udomchoke D.,31,97,1,,,,,4,0,4,66,,
Mayer F.,Vik R.,63,74,1,,,,,2,0,2,11,,
Granollers M.,Pavel A.,218,79,0,,,,,0,1,-1,-139,,
Lee H.T.,Saretta F.,102,112,1,,,,,1,0,1,10,,
Bloomfield R.,Haas T.,259,24,0,,,,,0,1,-1,-235,,
Daniel M.,Nieminen J.,80,18,0,,,,,0,1,-1,-62,,
Montanes A.,Zib T.,114,126,0,,,,,1,1,0,12,,
Ferrero J.C.,Karanusic R.,28,163,1,,,,,1,0,1,135,,
Lee M.,Norman D.,252,118,1,,,,,1,0,1,-134,,
Calleri A.,Wawrinka S.,58,67,0,,,,,0,3,-3,9,,
Goodall J.,van Gemerden M.,398,106,0,,,,,0,1,-1,-292,,
Kunitsyn I.,Youzhny M.,105,41,0,,,,,0,2,-2,-64,,
Roddick A.,Tipsarevic J.,5,101,1,,,,,2,2,0,96,,
Blake J.,Wang Y.T.,7,99,1,,,,,1,1,0,92,,
Mirnyi M.,Philippoussis M.,53,210,1,,,,,1,0,1,157,,
Mirnyi M.,Ramirez-Hidalgo R.,53,62,1,,,,,1,0,1,9,,
Massu N.,Murray A.,33,44,0,,,,,0,2,-2,11,,
Rusedski G.,Safin M.,40,87,0,,,,,3,2,1,47,,
Moodie W.,Nalbandian D.,73,3,0,,,,,0,1,-1,-70,,
Starace P.,Youzhny M.,76,41,0,,,,,0,2,-2,-35,,
Kohlschreiber P.,Sabau R.,88,131,1,,,,,2,0,2,43,,
Bracciali D.,Hrbaty D.,54,22,1,,,,,1,2,-1,-32,,
Ferrero J.C.,Vicente F.,28,100,1,,,,,3,0,3,72,,
Clement A.,Portas A.,57,115,1,,,,,1,0,1,58,,
Federer R.,Gasquet R.,1,50,1,,,,,18,2,16,49,,
Dancevic F.,Stepanek R.,125,13,0,,,,,0,1,-1,-112,,
Kendrick R.,Lu Y.H.,237,119,1,,,,,1,0,1,-118,,
Djokovic N.,Goldstein P.,39,65,1,,,,,2,1,1,26,,
Berdych T.,Hernych J.,14,93,1,,,,,3,0,3,79,,
Bogdanovic A.,Nadal R.,135,2,0,,,,,0,1,-1,-133,,
Marach O.,Wang Y.T.,96,99,0,,,,,0,1,-1,3,,
Kim K.,Sanguinetti D.,108,69,0,,,,,0,2,-2,-39,,
Dorsch B.,Malisse X.,181,43,0,,,,,0,1,-1,-138,,
Haas T.,Vanek J.,24,92,1,,,,,1,0,1,68,,
Gonzalez F.,Horna L.,11,52,1,,,,,3,0,3,41,,
Muller G.,Rochus O.,66,29,0,,,,,0,1,-1,-37,,
Almagro N.,Ancic M.,47,10,0,,,,,1,1,0,-37,,
Novak J.,Vliegen K.,110,34,0,,,,,0,1,-1,-76,,
Mahut N.,Melzer J.,77,78,1,,,,,1,2,-1,1,,
Berlocq C.,Bloomfield R.,89,259,0,,,,,0,1,-1,170,,
Becker B.,Chela J.I.,161,48,1,,,,,2,1,1,-113,,
Agassi A.,Pashanski B.,20,71,1,,,,,1,0,1,51,,
Bjorkman J.,Johansson T.,59,21,1,,,,,2,5,-3,-38,,
Blake J.,Pless K.,7,139,1,,,,,1,0,1,132,,
Karanusic R.,Schuettler R.,163,82,1,,,,,1,0,1,-81,,
Kunitsyn I.,Monfils G.,105,23,1,,,,,1,0,1,-82,,
Baker J.,Seppi A.,295,68,0,,,,,0,1,-1,-227,,
Spadea V.,Verdasco F.,75,30,0,,,,,0,3,-3,-45,,
Arthurs W.,Santoro F.,187,45,0,,,,,0,3,-3,-142,,
Greul S.,Robredo T.,85,8,0,,,,,1,2,-1,-77,,
Mathieu P.H.,Philippoussis M.,35,210,0,,,,,0,1,-1,175,,
Dlouhy L.,Serra F.,84,36,1,,,,,1,1,0,-48,,
Galvani S.,Waske A.,141,90,1,,,,,1,0,1,-51,,
Karlovic I.,Wawrinka S.,60,67,0,,,,,2,5,-3,7,,
Henman T.,Soderling R.,64,37,1,,,,,2,0,2,-27,,
Calleri A.,Srichaphan P.,58,38,1,,,,,1,1,0,-20,,
Berrer M.,Delgado J.,116,447,0,,,,,0,1,-1,331,,
Federer R.,Roddick A.,1,4,1,,,,,21,3,18,3,,
Johansson T.,Roddick A.,22,4,0,,,,,0,5,-5,-18,,
Federer R.,Hewitt L.,1,2,1,,,,,17,6,11,1,,
Hewitt L.,Lopez F.,2,33,1,,,,,4,2,2,31,,
Grosjean S.,Roddick A.,27,4,0,,,,,0,8,-8,-23,,
Federer R.,Gonzalez F.,1,24,1,,,,,12,1,11,23,,
Johansson T.,Nalbandian D.,22,19,1,,,,,1,1,0,-3,,
Gonzalez F.,Youzhny M.,24,34,1,,,,,3,1,2,10,,
Coria G.,Roddick A.,18,4,0,,,,,0,5,-5,-14,,
Gasquet R.,Nalbandian D.,20,19,0,,,,,0,7,-7,-1,,
Johansson T.,Mirnyi M.,22,36,1,,,,,5,1,4,14,,
Dent T.,Hewitt L.,30,2,0,,,,,1,5,-4,-28,,
Grosjean S.,Tursunov D.,27,152,1,,,,,1,2,-1,125,,
Ancic M.,Lopez F.,17,33,0,,,,,2,1,1,16,,
Federer R.,Ferrero J.C.,1,31,1,,,,,10,3,7,30,,
Murray A.,Nalbandian D.,312,19,0,,,,,5,2,3,-293,,
Gasquet R.,Muller G.,20,69,1,,,,,4,2,2,49,,
Johansson T.,Tipsarevic J.,22,108,1,,,,,2,1,1,86,,
Andreev I.,Roddick A.,42,4,0,,,,,2,3,-1,-38,,
Djokovic N.,Grosjean S.,128,27,0,,,,,1,1,0,-101,,
Popp A.,Tursunov D.,134,152,0,,,,,0,1,-1,18,,
Ferrero J.C.,Mayer F.,31,57,1,,,,,4,1,3,26,,
Bjorkman J.,Youzhny M.,97,34,0,,,,,1,7,-6,-63,,
Federer R.,Kiefer N.,1,26,1,,,,,12,3,9,25,,
Mirnyi M.,Novak J.,36,28,1,,,,,3,2,1,-8,,
Coria G.,Melzer J.,18,38,1,,,,,2,0,2,20,,
Lopez F.,Safin M.,33,5,1,,,,,3,2,1,-28,,
Ancic M.,Monfils G.,17,83,1,,,,,2,0,2,66,,
Bracciali D.,Roddick A.,120,4,0,,,,,0,2,-2,-116,,
Gonzalez F.,Johansson J.,24,10,1,,,,,2,1,1,-14,,
Gimelstob J.,Hewitt L.,123,2,0,,,,,0,2,-2,-121,,
Berdych T.,Dent T.,49,30,0,,,,,0,2,-2,-19,,
Muller G.,Nadal R.,69,3,1,,,,,2,4,-2,-66,,
Andreev I.,Sanguinetti D.,42,64,1,,,,,1,0,1,22,,
Novak J.,Santoro F.,28,53,1,,,,,3,1,2,25,,
Johansson T.,Pavel A.,22,41,1,,,,,4,2,2,19,,
Lu Y.H.,Tipsarevic J.,153,108,0,,,,,1,2,-1,-45,,
Henman T.,Tursunov D.,9,152,0,,,,,2,5,-3,143,,
Arthurs W.,Popp A.,85,134,0,,,,,0,1,-1,49,,
Coria G.,Malisse X.,18,51,1,,,,,1,0,1,33,,
Djokovic N.,Garcia-Lopez G.,128,81,1,,,,,7,0,7,-47,,
Mirnyi M.,Rochus O.,36,35,1,,,,,4,1,3,-1,,
Kucera K.,Nalbandian D.,157,19,0,,,,,0,2,-2,-138,,
Grosjean S.,Hanescu V.,27,60,1,,,,,3,0,3,33,,
Calatrava A.,Melzer J.,125,38,0,,,,,0,1,-1,-87,,
Murray A.,Stepanek R.,312,13,1,,,,,7,2,5,-299,,
Elseneer G.,Gasquet R.,191,20,0,,,,,0,1,-1,-171,,
Hrbaty D.,Monfils G.,25,83,0,,,,,2,3,-1,58,,
Federer R.,Minar I.,1,99,1,,,,,3,0,3,98,,
Dent T.,Kim K.,30,71,1,,,,,1,0,1,41,,
Berdych T.,Burgsmuller L.,49,91,1,,,,,1,0,1,42,,
Lopez F.,Sherwood D.,33,261,1,,,,,1,0,1,228,,
Gonzalez F.,Zib T.,24,62,1,,,,,1,0,1,38,,
Philippoussis M.,Safin M.,142,5,0,,,,,0,4,-4,-137,,
Mayer F.,Verdasco F.,57,59,1,,,,,3,1,2,2,,
Di Mauro A.,Kiefer N.,93,26,0,,,,,0,1,-1,-67,,
Bjorkman J.,Davydenko N.,97,7,1,,,,,1,2,-1,-90,,
Lisnard J.R.,Youzhny M.,98,34,0,,,,,0,1,-1,-64,,
Hernych J.,Hewitt L.,66,2,0,,,,,0,7,-7,-64,,
Ancic M.,Udomchoke D.,17,161,1,,,,,1,0,1,144,,
Johansson J.,Rusedski G.,10,40,1,,,,,3,1,2,30,,
Gimelstob J.,Massu N.,123,29,1,,,,,2,0,2,-94,,
Ferrero J.C.,Lee H.T.,31,67,1,,,,,3,1,2,36,,
Grosjean S.,Llodra M.,27,75,1,,,,,2,1,1,48,,
Bracciali D.,Karlovic I.,120,56,1,,,,,1,0,1,-64,,
Nadal R.,Spadea V.,3,39,1,,,,,1,1,0,36,,
Mirnyi M.,Schuettler R.,36,72,1,,,,,2,4,-2,36,,
Goldstein P.,Rochus O.,101,35,0,,,,,0,1,-1,-66,,
Johansson T.,Ulihrach B.,22,119,1,,,,,1,1,0,97,,
Behrend T.,Coria G.,84,18,0,,,,,0,1,-1,-66,,
Novak J.,Wessels P.,28,79,1,,,,,1,0,1,51,,
Ljubicic I.,Melzer J.,16,38,0,,,,,0,5,-5,22,,
Sanguinetti D.,Seppi A.,64,88,1,,,,,1,3,-2,24,,
Ferrer D.,Garcia-Lopez G.,15,81,0,,,,,11,1,10,66,,
Nalbandian D.,Sluiter R.,19,118,1,,,,,1,0,1,99,,
Elseneer G.,Starace P.,191,86,1,,,,,1,0,1,-105,,
Djokovic N.,Monaco J.,128,68,1,,,,,8,0,8,-60,,
Calatrava A.,Ketola T.,125,225,1,,,,,1,0,1,100,,
Roddick A.,Vanek J.,4,100,1,,,,,1,1,0,96,,
Almagro N.,Tursunov D.,77,152,0,,,,,0,3,-3,75,,
Mantilla F.,Muller G.,76,69,0,,,,,0,1,-1,-7,,
Haas T.,Tipsarevic J.,23,108,0,,,,,3,1,2,85,,
Karanusic R.,Pavel A.,179,41,0,,,,,0,1,-1,-138,,
Haehnel J.,Popp A.,106,134,0,,,,,0,1,-1,28,,
Horna L.,Kucera K.,55,157,0,,,,,0,1,-1,102,,
Ginepri R.,Stepanek R.,73,13,0,,,,,1,2,-1,-60,,
Gasquet R.,Kohlschreiber P.,20,61,1,,,,,2,3,-1,41,,
Santoro F.,Wawrinka S.,53,74,1,,,,,1,0,1,21,,
Andreev I.,Soderling R.,42,37,1,,,,,2,1,1,-5,,
