PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff,WinsA,LossesA,WinsB,LossesB,WinRateA,WinRateB
Groth S.,Nishikori K.,124,6,0,10.5,1.09,8.62,1.07,0,2,-2,13,12,38,27,0.52,0.5846153846153846
Benneteau J.,Marchenko I.,547,84,1,2.0,2.1,1.89,1.9,1,0,1,35,39,6,16,0.47297297297297297,0.2727272727272727
Gabashvili T.,Roger-Vasselin E.,103,186,0,2.04,1.9,1.96,1.83,0,1,-1,6,17,16,19,0.2608695652173913,0.45714285714285713
Dolgopolov O.,Donskoy E.,33,78,1,1.19,5.75,1.16,5.16,2,0,2,23,20,4,12,0.5348837209302325,0.25
Evans D.,Struff J.L.,91,86,1,1.9,2.1,1.77,2.02,1,0,1,20,27,26,33,0.425531914893617,0.4406779661016949
Herbert P.H.,Kohlschreiber P.,81,22,1,6.5,1.17,5.56,1.14,1,6,-5,14,16,60,41,0.4666666666666667,0.594059405940594
Lacko L.,Lorenzi P.,123,49,1,1.2,6.2,1.15,5.4,2,0,2,19,25,5,21,0.4318181818181818,0.19230769230769232
Simon G.,Tipsarevic J.,20,411,1,1.25,4.6,1.21,4.25,9,2,7,50,41,36,33,0.5494505494505495,0.5217391304347826
Berankis R.,Willis M.,54,772,0,1.35,3.76,1.3,3.46,0,1,-1,5,19,1,1,0.20833333333333334,0.5
Anderson K.,Istomin D.,25,116,0,1.29,4.33,1.24,3.93,2,1,1,47,29,35,32,0.618421052631579,0.5223880597014925
Chardy J.,Monfils G.,34,16,1,2.53,1.64,2.37,1.58,1,2,-1,29,34,46,36,0.4603174603174603,0.5609756097560976
Dzumhur D.,Kudla D.,87,66,1,4.1,1.31,3.75,1.26,2,0,2,10,10,26,26,0.5,0.5
Almagro N.,Dutra Silva R.,47,386,1,1.14,7.48,1.12,6.33,1,0,1,11,15,0,5,0.4230769230769231,0.0
Bellucci T.,Bemelmans R.,62,193,1,2.0,2.0,1.89,1.89,1,0,1,6,11,6,14,0.35294117647058826,0.3
Haase R.,Schwartzman D.,98,71,1,1.22,5.63,1.16,5.07,5,1,4,22,33,10,16,0.4,0.38461538461538464
Querrey S.,Rosol L.,41,73,1,1.27,5.0,1.22,4.18,1,0,1,78,45,8,13,0.6341463414634146,0.38095238095238093
Djokovic N.,Federer R.,1,2,1,2.0,2.1,1.91,1.96,28,22,6,117,18,187,26,0.8666666666666667,0.8779342723004695
Federer R.,Murray A.,2,3,1,2.05,2.0,1.96,1.88,14,10,4,187,26,107,31,0.8779342723004695,0.7753623188405797
Djokovic N.,Gasquet R.,1,20,1,1.1,13.0,1.07,9.37,13,1,12,117,18,74,41,0.8666666666666667,0.6434782608695652
Cilic M.,Djokovic N.,9,1,0,9.0,1.13,7.57,1.09,2,18,-16,78,32,117,18,0.7090909090909091,0.8666666666666667
Gasquet R.,Wawrinka S.,20,4,1,2.8,1.55,2.68,1.47,3,3,0,74,41,34,33,0.6434782608695652,0.5074626865671642
Murray A.,Pospisil V.,3,56,1,1.05,19.0,1.03,13.75,5,1,4,107,31,19,28,0.7753623188405797,0.40425531914893614
Federer R.,Simon G.,2,13,1,1.15,6.6,1.13,6.09,7,2,5,187,26,50,41,0.8779342723004695,0.5494505494505495
Anderson K.,Djokovic N.,14,1,0,17.5,1.05,13.45,1.03,1,9,-8,47,29,117,18,0.618421052631579,0.8666666666666667
Cilic M.,Kudla D.,9,105,1,1.22,5.72,1.16,5.09,2,0,2,78,32,26,26,0.7090909090909091,0.5
Pospisil V.,Troicki V.,56,24,1,3.77,1.36,3.4,1.32,1,0,1,19,28,33,30,0.40425531914893614,0.5238095238095238
Bautista R.,Federer R.,22,2,0,14.8,1.06,11.45,1.04,0,4,-4,13,6,187,26,0.6842105263157895,0.8779342723004695
Berdych T.,Simon G.,6,13,0,1.36,3.67,1.32,3.34,7,7,0,68,30,50,41,0.6938775510204082,0.5494505494505495
Goffin D.,Wawrinka S.,15,4,0,4.75,1.31,4.22,1.22,2,3,-1,30,25,34,33,0.5454545454545454,0.5074626865671642
Gasquet R.,Kyrgios N.,20,29,1,2.05,2.13,1.86,1.94,5,2,3,74,41,34,19,0.6434782608695652,0.6415094339622641
Karlovic I.,Murray A.,25,3,0,9.0,1.12,7.33,1.09,0,7,-7,74,44,107,31,0.6271186440677966,0.7753623188405797
Andujar P.,Berdych T.,37,6,0,20.0,1.05,12.71,1.03,1,3,-2,3,18,68,30,0.14285714285714285,0.6938775510204082
Basilashvili N.,Bautista R.,153,22,0,4.65,1.25,4.17,1.22,0,1,-1,15,18,13,6,0.45454545454545453,0.6842105263157895
Murray A.,Seppi A.,3,27,1,1.05,20.67,1.03,13.65,7,1,6,107,31,60,48,0.7753623188405797,0.5555555555555556
Brown D.,Troicki V.,102,24,0,3.16,1.5,2.83,1.42,0,1,-1,18,23,33,30,0.43902439024390244,0.5238095238095238
Karlovic I.,Tsonga J.W.,25,12,1,3.0,1.5,2.75,1.44,3,1,2,74,44,49,23,0.6271186440677966,0.6805555555555556
Federer R.,Groth S.,2,69,1,1.04,20.5,1.02,14.03,2,0,2,187,26,13,12,0.8779342723004695,0.52
Monfils G.,Simon G.,18,13,0,2.28,1.9,2.11,1.72,3,7,-4,46,36,50,41,0.5609756097560976,0.5494505494505495
Cilic M.,Isner J.,9,17,1,1.8,2.38,1.69,2.15,8,3,5,78,32,51,28,0.7090909090909091,0.6455696202531646
Pospisil V.,Ward J.,56,111,1,1.46,3.07,1.41,2.85,2,0,2,19,28,11,31,0.40425531914893614,0.2619047619047619
Verdasco F.,Wawrinka S.,43,4,0,5.48,1.21,4.73,1.18,3,3,0,51,43,34,33,0.5425531914893617,0.5074626865671642
Dimitrov G.,Gasquet R.,11,20,0,1.8,2.23,1.71,2.13,4,5,-1,46,32,74,41,0.5897435897435898,0.6434782608695652
Baghdatis M.,Goffin D.,54,15,0,2.7,1.61,2.5,1.52,4,2,2,53,39,30,25,0.5760869565217391,0.5454545454545454
Djokovic N.,Tomic B.,1,26,1,1.03,26.75,1.02,16.21,7,0,7,117,18,35,30,0.8666666666666667,0.5384615384615384
Anderson K.,Mayer L.,14,21,1,1.51,2.9,1.43,2.75,4,2,2,47,29,16,19,0.618421052631579,0.45714285714285713
Kyrgios N.,Raonic M.,29,8,1,2.79,1.55,2.65,1.47,3,4,-1,34,19,53,26,0.6415094339622641,0.6708860759493671
Giraldo S.,Kudla D.,60,105,0,2.5,1.76,2.32,1.6,0,1,-1,13,16,26,26,0.4482758620689655,0.5
Berdych T.,Mahut N.,6,66,1,1.2,6.02,1.16,5.09,6,0,6,68,30,67,41,0.6938775510204082,0.6203703703703703
Ramos-Vinolas A.,Tsonga J.W.,65,12,0,23.0,1.04,14.03,1.02,0,5,-5,5,15,49,23,0.25,0.6805555555555556
Haase R.,Murray A.,78,3,0,31.0,1.03,18.26,1.01,1,5,-4,22,33,107,31,0.4,0.7753623188405797
Federer R.,Querrey S.,2,36,1,1.05,15.99,1.03,11.7,3,0,3,187,26,78,45,0.8779342723004695,0.6341463414634146
Mannarino A.,Monfils G.,34,18,0,3.43,1.4,3.18,1.34,2,6,-4,71,52,46,36,0.5772357723577236,0.5609756097560976
Duckworth J.,Groth S.,87,69,0,4.5,1.27,3.99,1.24,0,2,-2,12,20,13,12,0.375,0.52
Brown D.,Nadal R.,102,10,1,8.04,1.12,6.69,1.1,2,0,2,18,23,76,21,0.43902439024390244,0.7835051546391752
Bedene A.,Troicki V.,75,24,0,5.25,1.21,4.7,1.18,0,1,-1,13,22,33,30,0.37142857142857144,0.5238095238095238
Kavcic B.,Simon G.,107,13,0,16.22,1.05,12.14,1.03,0,1,-1,2,11,50,41,0.15384615384615385,0.5494505494505495
Vesely J.,Ward J.,45,111,0,1.45,3.2,1.38,2.97,0,1,-1,24,17,11,31,0.5853658536585366,0.2619047619047619
Fognini F.,Pospisil V.,28,56,0,1.71,2.38,1.63,2.24,0,2,-2,25,24,19,28,0.5102040816326531,0.40425531914893614
Coric B.,Seppi A.,40,27,0,4.75,1.25,4.22,1.21,1,1,0,12,14,60,48,0.46153846153846156,0.5555555555555556
Andujar P.,Rosol L.,37,41,1,3.43,1.39,3.22,1.33,3,2,1,3,18,8,13,0.14285714285714285,0.38095238095238093
Basilashvili N.,Lopez F.,153,16,1,6.75,1.15,5.9,1.12,1,1,0,15,18,87,52,0.45454545454545453,0.6258992805755396
Bautista R.,Paire B.,22,68,1,1.26,4.7,1.22,4.11,5,0,5,13,6,24,28,0.6842105263157895,0.46153846153846156
Dolgopolov O.,Karlovic I.,70,25,0,1.83,2.1,1.77,2.03,3,1,2,23,20,74,44,0.5348837209302325,0.6271186440677966
De Schepper K.,Gasquet R.,163,20,0,10.0,1.09,8.67,1.06,0,3,-3,9,12,74,41,0.42857142857142855,0.6434782608695652
Kyrgios N.,Monaco J.,29,35,1,1.18,6.15,1.14,5.43,1,0,1,34,19,6,10,0.6415094339622641,0.375
Broady L.,Goffin D.,182,15,0,13.0,1.06,10.33,1.04,0,1,-1,9,18,30,25,0.3333333333333333,0.5454545454545454
Granollers M.,Mayer L.,72,21,0,3.3,1.42,3.01,1.37,1,1,0,17,21,16,19,0.4473684210526316,0.45714285714285713
Ebden M.,Isner J.,148,17,0,5.7,1.22,4.94,1.17,1,5,-4,19,26,51,28,0.4222222222222222,0.6455696202531646
Estrella Burgos V.,Wawrinka S.,48,4,0,22.73,1.04,15.03,1.02,0,1,-1,4,13,34,33,0.23529411764705882,0.5074626865671642
Herbert P.H.,Tomic B.,151,26,0,5.5,1.2,5.1,1.16,2,1,1,14,16,35,30,0.4666666666666667,0.5384615384615384
Dimitrov G.,Johnson S.,11,52,1,1.17,6.5,1.14,5.39,6,3,3,46,32,38,30,0.5897435897435898,0.5588235294117647
Djokovic N.,Nieminen J.,1,92,1,1.01,61.0,1.01,25.87,6,1,5,117,18,24,31,0.8666666666666667,0.43636363636363634
Giraldo S.,Nishikori K.,60,5,1,6.02,1.2,5.24,1.15,2,5,-3,13,16,38,27,0.4482758620689655,0.5846153846153846
Anderson K.,Ilhan M.,14,82,1,1.08,11.0,1.06,9.32,1,0,1,47,29,4,7,0.618421052631579,0.36363636363636365
Kudla D.,Zverev A.,105,74,1,1.74,2.32,1.66,2.19,1,0,1,26,26,45,22,0.5,0.6716417910447762
Haas T.,Raonic M.,861,8,0,6.02,1.17,5.37,1.15,0,3,-3,45,27,53,26,0.625,0.6708860759493671
Thiem D.,Verdasco F.,30,43,0,2.6,1.65,2.4,1.56,1,4,-3,15,18,51,43,0.45454545454545453,0.5425531914893617
Baghdatis M.,Millman J.,54,120,1,1.33,3.75,1.3,3.47,2,0,2,53,39,13,18,0.5760869565217391,0.41935483870967744
Berankis R.,Cilic M.,90,9,0,10.35,1.08,8.52,1.07,0,2,-2,5,19,78,32,0.20833333333333334,0.7090909090909091
Istomin D.,Ramos-Vinolas A.,62,65,0,1.12,8.45,1.09,6.94,0,2,-2,35,32,5,15,0.5223880597014925,0.25
Falla A.,Haase R.,130,78,0,2.09,2.05,1.94,1.84,1,1,0,16,24,22,33,0.4,0.4
Krajinovic F.,Mahut N.,122,66,0,7.65,1.14,6.4,1.11,2,1,1,5,6,67,41,0.45454545454545453,0.6203703703703703
Berrer M.,Mannarino A.,139,34,0,3.64,1.4,3.09,1.36,0,1,-1,7,17,71,52,0.2916666666666667,0.5772357723577236
Vanni L.,Ward J.,113,111,0,2.61,1.6,2.45,1.53,0,1,-1,0,1,11,31,0.0,0.2619047619047619
Berdych T.,Chardy J.,6,38,1,1.13,9.65,1.1,6.72,5,1,4,68,30,29,34,0.6938775510204082,0.4603174603174603
Karlovic I.,Ymer E.,25,133,1,1.2,6.02,1.15,5.22,1,1,0,74,44,0,3,0.6271186440677966,0.0
Brown D.,Lu Y.H.,102,61,1,2.47,1.65,2.32,1.59,2,0,2,18,23,27,34,0.43902439024390244,0.4426229508196721
Groth S.,Sock J.,69,31,1,3.0,1.5,2.73,1.43,1,0,1,13,12,17,13,0.52,0.5666666666666667
Nedovyesov A.,Troicki V.,123,24,0,9.16,1.11,7.37,1.09,0,1,-1,0,3,33,30,0.0,0.5238095238095238
Muller G.,Tsonga J.W.,44,12,0,3.0,1.51,2.73,1.44,1,3,-2,44,35,49,23,0.5569620253164557,0.6805555555555556
Millot V.,Pospisil V.,213,56,0,3.83,1.36,3.5,1.29,0,1,-1,0,1,19,28,0.0,0.40425531914893614
Andujar P.,Garcia-Lopez G.,37,32,1,6.55,1.15,5.77,1.13,1,5,-4,3,18,29,31,0.14285714285714285,0.48333333333333334
Bedene A.,Stepanek R.,75,203,1,2.6,1.58,2.48,1.53,1,0,1,13,22,43,29,0.37142857142857144,0.5972222222222222
Coric B.,Stakhovsky S.,40,49,1,4.25,1.3,3.78,1.26,2,1,1,12,14,24,27,0.46153846153846156,0.47058823529411764
Duckworth J.,Jaziri M.,87,84,1,2.15,1.95,2.02,1.77,1,0,1,12,20,7,18,0.375,0.28
Kukushkin M.,Murray A.,59,3,0,46.0,1.02,22.28,1.01,0,4,-4,14,24,107,31,0.3684210526315789,0.7753623188405797
Dzumhur D.,Federer R.,88,2,0,41.0,1.01,24.6,1.01,0,3,-3,10,10,187,26,0.5,0.8779342723004695
Klein B.,Seppi A.,177,27,0,8.05,1.13,6.41,1.11,0,1,-1,1,5,60,48,0.16666666666666666,0.5555555555555556
Bellucci T.,Nadal R.,42,10,0,42136.0,1.07,9.8,1.05,0,5,-5,6,11,76,21,0.35294117647058826,0.7835051546391752
Paire B.,Youzhny M.,68,76,1,2.75,1.53,2.63,1.47,2,0,2,24,28,61,46,0.46153846153846156,0.5700934579439252
Fognini F.,Smyczek T.,28,77,1,1.57,2.7,1.51,2.5,1,0,1,25,24,6,12,0.5102040816326531,0.3333333333333333
Querrey S.,Sijsling I.,36,170,1,1.23,5.63,1.18,4.75,2,0,2,78,45,10,13,0.6341463414634146,0.43478260869565216
Dolgopolov O.,Edmund K.,70,101,1,1.14,7.07,1.11,6.2,2,0,2,23,20,12,19,0.5348837209302325,0.3870967741935484
Darcis S.,Lopez F.,80,16,0,6.5,1.2,5.72,1.13,0,2,-2,14,18,87,52,0.4375,0.6258992805755396
Lorenzi P.,Vesely J.,89,45,0,11.25,1.08,8.78,1.06,1,3,-2,5,21,24,17,0.19230769230769232,0.5853658536585366
Bagnis F.,Basilashvili N.,137,153,0,7.05,1.18,6.24,1.11,0,2,-2,0,5,15,18,0.0,0.45454545454545453
Almagro N.,Simon G.,145,13,0,4.84,1.25,4.35,1.21,2,2,0,11,15,50,41,0.4230769230769231,0.5494505494505495
Gulbis E.,Rosol L.,83,41,0,1.64,2.47,1.6,2.3,1,3,-2,15,24,8,13,0.38461538461538464,0.38095238095238093
Carreno-Busta P.,Monfils G.,67,18,0,10.0,1.1,8.23,1.07,1,2,-1,0,3,46,36,0.0,0.5609756097560976
Kavcic B.,Sugita Y.,107,149,1,4.6,1.26,4.26,1.21,1,0,1,2,11,15,16,0.15384615384615385,0.4838709677419355
Bautista R.,Bemelmans R.,22,95,1,1.25,5.25,1.19,4.58,1,0,1,13,6,6,14,0.6842105263157895,0.3
Delbonis F.,Dimitrov G.,73,11,0,19.0,1.04,14.59,1.03,1,2,-1,0,12,46,32,0.0,0.5897435897435898
Mayer F.,Monaco J.,294,35,0,1.41,3.4,1.35,3.15,5,2,3,39,26,6,10,0.6,0.375
Ebden M.,Rola B.,148,93,1,1.21,5.53,1.18,4.8,1,0,1,19,26,1,4,0.4222222222222222,0.2
Giraldo S.,Souza J.,60,81,1,1.09,11.0,1.06,8.59,1,0,1,13,16,0,1,0.4482758620689655,0.0
Millman J.,Robredo T.,120,19,1,3.8,1.32,3.54,1.28,3,1,2,13,18,30,24,0.41935483870967744,0.5555555555555556
Gasquet R.,Saville L.,20,183,1,1.08,11.0,1.06,9.01,1,0,1,74,41,2,4,0.6434782608695652,0.3333333333333333
Granollers M.,Tipsarevic J.,72,486,1,1.65,2.51,1.57,2.37,4,1,3,17,21,36,33,0.4473684210526316,0.5217391304347826
Djokovic N.,Kohlschreiber P.,1,33,1,1.05,16.5,1.03,12.4,12,2,10,117,18,60,41,0.8666666666666667,0.594059405940594
Goffin D.,Zeballos H.,15,128,1,1.14,7.5,1.11,6.22,3,2,1,30,25,2,11,0.5454545454545454,0.15384615384615385
Isner J.,Soeda G.,17,91,1,1.09,10.4,1.07,8.44,2,0,2,51,28,4,11,0.6455696202531646,0.26666666666666666
Kokkinakis T.,Mayer L.,71,21,0,2.55,1.64,2.39,1.56,0,1,-1,5,7,16,19,0.4166666666666667,0.45714285714285713
Sousa J.,Wawrinka S.,46,4,0,9.45,1.09,7.9,1.07,0,4,-4,14,25,34,33,0.358974358974359,0.5074626865671642
Cilic M.,Moriya H.,9,174,1,1.04,20.0,1.02,14.85,1,0,1,78,32,0,1,0.7090909090909091,0.0
Kyrgios N.,Schwartzman D.,29,64,1,1.06,13.0,1.04,10.78,1,0,1,34,19,10,16,0.6415094339622641,0.38461538461538464
Berankis R.,Haider-Maurer A.,90,57,1,1.57,2.7,1.51,2.54,1,0,1,5,19,4,10,0.20833333333333334,0.2857142857142857
Becker B.,Estrella Burgos V.,51,48,0,1.93,2.06,1.85,1.91,0,1,-1,36,30,4,13,0.5454545454545454,0.23529411764705882
Anderson K.,Pouille L.,14,96,1,1.05,15.99,1.03,12.12,1,0,1,47,29,20,16,0.618421052631579,0.5555555555555556
Ilhan M.,Janowicz J.,82,47,1,8.45,1.12,7.1,1.09,1,0,1,4,7,16,10,0.36363636363636365,0.6153846153846154
Baghdatis M.,Young D.,54,58,1,1.52,2.9,1.45,2.72,2,1,1,53,39,15,23,0.5760869565217391,0.39473684210526316
Gimeno-Traver D.,Raonic M.,63,8,0,20.25,1.04,14.66,1.02,0,2,-2,2,17,53,26,0.10526315789473684,0.6708860759493671
Haas T.,Lajovic D.,861,86,1,1.63,2.5,1.57,2.37,1,0,1,45,27,6,18,0.625,0.25
Sela D.,Thiem D.,85,30,0,2.6,1.63,2.45,1.54,0,1,-1,26,28,15,18,0.48148148148148145,0.45454545454545453
Cuevas P.,Kudla D.,23,105,0,2.38,1.69,2.26,1.62,0,1,-1,7,11,26,26,0.3888888888888889,0.5
Struff J.L.,Tomic B.,112,26,0,6.71,1.18,5.21,1.15,1,2,-1,26,33,35,30,0.4406779661016949,0.5384615384615384
Bolelli S.,Nishikori K.,55,5,0,4.46,1.27,3.99,1.23,0,3,-3,16,16,38,27,0.5,0.5846153846153846
Johnson S.,Lacko L.,52,94,1,1.41,3.64,1.34,3.21,3,0,3,38,30,19,25,0.5588235294117647,0.4318181818181818
De Schepper K.,Smith J.P.,163,160,1,1.61,2.52,1.55,2.41,1,0,1,9,12,4,5,0.42857142857142855,0.4444444444444444
Broady L.,Matosevic M.,182,138,1,3.0,1.48,2.75,1.43,1,0,1,9,18,8,12,0.3333333333333333,0.4
Chung H.,Herbert P.H.,79,151,0,2.7,1.6,2.45,1.53,0,2,-2,1,2,14,16,0.3333333333333333,0.4666666666666667
Gabashvili T.,Zverev A.,53,74,0,2.81,1.56,2.68,1.46,0,1,-1,6,17,45,22,0.2608695652173913,0.6716417910447762
Klizan M.,Verdasco F.,39,43,0,3.75,1.33,3.52,1.29,1,2,-1,4,12,51,43,0.25,0.5425531914893617
Hewitt L.,Nieminen J.,118,92,0,1.61,2.55,1.55,2.4,5,1,4,103,31,24,31,0.7686567164179104,0.43636363636363634
Djokovic N.,Federer R.,2,4,1,1.75,2.53,1.63,2.31,28,22,6,117,18,187,26,0.8666666666666667,0.8779342723004695
Federer R.,Raonic M.,4,9,1,1.47,3.4,1.38,3.06,12,3,9,187,26,53,26,0.8779342723004695,0.6708860759493671
Dimitrov G.,Djokovic N.,13,2,0,4.45,1.32,3.98,1.25,1,13,-12,46,32,117,18,0.5897435897435898,0.8666666666666667
Cilic M.,Djokovic N.,29,2,0,9.65,1.12,7.7,1.09,2,18,-16,78,32,117,18,0.7090909090909091,0.8666666666666667
Dimitrov G.,Murray A.,13,5,1,4.5,1.3,3.94,1.25,5,8,-3,46,32,107,31,0.5897435897435898,0.7753623188405797
Federer R.,Wawrinka S.,4,3,1,1.35,4.0,1.3,3.58,24,3,21,187,26,34,33,0.8779342723004695,0.5074626865671642
Kyrgios N.,Raonic M.,144,9,0,3.5,1.4,3.11,1.37,3,4,-1,34,19,53,26,0.6415094339622641,0.6708860759493671
Kyrgios N.,Nadal R.,144,1,1,10.4,1.09,8.83,1.06,4,6,-2,34,19,76,21,0.6415094339622641,0.7835051546391752
Nishikori K.,Raonic M.,12,9,0,2.1,1.99,1.96,1.83,4,2,2,38,27,53,26,0.5846153846153846,0.6708860759493671
Federer R.,Robredo T.,4,22,1,1.06,16.0,1.04,11.09,11,1,10,187,26,30,24,0.8779342723004695,0.5555555555555556
Lopez F.,Wawrinka S.,26,3,0,2.43,1.67,2.28,1.63,3,5,-2,87,52,34,33,0.6258992805755396,0.5074626865671642
Dimitrov G.,Mayer L.,13,64,1,1.15,10.65,1.11,6.75,1,0,1,46,32,16,19,0.5897435897435898,0.45714285714285713
Isner J.,Lopez F.,11,26,0,2.25,1.79,2.11,1.72,5,3,2,51,28,87,52,0.6455696202531646,0.6258992805755396
Bolelli S.,Nishikori K.,132,12,0,9.6,1.1,7.85,1.08,0,3,-3,16,16,38,27,0.5,0.5846153846153846
Djokovic N.,Tsonga J.W.,2,17,1,1.14,8.5,1.09,7.03,16,7,9,117,18,49,23,0.8666666666666667,0.6805555555555556
Istomin D.,Wawrinka S.,45,3,0,3.32,1.45,2.93,1.39,1,3,-2,35,32,34,33,0.5223880597014925,0.5074626865671642
Anderson K.,Murray A.,18,5,0,14.85,1.07,10.38,1.05,2,6,-4,47,29,107,31,0.618421052631579,0.7753623188405797
Chardy J.,Cilic M.,42,29,0,3.7,1.34,3.46,1.31,3,4,-1,29,34,78,32,0.4603174603174603,0.7090909090909091
Kyrgios N.,Vesely J.,144,68,1,1.87,2.15,1.79,2.0,1,0,1,34,19,24,17,0.6415094339622641,0.5853658536585366
Federer R.,Giraldo S.,4,35,1,1.03,23.5,1.02,14.3,2,0,2,187,26,13,16,0.8779342723004695,0.4482758620689655
Kubot L.,Raonic M.,72,9,0,8.0,1.13,6.84,1.11,0,1,-1,13,11,53,26,0.5416666666666666,0.6708860759493671
Kukushkin M.,Nadal R.,63,1,0,17.05,1.05,11.89,1.04,0,4,-4,14,24,76,21,0.3684210526315789,0.7835051546391752
Janowicz J.,Robredo T.,25,22,0,1.97,2.05,1.83,1.95,0,1,-1,16,10,30,24,0.6153846153846154,0.5555555555555556
Kuznetsov An.,Mayer L.,118,64,0,1.93,2.1,1.82,1.96,0,2,-2,6,11,16,19,0.35294117647058826,0.45714285714285713
Djokovic N.,Simon G.,2,44,1,1.05,21.0,1.03,14.46,10,1,9,117,18,50,41,0.8666666666666667,0.5494505494505495
Tsonga J.W.,Wang J.,17,147,1,1.2,6.0,1.16,5.16,1,0,1,49,23,4,6,0.6805555555555556,0.4
Berdych T.,Cilic M.,6,29,0,1.71,2.55,1.63,2.26,5,6,-1,68,30,78,32,0.6938775510204082,0.7090909090909091
Lopez F.,Pavic A.,26,163,1,1.17,6.7,1.14,5.53,1,0,1,87,52,2,4,0.6258992805755396,0.3333333333333333
Bautista R.,Murray A.,23,5,0,14.15,1.07,9.67,1.05,0,2,-2,13,6,107,31,0.6842105263157895,0.7753623188405797
Chardy J.,Stakhovsky S.,42,90,1,2.2,1.84,2.1,1.73,2,0,2,29,34,24,27,0.4603174603174603,0.47058823529411764
Hewitt L.,Janowicz J.,48,25,0,1.77,2.37,1.66,2.21,0,1,-1,103,31,16,10,0.7686567164179104,0.6153846153846154
Dimitrov G.,Dolgopolov O.,13,19,1,1.38,3.6,1.32,3.36,5,1,4,46,32,23,20,0.5897435897435898,0.5348837209302325
Anderson K.,Fognini F.,18,15,1,1.34,3.8,1.3,3.44,4,1,3,47,29,25,24,0.618421052631579,0.5102040816326531
Giraldo S.,Granollers M.,35,224,1,2.0,1.98,1.89,1.89,3,1,2,13,16,17,21,0.4482758620689655,0.4473684210526316
Dancevic F.,Kukushkin M.,107,63,0,1.77,2.4,1.65,2.21,1,2,-1,21,23,14,24,0.4772727272727273,0.3684210526315789
Raonic M.,Sock J.,9,77,1,1.23,5.62,1.18,4.71,8,4,4,53,26,17,13,0.6708860759493671,0.5666666666666667
Kudla D.,Nishikori K.,136,12,0,10.25,1.1,8.14,1.07,0,2,-2,26,26,38,27,0.5,0.5846153846153846
Mannarino A.,Robredo T.,81,22,0,2.2,1.83,2.08,1.73,0,2,-2,71,52,30,24,0.5772357723577236,0.5555555555555556
Istomin D.,Reister J.,45,110,1,1.2,5.4,1.17,4.84,2,1,1,35,32,3,6,0.5223880597014925,0.3333333333333333
Isner J.,Nieminen J.,11,62,1,1.37,3.51,1.32,3.33,5,0,5,51,28,24,31,0.6455696202531646,0.43636363636363634
Federer R.,Muller G.,4,103,1,1.08,12.0,1.06,9.58,5,0,5,187,26,44,35,0.8779342723004695,0.5569620253164557
Nadal R.,Rosol L.,1,52,1,1.1,9.4,1.08,7.77,4,1,3,76,21,8,13,0.7835051546391752,0.38095238095238093
Lu Y.H.,Wawrinka S.,47,3,0,6.75,1.15,5.98,1.12,0,1,-1,27,34,34,33,0.4426229508196721,0.5074626865671642
Kubot L.,Lajovic D.,72,84,1,1.5,3.0,1.46,2.7,1,0,1,13,11,6,18,0.5416666666666666,0.25
Monfils G.,Vesely J.,21,68,0,1.33,3.8,1.29,3.52,2,1,1,46,36,24,17,0.5609756097560976,0.5853658536585366
Bolelli S.,Kohlschreiber P.,132,28,1,7.5,1.18,5.68,1.13,2,2,0,16,16,60,41,0.5,0.594059405940594
Querrey S.,Tsonga J.W.,67,17,0,3.5,1.4,3.18,1.34,4,4,0,78,45,49,23,0.6341463414634146,0.6805555555555556
Gasquet R.,Kyrgios N.,14,144,0,1.3,4.5,1.24,3.95,5,2,3,74,41,34,19,0.6434782608695652,0.6415094339622641
Bautista R.,Hernych J.,23,285,1,1.26,5.0,1.21,4.32,1,0,1,13,6,19,21,0.6842105263157895,0.475
Murray A.,Rola B.,5,92,1,1.02,49.0,1.01,22.05,1,0,1,107,31,1,4,0.7753623188405797,0.2
Gulbis E.,Stakhovsky S.,10,90,0,1.38,3.56,1.32,3.35,2,2,0,15,24,24,27,0.38461538461538464,0.47058823529411764
Haase R.,Simon G.,53,44,0,2.55,1.69,2.29,1.61,1,4,-3,22,33,50,41,0.4,0.5494505494505495
Wang J.,Youzhny M.,147,16,1,4.5,1.27,4.27,1.21,1,0,1,4,6,61,46,0.4,0.5700934579439252
Berdych T.,Tomic B.,6,86,1,1.29,4.33,1.25,3.85,5,0,5,68,30,35,30,0.6938775510204082,0.5384615384615384
Cilic M.,Haider-Maurer A.,29,95,1,1.08,11.75,1.06,9.02,1,1,0,78,32,4,10,0.7090909090909091,0.2857142857142857
Dimitrov G.,Saville L.,13,236,1,1.04,22.9,1.03,13.21,1,0,1,46,32,2,4,0.5897435897435898,0.3333333333333333
Fognini F.,Puetz T.,15,251,1,1.37,3.6,1.3,3.43,1,0,1,25,24,1,1,0.5102040816326531,0.5
Becker B.,Dolgopolov O.,65,19,0,3.05,1.53,2.77,1.44,1,2,-1,36,30,23,20,0.5454545454545454,0.5348837209302325
Anderson K.,Roger-Vasselin E.,18,50,1,1.44,3.22,1.4,2.9,2,1,1,47,29,16,19,0.618421052631579,0.45714285714285713
Baghdatis M.,Mayer L.,119,64,0,1.52,3.25,1.46,2.68,1,3,-2,53,39,16,19,0.5760869565217391,0.45714285714285713
