PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff,WinsA,LossesA,WinsB,LossesB,WinRateA,WinRateB
Dimitrov G.,Stebe C.M.,62,208,1,1.45,3.44,1.38,2.94,1,0,1,46,32,2,7,0.5897435897435898,0.2222222222222222
Muller G.,Raonic M.,92,25,1,3.6,1.42,3.18,1.33,2,2,0,44,35,53,26,0.5569620253164557,0.6708860759493671
Haase R.,Verdasco F.,58,22,1,2.66,1.58,2.5,1.51,3,5,-2,22,33,51,43,0.4,0.5425531914893617
Hanescu V.,Roddick A.,63,10,0,11.75,1.1,8.67,1.06,0,4,-4,13,19,82,21,0.40625,0.7961165048543689
Lopez F.,Schuettler R.,44,113,1,1.35,3.9,1.28,3.54,8,0,8,87,52,41,31,0.6258992805755396,0.5694444444444444
Gulbis E.,Tursunov D.,75,53,0,3.44,1.38,3.15,1.34,2,2,0,15,24,37,29,0.38461538461538464,0.5606060606060606
Monfils G.,Zemlja G.,8,157,1,1.1,13.15,1.06,8.88,1,0,1,46,36,6,7,0.5609756097560976,0.46153846153846156
Karlovic I.,Kubot L.,144,93,0,1.4,3.41,1.35,3.08,1,3,-2,74,44,13,11,0.6271186440677966,0.5416666666666666
Nadal R.,Sweeting R.,1,69,1,1.01,71.0,1.01,24.63,3,0,3,76,21,3,7,0.7835051546391752,0.3
Bogomolov A.,Chela J.I.,72,20,1,2.15,2.06,1.95,1.8,1,0,1,10,13,4,11,0.43478260869565216,0.26666666666666666
Ljubicic I.,Stakhovsky S.,33,46,1,1.6,2.7,1.51,2.49,3,1,2,24,26,24,27,0.48,0.47058823529411764
Gasquet R.,Kunitsyn I.,13,66,1,1.15,7.55,1.11,6.27,2,0,2,74,41,12,25,0.6434782608695652,0.32432432432432434
Benneteau J.,Berdych T.,77,7,0,7.0,1.15,5.91,1.11,2,3,-1,35,39,68,30,0.47297297297297297,0.6938775510204082
Kamke T.,Murray A.,83,4,0,37.0,1.03,16.67,1.01,0,1,-1,11,13,107,31,0.4583333333333333,0.7753623188405797
Bolelli S.,Wawrinka S.,116,14,1,6.4,1.2,5.12,1.16,1,2,-1,16,16,34,33,0.5,0.5074626865671642
Fish M.,Istomin D.,9,65,1,1.31,4.1,1.26,3.7,1,0,1,46,26,35,32,0.6388888888888888,0.5223880597014925
Soeda G.,Tsonga J.W.,131,19,0,27.1,1.03,14.82,1.02,0,3,-3,4,11,49,23,0.26666666666666666,0.6805555555555556
Beck A.,Roddick A.,156,10,0,17.5,1.05,11.43,1.03,0,1,-1,7,7,82,21,0.5,0.7961165048543689
Devvarman S.,Gremelmayr D.,68,101,1,1.5,3.08,1.42,2.76,2,0,2,3,7,2,8,0.3,0.2
Garcia-Lopez G.,Golubev A.,41,45,1,1.46,3.1,1.4,2.84,1,0,1,29,31,1,10,0.48333333333333334,0.09090909090909091
Karlovic I.,Tipsarevic J.,144,29,1,1.64,2.7,1.52,2.45,2,1,1,74,44,36,33,0.6271186440677966,0.5217391304347826
Dolgopolov O.,Gonzalez F.,24,478,0,1.33,4.0,1.27,3.59,1,1,0,23,20,22,13,0.5348837209302325,0.6285714285714286
Hewitt L.,Nishikori K.,130,52,1,1.75,2.38,1.66,2.16,2,0,2,103,31,38,27,0.7686567164179104,0.5846153846153846
Almagro N.,Nieminen J.,15,51,1,1.7,2.4,1.6,2.27,5,1,4,11,15,24,31,0.4230769230769231,0.43636363636363634
Falla A.,Melzer J.,88,11,0,3.5,1.44,3.14,1.34,0,3,-3,16,24,38,32,0.4,0.5428571428571428
Kamke T.,Kavcic B.,83,74,1,1.65,2.58,1.57,2.32,2,2,0,11,13,2,11,0.4583333333333333,0.15384615384615385
Gonzalez M.,Troicki V.,86,12,0,18.1,1.05,11.22,1.04,1,1,0,0,4,33,30,0.0,0.5238095238095238
Cilic M.,Ljubicic I.,26,33,0,1.75,2.38,1.67,2.15,1,2,-1,78,32,24,26,0.7090909090909091,0.48
Evans D.,Mayer F.,301,18,0,12.25,1.08,9.54,1.05,0,1,-1,20,27,39,26,0.425531914893617,0.6
Chela J.I.,Matosevic M.,20,150,1,2.25,1.8,2.09,1.7,2,0,2,4,11,8,12,0.26666666666666666,0.4
Petzschner P.,Soderling R.,67,5,0,5.5,1.28,4.17,1.22,0,3,-3,20,18,26,17,0.5263157894736842,0.6046511627906976
Roger-Vasselin E.,Simon G.,145,16,0,3.48,1.39,3.15,1.34,0,3,-3,16,19,50,41,0.45714285714285713,0.5494505494505495
Dancevic F.,Mello R.,164,89,0,1.2,5.81,1.17,4.81,0,1,-1,21,23,1,8,0.4772727272727273,0.1111111111111111
De Schepper K.,Rochus O.,234,73,0,3.6,1.4,3.06,1.36,0,1,-1,9,12,43,37,0.42857142857142855,0.5375
Monaco J.,Youzhny M.,43,17,0,4.0,1.33,3.52,1.28,1,4,-3,6,10,61,46,0.375,0.5700934579439252
Andreev I.,Gabashvili T.,79,129,1,1.53,2.8,1.47,2.6,1,1,0,16,17,6,17,0.48484848484848486,0.2608695652173913
Baghdatis M.,Blake J.,30,102,1,1.26,5.23,1.22,4.14,2,1,1,53,39,31,25,0.5760869565217391,0.5535714285714286
Mannarino A.,Niland C.,55,181,1,1.36,3.88,1.3,3.36,1,0,1,71,52,0,1,0.5772357723577236,0.0
Beck K.,Berlocq C.,156,70,1,1.44,3.21,1.38,2.91,1,0,1,13,18,6,17,0.41935483870967744,0.2608695652173913
Stepanek R.,Verdasco F.,60,22,0,2.5,1.65,2.34,1.57,4,3,1,43,29,51,43,0.5972222222222222,0.5425531914893617
Clement A.,Kubot L.,143,93,0,2.1,1.9,1.92,1.82,0,2,-2,45,36,13,11,0.5555555555555556,0.5416666666666666
Ferrer D.,Paire B.,6,115,1,1.07,17.5,1.04,11.29,3,1,2,42,25,24,28,0.6268656716417911,0.46153846153846156
De Voest R.,Ramirez-Hidalgo R.,147,121,1,1.17,6.94,1.13,5.76,1,0,1,3,8,0,8,0.2727272727272727,0.0
Chardy J.,Djokovic N.,54,2,0,38.5,1.02,17.73,1.01,0,14,-14,29,34,117,18,0.4603174603174603,0.8666666666666667
Malisse X.,Zverev M.,42,103,1,1.15,7.74,1.11,6.16,1,0,1,50,29,30,30,0.6329113924050633,0.5
Haase R.,Riba P.,58,71,1,1.13,9.65,1.09,7.04,1,0,1,22,33,0,4,0.4,0.0
Cox D.,Stakhovsky S.,273,46,0,12.0,1.08,8.8,1.06,0,1,-1,0,5,24,27,0.0,0.47058823529411764
Cipolla F.,Del Potro J.M.,112,21,0,35.0,1.04,15.16,1.02,0,1,-1,1,7,35,17,0.125,0.6730769230769231
Hanescu V.,Pospisil J.,63,133,1,1.2,6.3,1.14,5.26,1,0,1,13,19,0,2,0.40625,0.0
Lu Y.H.,Robredo T.,57,31,1,1.73,2.38,1.63,2.21,1,3,-2,27,34,30,24,0.4426229508196721,0.5555555555555556
Montanes A.,Seppi A.,34,38,0,3.43,1.45,3.01,1.37,1,1,0,6,13,60,48,0.3157894736842105,0.5555555555555556
Isner J.,Mahut N.,47,94,1,1.54,2.75,1.47,2.58,3,1,2,51,28,67,41,0.6455696202531646,0.6203703703703703
Haider-Maurer A.,Serra F.,78,126,1,1.87,2.1,1.76,2.0,1,0,1,4,10,9,17,0.2857142857142857,0.34615384615384615
Federer R.,Kukushkin M.,3,61,1,1.01,71.37,1.01,26.37,2,0,2,187,26,14,24,0.8779342723004695,0.3684210526315789
Dodig I.,Harrison R.,37,122,0,1.47,3.0,1.4,2.82,0,1,-1,17,13,13,23,0.5666666666666667,0.3611111111111111
Nalbandian D.,Reister J.,23,135,1,1.11,10.16,1.09,7.22,1,0,1,29,13,3,6,0.6904761904761905,0.3333333333333333
Davydenko N.,Tomic B.,27,158,0,2.38,1.7,2.24,1.61,0,1,-1,9,19,35,30,0.32142857142857145,0.5384615384615384
Llodra M.,Ward J.,35,192,1,1.45,3.36,1.37,3.0,1,0,1,44,30,11,31,0.5945945945945946,0.2619047619047619
Berrer M.,Lopez F.,76,44,0,5.8,1.22,4.89,1.16,0,3,-3,7,17,87,52,0.2916666666666667,0.6258992805755396
Nadal R.,Russell M.,1,90,1,1.01,71.37,1.01,24.71,1,0,1,76,21,10,23,0.7835051546391752,0.30303030303030304
Gil F.,Sela D.,91,84,0,5.92,1.2,5.07,1.15,0,1,-1,1,7,26,28,0.125,0.48148148148148145
Kunitsyn I.,Sijsling I.,66,188,1,1.57,2.8,1.46,2.59,1,0,1,12,25,10,13,0.32432432432432434,0.43478260869565216
Starace P.,Wawrinka S.,49,14,0,9.24,1.14,7.01,1.09,0,2,-2,1,11,34,33,0.08333333333333333,0.5074626865671642
Bellucci T.,Schuettler R.,28,113,0,1.75,2.3,1.67,2.13,0,1,-1,6,11,41,31,0.35294117647058826,0.5694444444444444
Bolelli S.,Fischer M.,116,151,1,1.88,2.6,1.79,1.97,1,0,1,16,16,1,3,0.5,0.25
Gasquet R.,Giraldo S.,13,64,1,1.17,6.87,1.13,5.54,2,0,2,74,41,13,16,0.6434782608695652,0.4482758620689655
Fish M.,Granollers M.,9,279,1,1.15,7.25,1.12,5.97,1,0,1,46,26,17,21,0.6388888888888888,0.4473684210526316
Bachinger M.,Monfils G.,98,8,0,9.24,1.1,7.43,1.08,0,1,-1,2,7,46,36,0.2222222222222222,0.5609756097560976
Gicquel M.,Raonic M.,119,25,0,12.0,1.06,10.83,1.04,0,1,-1,11,15,53,26,0.4230769230769231,0.6708860759493671
Berdych T.,Volandri F.,7,81,1,1.03,34.0,1.02,16.15,4,2,2,68,30,2,11,0.6938775510204082,0.15384615384615385
Gimeno-Traver D.,Murray A.,59,4,0,66.0,1.02,23.49,1.01,0,2,-2,2,17,107,31,0.10526315789473684,0.7753623188405797
Lacko L.,Zemlja G.,148,157,0,1.62,2.69,1.53,2.45,0,2,-2,19,25,6,7,0.4318181818181818,0.46153846153846156
Bogomolov A.,Young D.,72,111,1,1.98,2.02,1.82,1.91,1,0,1,10,13,15,23,0.43478260869565216,0.39473684210526316
Haas T.,Muller G.,895,92,0,2.3,1.74,2.11,1.68,1,3,-2,45,27,44,35,0.625,0.5569620253164557
Istomin D.,Kohlschreiber P.,65,39,1,4.4,1.29,3.95,1.23,5,2,3,35,32,60,41,0.5223880597014925,0.594059405940594
Bemelmans R.,Benneteau J.,163,77,0,2.63,1.64,2.43,1.53,0,1,-1,6,14,35,39,0.3,0.47297297297297297
Andujar P.,Sweeting R.,50,69,0,3.75,1.35,3.36,1.3,0,1,-1,3,18,3,7,0.14285714285714285,0.3
Berdych T.,Nadal R.,13,1,0,4.25,1.36,3.43,1.31,4,20,-16,68,30,76,21,0.6938775510204082,0.7835051546391752
Murray A.,Nadal R.,4,1,0,2.5,1.67,2.38,1.57,8,17,-9,107,31,76,21,0.7753623188405797,0.7835051546391752
Berdych T.,Djokovic N.,13,3,1,2.1,1.91,1.96,1.82,3,23,-20,68,30,117,18,0.6938775510204082,0.8666666666666667
Berdych T.,Federer R.,13,2,1,5.1,1.25,4.47,1.19,5,18,-13,68,30,187,26,0.6938775510204082,0.8779342723004695
Nadal R.,Soderling R.,1,6,1,1.72,2.55,1.62,2.26,6,2,4,76,21,26,17,0.7835051546391752,0.6046511627906976
Murray A.,Tsonga J.W.,4,10,1,1.38,4.33,1.26,3.78,13,2,11,107,31,49,23,0.7753623188405797,0.6805555555555556
Djokovic N.,Lu Y.H.,3,82,1,1.2,6.05,1.16,5.12,2,0,2,117,18,27,34,0.8666666666666667,0.4426229508196721
Ferrer D.,Soderling R.,11,6,0,7.0,1.14,6.18,1.11,4,10,-6,42,25,26,17,0.6268656716417911,0.6046511627906976
Berdych T.,Brands D.,13,98,1,1.13,7.5,1.11,6.09,2,0,2,68,30,7,10,0.6938775510204082,0.4117647058823529
Federer R.,Melzer J.,2,16,1,1.13,9.0,1.09,7.26,4,1,3,187,26,38,32,0.8779342723004695,0.5428571428571428
Mathieu P.H.,Nadal R.,66,1,0,7.5,1.2,5.97,1.12,0,10,-10,22,31,76,21,0.41509433962264153,0.7835051546391752
Murray A.,Querrey S.,4,21,1,1.3,5.5,1.19,4.49,6,2,4,107,31,78,45,0.7753623188405797,0.6341463414634146
Djokovic N.,Hewitt L.,3,26,1,2.0,2.1,1.8,1.95,5,1,4,117,18,103,31,0.8666666666666667,0.7686567164179104
Benneteau J.,Tsonga J.W.,40,10,0,4.0,1.35,3.69,1.26,5,6,-1,35,39,49,23,0.47297297297297297,0.6805555555555556
Lu Y.H.,Roddick A.,82,7,1,16.0,1.07,10.65,1.04,1,4,-3,27,34,82,21,0.4426229508196721,0.7961165048543689
Murray A.,Simon G.,4,32,1,1.12,11.77,1.07,8.11,15,3,12,107,31,50,41,0.7753623188405797,0.5494505494505495
Kamke T.,Tsonga J.W.,126,10,0,5.1,1.27,4.27,1.21,0,2,-2,11,13,49,23,0.4583333333333333,0.6805555555555556
Bellucci T.,Soderling R.,24,6,0,12.0,1.12,8.42,1.07,0,1,-1,6,11,26,17,0.35294117647058826,0.6046511627906976
Benneteau J.,Fognini F.,40,80,1,1.45,3.71,1.33,3.19,1,1,0,35,39,25,24,0.47297297297297297,0.5102040816326531
De Bakker T.,Mathieu P.H.,49,66,0,1.7,2.54,1.57,2.33,0,1,-1,7,11,22,31,0.3888888888888889,0.41509433962264153
Nadal R.,Petzschner P.,1,41,1,1.1,15.0,1.05,9.96,3,0,3,76,21,20,18,0.7835051546391752,0.5263157894736842
Malisse X.,Querrey S.,63,21,0,3.4,1.41,3.1,1.35,0,3,-3,50,29,78,45,0.6329113924050633,0.6341463414634146
Chardy J.,Ferrer D.,55,11,0,4.09,1.33,3.61,1.28,2,7,-5,29,34,42,25,0.4603174603174603,0.6268656716417911
Djokovic N.,Montanes A.,3,31,1,1.09,12.0,1.06,8.7,6,0,6,117,18,6,13,0.8666666666666667,0.3157894736842105
Clement A.,Federer R.,86,2,0,21.0,1.05,11.98,1.03,2,6,-4,45,36,187,26,0.5555555555555556,0.8779342723004695
De Bakker T.,Isner J.,49,19,1,1.81,2.3,1.7,2.1,1,1,0,7,11,51,28,0.3888888888888889,0.6455696202531646
Hewitt L.,Monfils G.,26,20,1,1.43,3.6,1.36,3.05,2,2,0,103,31,46,36,0.7686567164179104,0.5609756097560976
Lu Y.H.,Mayer F.,82,59,1,4.0,1.45,3.34,1.31,1,1,0,27,34,39,26,0.4426229508196721,0.6
Kohlschreiber P.,Roddick A.,35,7,0,5.5,1.23,4.72,1.17,2,4,-2,60,41,82,21,0.594059405940594,0.7961165048543689
Lopez F.,Melzer J.,30,16,0,2.25,1.8,2.13,1.68,2,5,-3,87,52,38,32,0.6258992805755396,0.5428571428571428
Berdych T.,Istomin D.,13,70,1,1.22,5.35,1.19,4.47,6,0,6,68,30,35,32,0.6938775510204082,0.5223880597014925
Mathieu P.H.,Youzhny M.,66,14,1,4.71,1.26,4.01,1.23,2,5,-3,22,31,61,46,0.41509433962264153,0.5700934579439252
Brands D.,Hanescu V.,98,38,1,2.1,2.2,1.83,1.92,1,2,-1,7,10,13,19,0.4117647058823529,0.40625
Dodig I.,Querrey S.,193,21,0,9.05,1.13,6.85,1.09,0,2,-2,17,13,78,45,0.5666666666666667,0.6341463414634146
Granollers M.,Soderling R.,87,6,0,11.5,1.1,8.15,1.07,1,4,-3,17,21,26,17,0.4473684210526316,0.6046511627906976
Marchenko I.,Simon G.,74,32,0,2.7,1.58,2.55,1.49,0,1,-1,6,16,50,41,0.2727272727272727,0.5494505494505495
Ferrer D.,Serra F.,11,64,1,1.3,4.51,1.26,3.74,3,0,3,42,25,9,17,0.6268656716417911,0.34615384615384615
Malisse X.,Reister J.,63,129,1,1.33,4.47,1.26,3.68,1,0,1,50,29,3,6,0.6329113924050633,0.3333333333333333
Bellucci T.,Fischer M.,24,164,1,1.7,2.52,1.64,2.2,1,0,1,6,11,1,3,0.35294117647058826,0.25
Kamke T.,Seppi A.,126,69,1,2.47,1.65,2.3,1.59,1,2,-1,11,13,60,48,0.4583333333333333,0.5555555555555556
Murray A.,Nieminen J.,4,67,1,1.09,11.5,1.06,8.42,4,0,4,107,31,24,31,0.7753623188405797,0.43636363636363634
Kubot L.,Petzschner P.,53,41,0,4.1,1.33,3.54,1.28,1,2,-1,13,11,20,18,0.5416666666666666,0.5263157894736842
Haase R.,Nadal R.,151,1,0,21.0,1.04,13.84,1.02,0,3,-3,22,33,76,21,0.4,0.7835051546391752
Beck A.,Benneteau J.,79,40,0,2.22,1.8,2.06,1.71,0,1,-1,7,7,35,39,0.5,0.47297297297297297
Fognini F.,Russell M.,80,101,1,1.95,2.1,1.81,1.94,2,1,1,25,24,10,23,0.5102040816326531,0.30303030303030304
Chardy J.,Lacko L.,55,75,1,2.05,1.95,1.91,1.83,1,2,-1,29,34,19,25,0.4603174603174603,0.4318181818181818
Isner J.,Mahut N.,19,148,1,1.9,2.25,1.7,2.09,3,1,2,51,28,67,41,0.6455696202531646,0.6203703703703703
Dolgopolov O.,Tsonga J.W.,43,10,0,4.26,1.3,3.78,1.25,3,3,0,23,20,49,23,0.5348837209302325,0.6805555555555556
Bozoljac I.,Federer R.,152,2,0,31.0,1.07,16.73,1.01,0,1,-1,3,6,187,26,0.3333333333333333,0.8779342723004695
Dent T.,Djokovic N.,97,3,0,5.8,1.26,4.72,1.17,0,1,-1,29,23,117,18,0.5576923076923077,0.8666666666666667
Becker B.,Berdych T.,71,13,0,4.72,1.31,3.98,1.23,1,6,-5,36,30,68,30,0.5454545454545454,0.6938775510204082
Lu Y.H.,Przysiezny M.,82,94,1,1.75,2.5,1.62,2.24,1,0,1,27,34,4,8,0.4426229508196721,0.3333333333333333
Hewitt L.,Korolev E.,26,77,1,1.17,8.71,1.09,6.93,2,0,2,103,31,2,10,0.7686567164179104,0.16666666666666666
Brands D.,Davydenko N.,98,5,1,2.77,1.63,2.51,1.51,2,1,1,7,10,9,19,0.4117647058823529,0.32142857142857145
Hanescu V.,Ilhan M.,38,118,1,1.78,2.55,1.59,2.29,1,0,1,13,19,4,7,0.40625,0.36363636363636365
Clement A.,Luczak P.,86,83,1,1.63,2.69,1.54,2.4,4,0,4,45,36,4,4,0.5555555555555556,0.5
Berankis R.,Lopez F.,156,30,0,2.65,1.68,2.4,1.54,0,3,-3,5,19,87,52,0.20833333333333334,0.6258992805755396
Fish M.,Mayer F.,73,59,0,1.4,3.64,1.32,3.28,3,1,2,46,26,39,26,0.6388888888888888,0.6
Beck K.,Monfils G.,88,20,0,5.0,1.31,3.92,1.24,1,2,-1,13,18,46,36,0.41935483870967744,0.5609756097560976
Llodra M.,Roddick A.,37,7,0,5.5,1.31,4.24,1.21,0,2,-2,44,30,82,21,0.5945945945945946,0.7961165048543689
Evans B.,Montanes A.,318,31,0,2.33,1.89,2.1,1.69,0,1,-1,4,3,6,13,0.5714285714285714,0.3157894736842105
Istomin D.,Schuettler R.,70,85,1,1.65,2.5,1.58,2.31,2,0,2,35,32,41,31,0.5223880597014925,0.5694444444444444
Melzer J.,Troicki V.,16,42,1,1.52,3.25,1.42,2.77,3,1,2,38,32,33,30,0.5428571428571428,0.5238095238095238
De Bakker T.,Giraldo S.,49,54,1,2.12,1.92,1.9,1.84,1,1,0,7,11,13,16,0.3888888888888889,0.4482758620689655
Gabashvili T.,Kohlschreiber P.,84,35,0,4.96,1.31,4.2,1.21,0,2,-2,6,17,60,41,0.2608695652173913,0.594059405940594
Ferrero J.C.,Malisse X.,17,63,0,2.05,2.1,1.83,1.91,2,1,1,30,17,50,29,0.6382978723404256,0.6329113924050633
Chardy J.,Gimeno-Traver D.,55,72,1,1.34,3.75,1.28,3.47,2,2,0,29,34,2,17,0.4603174603174603,0.10526315789473684
Ginepri R.,Soderling R.,72,6,0,6.5,1.19,5.5,1.14,1,2,-1,24,26,26,17,0.48,0.6046511627906976
Bellucci T.,Mello R.,24,92,1,1.42,3.27,1.37,2.96,3,1,2,6,11,1,8,0.35294117647058826,0.1111111111111111
Ferrer D.,Kiefer N.,11,178,1,1.57,2.65,1.51,2.5,2,1,1,42,25,30,23,0.6268656716417911,0.5660377358490566
Gil F.,Granollers M.,89,87,0,3.62,1.41,3.12,1.34,3,1,2,1,7,17,21,0.125,0.4473684210526316
Chiudinelli M.,Dolgopolov O.,61,43,0,2.38,1.71,2.23,1.61,0,1,-1,6,9,23,20,0.4,0.5348837209302325
Dodig I.,Hernandez O.,193,125,1,1.19,6.84,1.14,5.43,1,0,1,17,13,1,9,0.5666666666666667,0.1
Fischer M.,Soeda G.,164,124,1,1.8,2.75,1.54,2.42,1,0,1,1,3,4,11,0.25,0.26666666666666666
Blake J.,Haase R.,109,151,0,1.65,2.75,1.54,2.4,2,2,0,31,25,22,33,0.5535714285714286,0.4
Alcaide G.,Simon G.,238,32,0,5.3,1.26,4.37,1.2,0,1,-1,0,1,50,41,0.0,0.5494505494505495
Baker J.,Beck A.,253,79,0,6.04,1.22,4.81,1.17,0,1,-1,3,14,7,7,0.17647058823529413,0.5
Greul S.,Serra F.,62,64,0,2.1,2.06,1.87,1.86,0,1,-1,3,6,9,17,0.3333333333333333,0.34615384615384615
Hajek J.,Murray A.,90,4,0,25.0,1.05,14.4,1.02,0,1,-1,0,4,107,31,0.0,0.7753623188405797
Almagro N.,Seppi A.,18,69,0,1.9,2.7,1.58,2.31,2,2,0,11,15,60,48,0.4230769230769231,0.5555555555555556
Berrer M.,Marchenko I.,46,74,0,2.45,1.8,2.16,1.66,0,1,-1,7,17,6,16,0.2916666666666667,0.2727272727272727
Querrey S.,Stakhovsky S.,21,47,1,1.45,3.2,1.38,2.92,4,1,3,78,45,24,27,0.6341463414634146,0.47058823529411764
Baghdatis M.,Lacko L.,27,75,0,1.37,3.85,1.3,3.38,2,2,0,53,39,19,25,0.5760869565217391,0.4318181818181818
Koubek S.,Nieminen J.,121,67,0,3.35,1.47,2.83,1.4,1,2,-1,8,18,24,31,0.3076923076923077,0.43636363636363634
Fognini F.,Verdasco F.,80,9,1,12.7,1.11,9.53,1.05,3,4,-1,25,24,51,43,0.5102040816326531,0.5425531914893617
Kavcic B.,Kubot L.,120,53,0,3.0,1.48,2.78,1.41,0,1,-1,2,11,13,11,0.15384615384615385,0.5416666666666666
De Voest R.,Reister J.,257,129,0,1.95,2.13,1.77,1.98,0,1,-1,3,8,3,6,0.2727272727272727,0.3333333333333333
Gicquel M.,Mathieu P.H.,128,66,0,1.62,2.65,1.54,2.4,2,4,-2,11,15,22,31,0.4230769230769231,0.41509433962264153
Kendrick R.,Tsonga J.W.,161,10,0,7.84,1.17,5.97,1.12,0,2,-2,4,14,49,23,0.2222222222222222,0.6805555555555556
Riba-Madrid P.,Russell M.,78,101,0,2.9,1.53,2.69,1.44,0,1,-1,0,1,10,23,0.0,0.30303030303030304
Sela D.,Youzhny M.,65,14,0,3.32,1.44,2.94,1.38,1,3,-2,26,28,61,46,0.48148148148148145,0.5700934579439252
Nadal R.,Nishikori K.,1,189,1,1.05,26.0,1.02,13.52,12,1,11,76,21,38,27,0.7835051546391752,0.5846153846153846
Garcia-Lopez G.,Kamke T.,39,126,0,1.43,3.75,1.36,3.05,0,1,-1,29,31,11,13,0.48333333333333334,0.4583333333333333
Petzschner P.,Robert S.,41,76,1,1.29,4.64,1.23,3.91,1,0,1,20,18,4,8,0.5263157894736842,0.3333333333333333
Benneteau J.,Vliegen K.,40,174,1,1.24,5.1,1.19,4.46,1,0,1,35,39,10,17,0.47297297297297297,0.37037037037037035
Mayer L.,Monfils G.,52,20,0,2.92,1.58,2.55,1.49,1,4,-3,16,19,46,36,0.45714285714285713,0.5609756097560976
Ram R.,Roddick A.,93,7,0,23.0,1.07,14.36,1.02,0,2,-2,18,17,82,21,0.5142857142857142,0.7961165048543689
Schuettler R.,Tursunov D.,85,371,1,1.51,3.1,1.41,2.81,1,0,1,41,31,37,29,0.5694444444444444,0.5606060606060606
Cilic M.,Mayer F.,12,59,0,1.2,7.0,1.12,5.84,4,2,2,78,32,39,26,0.7090909090909091,0.6
Berdych T.,Golubev A.,13,81,1,1.16,11.01,1.07,7.69,2,0,2,68,30,1,10,0.6938775510204082,0.09090909090909091
Lu Y.H.,Zeballos H.,82,44,1,2.03,2.1,1.81,1.94,1,0,1,27,34,2,11,0.4426229508196721,0.15384615384615385
Fish M.,Tomic B.,73,246,1,1.26,5.8,1.18,4.66,2,1,1,46,26,35,30,0.6388888888888888,0.5384615384615384
Evans B.,Huta Galung J.,318,285,1,1.95,2.07,1.83,1.9,1,0,1,4,3,2,6,0.5714285714285714,0.25
Lorenzi P.,Montanes A.,96,31,0,3.0,1.51,2.8,1.41,1,2,-1,5,21,6,13,0.19230769230769232,0.3157894736842105
Ljubicic I.,Przysiezny M.,15,94,0,1.26,5.7,1.18,4.67,0,1,-1,24,26,4,8,0.48,0.3333333333333333
Andreev I.,Brands D.,57,98,0,3.1,1.76,2.5,1.52,0,1,-1,16,17,7,10,0.48484848484848486,0.4117647058823529
Kunitsyn I.,Troicki V.,104,42,0,4.55,1.31,3.95,1.24,0,3,-3,12,25,33,30,0.32432432432432434,0.5238095238095238
Beck K.,Ventura S.,88,131,1,1.31,4.6,1.22,4.1,1,0,1,13,18,0,7,0.41935483870967744,0.0
Llodra M.,Witten J.,37,186,1,1.2,6.65,1.13,5.59,1,0,1,44,30,0,1,0.5945945945945946,0.0
Korolev E.,Schwank E.,77,50,1,1.42,3.36,1.35,3.04,1,0,1,2,10,1,7,0.16666666666666666,0.125
Becker B.,Sweeting R.,71,119,1,1.28,4.84,1.21,4.13,1,0,1,36,30,3,7,0.5454545454545454,0.3
Delgado R.,Gabashvili T.,143,84,0,2.45,1.69,2.22,1.63,0,1,-1,1,5,6,17,0.16666666666666666,0.2608695652173913
Gonzalez M.,Hewitt L.,159,26,0,25.0,1.03,14.34,1.02,0,1,-1,0,4,103,31,0.0,0.7686567164179104
Kohlschreiber P.,Starace P.,35,58,1,1.13,9.55,1.09,7.14,2,1,1,60,41,1,11,0.594059405940594,0.08333333333333333
Levine J.,Lopez F.,115,30,0,4.7,1.31,4.01,1.23,0,1,-1,10,13,87,52,0.43478260869565216,0.6258992805755396
Brown D.,Melzer J.,102,16,0,6.0,1.26,4.7,1.17,0,1,-1,18,23,38,32,0.43902439024390244,0.5428571428571428
Chela J.I.,Dent T.,51,97,0,3.6,1.37,3.23,1.32,0,3,-3,4,11,29,23,0.26666666666666666,0.5576923076923077
Hanescu V.,Kuznetsov A.,38,167,1,1.57,2.82,1.48,2.57,1,0,1,13,19,2,3,0.40625,0.4
Ball C.,Berankis R.,134,156,0,2.33,1.75,2.17,1.65,0,1,-1,0,2,5,19,0.0,0.20833333333333334
Istomin D.,Wawrinka S.,70,23,1,2.71,1.63,2.49,1.51,1,3,-2,35,32,34,33,0.5223880597014925,0.5074626865671642
Djokovic N.,Rochus O.,3,68,1,1.17,7.0,1.13,5.61,2,2,0,117,18,43,37,0.8666666666666667,0.5375
Luczak P.,Robredo T.,83,36,1,2.2,1.95,2.02,1.74,1,2,-1,4,4,30,24,0.5,0.5555555555555556
Falla A.,Federer R.,60,2,0,48.25,1.06,19.73,1.01,0,7,-7,16,24,187,26,0.4,0.8779342723004695
Anderson K.,Davydenko N.,95,5,0,3.22,1.47,2.95,1.38,1,1,0,47,29,9,19,0.618421052631579,0.32142857142857145
Bozoljac I.,Massu N.,152,99,1,1.38,3.92,1.31,3.34,1,0,1,3,6,6,11,0.3333333333333333,0.35294117647058826
Daniel M.,Ilhan M.,108,118,0,5.4,1.28,4.45,1.19,0,1,-1,1,6,4,7,0.14285714285714285,0.36363636363636365
