PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff
Anderson K.,Herbert P.H.,8,39,1,1.4,3.4,1.35,3.22,1,0,1
Giron M.,Lopez F.,155,54,0,4.5,1.27,4.1,1.24,0,1,-1
Bautista Agut R.,Gojowczyk P.,22,121,1,1.08,12.6,1.05,9.92,4,0,4
Bemelmans R.,Wawrinka S.,171,19,0,6.7,1.2,5.47,1.15,0,2,-2
Darcis S.,Zverev M.,221,213,1,1.71,2.35,1.65,2.24,1,0,1
Haase R.,Kovalik J.,76,165,1,1.29,4.33,1.25,3.99,1,0,1
Jaziri M.,Kudla D.,100,111,0,6.95,1.2,5.74,1.14,0,1,-1
Granollers M.,Sonego L.,105,46,1,2.4,1.77,2.18,1.69,1,1,0
Gunneswaran P.,Raonic M.,93,17,0,16.27,1.07,11.85,1.04,0,1,-1
Arnaboldi A.,Karlovic I.,219,80,0,4.34,1.29,4.05,1.24,0,1,-1
Carreno Busta P.,Popyrin A.,50,101,0,2.45,1.68,2.32,1.61,0,1,-1
Lorenzi P.,Medvedev D.,106,13,0,39.0,1.04,19.37,1.01,0,2,-2
Gulbis E.,Mayer L.,92,59,0,2.06,2.0,1.92,1.89,1,2,-1
Opelka R.,Stebe C.M.,63,518,1,1.17,6.8,1.14,5.92,2,0,2
Djokovic N.,Kohlschreiber P.,1,57,1,1.04,22.7,1.02,14.68,12,2,10
Anderson K.,Djokovic N.,8,21,0,5.6,1.25,4.95,1.19,1,9,-8
Djokovic N.,Nadal R.,21,1,1,2.05,1.95,1.97,1.87,29,27,2
Anderson K.,Isner J.,8,10,1,2.15,1.93,2.01,1.84,4,9,-5
Djokovic N.,Nishikori K.,21,28,1,1.17,6.95,1.14,6.11,19,2,17
Isner J.,Raonic M.,10,32,1,2.38,1.72,2.27,1.66,5,1,4
Del Potro J.M.,Nadal R.,4,1,0,3.35,1.43,3.18,1.37,5,11,-6
Anderson K.,Federer R.,8,2,1,12.6,1.1,9.1,1.07,1,6,-5
Del Potro J.M.,Simon G.,4,53,1,1.15,8.5,1.12,6.58,4,3,1
Anderson K.,Monfils G.,8,44,1,1.74,2.6,1.62,2.33,1,6,-5
Djokovic N.,Khachanov K.,21,40,1,1.15,7.83,1.12,6.43,8,1,7
Nadal R.,Vesely J.,1,93,1,1.1,12.18,1.07,9.05,2,0,2
Federer R.,Mannarino A.,2,26,1,1.04,24.55,1.02,16.15,7,0,7
Isner J.,Tsitsipas S.,10,35,1,1.53,2.85,1.5,2.65,2,6,-4
Gulbis E.,Nishikori K.,138,28,0,4.1,1.32,3.83,1.27,0,3,-3
McDonald M.,Raonic M.,103,32,0,9.31,1.12,7.48,1.1,2,1,1
Khachanov K.,Tiafoe F.,40,52,1,1.65,2.5,1.6,2.35,3,0,3
Kyrgios N.,Nishikori K.,18,28,0,1.49,3.25,1.41,2.96,0,4,-4
Del Potro J.M.,Paire B.,4,47,1,1.13,8.4,1.11,6.83,1,1,0
Ebden M.,Simon G.,51,53,0,1.73,2.36,1.65,2.26,2,1,1
Novak D.,Raonic M.,171,32,0,9.85,1.09,8.54,1.07,0,2,-2
Fognini F.,Vesely J.,16,93,0,1.6,2.65,1.54,2.5,3,2,1
Djokovic N.,Edmund K.,21,17,1,1.3,4.28,1.25,3.98,6,1,5
Gulbis E.,Zverev A.,138,3,1,5.77,1.19,5.24,1.16,1,1,0
De Minaur A.,Nadal R.,80,1,0,9.6,1.1,7.88,1.08,1,3,-2
Albot R.,Isner J.,98,10,0,6.61,1.18,5.54,1.15,1,3,-2
Fabbiano T.,Tsitsipas S.,133,35,0,3.2,1.43,3.02,1.39,1,1,0
Federer R.,Struff J.L.,2,64,1,1.03,24.75,1.02,16.2,4,0,4
McDonald M.,Pella G.,103,82,1,2.33,1.71,2.23,1.67,1,0,1
Anderson K.,Kohlschreiber P.,8,27,1,1.41,3.4,1.36,3.18,5,0,5
Monfils G.,Querrey S.,44,13,1,3.0,1.49,2.81,1.44,3,0,3
Fritz T.,Zverev A.,68,3,0,7.6,1.16,6.26,1.12,6,4,2
Mannarino A.,Medvedev D.,26,67,1,2.13,1.88,2.02,1.8,4,5,-1
Ebden M.,Robert S.,51,158,1,1.2,6.16,1.15,5.48,1,0,1
Bolelli S.,Fognini F.,154,16,0,2.69,1.6,2.49,1.54,1,2,-1
Kukushkin M.,Nadal R.,77,1,0,13.0,1.09,9.55,1.06,0,4,-4
Del Potro J.M.,Lopez F.,4,70,1,1.39,3.63,1.33,3.36,5,3,2
Djokovic N.,Zeballos H.,21,126,1,1.03,29.75,1.01,18.53,2,0,2
Berrettini M.,Simon G.,81,53,0,3.14,1.45,2.97,1.4,1,1,0
Edmund K.,Klahn B.,17,168,1,1.17,6.62,1.14,5.81,1,0,1
Haase R.,Kyrgios N.,43,18,0,6.02,1.2,5.32,1.16,0,2,-2
Schwartzman D.,Vesely J.,11,93,0,2.02,1.95,1.95,1.86,0,2,-2
Fabbiano T.,Wawrinka S.,133,224,1,3.7,1.35,3.49,1.31,1,0,1
Kohlschreiber P.,Muller G.,27,60,1,1.5,3.0,1.43,2.83,3,0,3
Nishikori K.,Tomic B.,28,184,1,1.54,2.93,1.47,2.72,2,2,0
Paire B.,Shapovalov D.,47,25,1,3.25,1.45,3.08,1.38,3,1,2
Anderson K.,Seppi A.,8,50,1,1.29,4.2,1.26,3.91,2,0,2
De Minaur A.,Herbert P.H.,80,72,1,1.89,2.1,1.82,2.01,2,1,1
Benneteau J.,Tiafoe F.,63,52,0,1.95,2.05,1.85,1.97,0,1,-1
Dzumhur D.,Gulbis E.,23,138,0,1.45,3.3,1.39,3.02,0,1,-1
Donaldson J.,Tsitsipas S.,54,35,0,2.4,1.7,2.29,1.63,1,2,-1
Baghdatis M.,Khachanov K.,95,40,0,4.23,1.3,3.89,1.26,0,1,-1
Bemelmans R.,Isner J.,104,10,0,4.55,1.28,4.09,1.24,0,2,-2
Cilic M.,Pella G.,5,82,0,1.05,20.0,1.03,14.07,1,2,-1
Jarry N.,McDonald M.,66,103,0,2.34,1.8,2.24,1.66,0,2,-2
Lorenzi P.,Monfils G.,86,44,0,11.5,1.08,9.42,1.06,0,4,-4
Albot R.,Bedene A.,98,71,1,3.4,1.42,3.1,1.38,2,0,2
Novak D.,Pouille L.,171,19,1,4.08,1.31,3.78,1.27,1,0,1
Karlovic I.,Struff J.L.,112,64,0,1.67,2.41,1.62,2.3,0,2,-2
Millman J.,Raonic M.,56,32,0,8.4,1.15,6.72,1.11,0,1,-1
Federer R.,Lacko L.,2,73,1,1.03,27.25,1.02,17.49,3,0,3
Querrey S.,Stakhovsky S.,13,109,1,1.22,5.24,1.18,4.94,4,1,3
Garcia-Lopez G.,Medvedev D.,65,67,0,3.5,1.4,3.14,1.36,0,1,-1
Harrison R.,Mannarino A.,59,26,0,2.99,1.52,2.77,1.45,1,2,-1
Duckworth J.,Zverev A.,748,3,0,16.75,1.06,12.43,1.03,0,1,-1
Basilashvili N.,Simon G.,74,53,0,3.5,1.37,3.3,1.34,2,3,-1
Benneteau J.,Fucsovics M.,63,49,1,1.67,2.45,1.61,2.34,1,0,1
Bolelli S.,Cuevas P.,154,76,1,1.67,2.44,1.62,2.31,1,0,1
Hurkacz H.,Tomic B.,122,184,0,3.56,1.37,3.31,1.33,0,1,-1
Bolt A.,Edmund K.,204,17,0,5.65,1.21,5.01,1.17,0,1,-1
Baghdatis M.,Thiem D.,95,7,1,6.75,1.16,6.04,1.13,1,0,1
Cecchinato M.,De Minaur A.,29,80,0,3.0,1.5,2.78,1.44,3,4,-1
Daniel T.,Fognini F.,87,16,0,4.0,1.33,3.59,1.29,0,2,-2
Ferrer D.,Khachanov K.,37,40,0,4.5,1.28,4.14,1.24,0,2,-2
Kukushkin M.,Pospisil V.,77,97,1,1.67,2.4,1.62,2.3,2,1,1
Andreozzi G.,Zeballos H.,105,126,0,2.2,1.79,2.13,1.73,0,1,-1
Chardy J.,Shapovalov D.,46,25,0,1.79,2.2,1.72,2.13,0,4,-4
Tiafoe F.,Verdasco F.,52,34,1,2.23,1.77,2.16,1.7,1,0,1
Harrison C.,Nishikori K.,198,28,0,10.5,1.12,8.21,1.08,0,1,-1
Mayer F.,Vesely J.,91,93,0,3.0,1.5,2.77,1.45,0,1,-1
Istomin D.,Kyrgios N.,92,18,0,7.3,1.15,6.19,1.13,0,2,-2
Klahn B.,Sugita Y.,168,69,1,3.5,1.43,3.28,1.34,1,0,1
Fritz T.,Sonego L.,68,121,1,1.31,4.16,1.26,3.92,5,2,3
Copil M.,Haase R.,94,43,0,2.65,1.7,2.49,1.54,1,1,0
Clarke J.,Gulbis E.,218,138,0,5.3,1.24,4.76,1.19,0,1,-1
Berrettini M.,Sock J.,81,15,1,2.3,1.75,2.18,1.69,1,0,1
Albot R.,Carreno Busta P.,98,12,1,3.14,1.44,3.0,1.39,1,1,0
Jung J.,Paire B.,155,47,0,4.5,1.56,2.86,1.43,0,1,-1
Delbonis F.,Lopez F.,88,70,0,8.0,1.13,6.84,1.1,0,3,-3
Basic M.,Schwartzman D.,78,11,0,3.0,1.5,2.82,1.43,0,1,-1
Nadal R.,Sela D.,1,127,1,1.04,21.77,1.02,15.11,3,0,3
Ebden M.,Goffin D.,51,9,1,2.95,1.51,2.76,1.45,1,3,-2
Djokovic N.,Sandgren T.,21,57,1,1.04,20.0,1.03,14.2,4,0,4
Herbert P.H.,Zverev M.,72,41,1,2.8,1.53,2.64,1.49,1,2,-1
Del Potro J.M.,Gojowczyk P.,4,39,1,1.15,8.05,1.11,6.58,1,0,1
Dzumhur D.,Marterer M.,23,48,1,1.75,2.31,1.68,2.19,1,1,0
Ramos-Vinolas A.,Robert S.,38,158,0,1.62,2.57,1.57,2.42,3,1,2
Dimitrov G.,Wawrinka S.,6,224,0,1.25,4.71,1.22,4.29,6,7,-1
Carballes Baena R.,Harrison R.,79,59,0,7.38,1.16,6.15,1.13,1,1,0
Elias G.,Garcia-Lopez G.,118,65,0,9.4,1.13,7.65,1.09,2,1,1
Anderson K.,Gombos N.,8,190,1,1.1,11.51,1.07,9.03,1,0,1
Seppi A.,Smith J.P.,50,211,1,1.53,3.15,1.47,2.68,1,0,1
Cilic M.,Nishioka Y.,5,256,1,1.04,21.0,1.02,14.87,2,0,2
Querrey S.,Thompson J.,13,101,1,1.17,6.87,1.14,5.86,2,0,2
Federer R.,Lajovic D.,2,58,1,1.03,29.92,1.02,17.56,2,0,2
Donaldson J.,Jaziri M.,54,61,1,1.53,2.72,1.5,2.58,1,0,1
Broady L.,Raonic M.,173,32,0,10.43,1.1,8.39,1.07,0,1,-1
Coric B.,Medvedev D.,20,67,0,1.27,4.55,1.23,4.22,3,3,0
Gasquet R.,Monfils G.,31,44,0,1.56,2.71,1.51,2.57,7,11,-4
Donskoy E.,Kohlschreiber P.,83,27,0,5.47,1.22,4.91,1.18,0,1,-1
Isner J.,Maden Y.,10,134,1,1.17,7.19,1.12,6.46,1,0,1
Novak D.,Polansky P.,171,110,1,1.63,2.6,1.54,2.48,1,0,1
Bonzi B.,Lacko L.,284,73,0,4.8,1.28,4.19,1.23,0,1,-1
Bedene A.,Norrie C.,71,75,1,1.55,2.9,1.49,2.63,1,0,1
Garin C.,Mannarino A.,167,26,0,4.5,1.29,4.06,1.25,0,2,-2
Djere L.,Lorenzi P.,90,86,0,2.55,1.89,2.06,1.78,4,1,3
Barrere G.,Tsitsipas S.,188,35,0,4.9,1.25,4.38,1.21,0,2,-2
Millman J.,Travaglia S.,56,137,1,1.53,3.06,1.47,2.7,1,0,1
Bhambri Y.,Fabbiano T.,85,133,0,2.8,1.56,2.63,1.49,0,1,-1
Jarry N.,Krajinovic F.,66,30,1,1.56,2.8,1.5,2.61,1,0,1
Kudla D.,Pouille L.,84,19,0,2.4,1.69,2.28,1.63,1,2,-1
Kubler J.,Pella G.,147,82,0,2.45,1.73,2.31,1.62,0,1,-1
Berankis R.,McDonald M.,96,103,0,2.75,1.65,2.47,1.55,0,1,-1
Karlovic I.,Youzhny M.,112,102,1,1.93,2.1,1.81,2.01,2,4,-2
Mmoh M.,Muller G.,119,60,0,4.02,1.32,3.7,1.28,0,1,-1
Mayer L.,Struff J.L.,36,64,0,1.54,2.69,1.51,2.58,2,2,0
Sousa J.,Stakhovsky S.,45,109,0,2.25,1.75,2.17,1.69,2,2,0
Bemelmans R.,Johnson S.,104,42,1,3.01,1.48,2.85,1.43,1,0,1
Cilic M.,Federer R.,6,5,0,4.75,1.26,4.33,1.23,1,10,-9
Cilic M.,Querrey S.,6,28,1,1.35,4.05,1.3,3.64,6,0,6
Berdych T.,Federer R.,15,5,0,8.5,1.15,6.85,1.12,5,18,-13
Federer R.,Raonic M.,5,7,1,1.23,5.45,1.2,4.7,12,3,9
Berdych T.,Djokovic N.,15,4,1,5.17,1.28,4.27,1.23,3,23,-20
Murray A.,Querrey S.,1,28,0,1.2,6.1,1.16,5.29,6,2,4
Cilic M.,Muller G.,6,26,1,1.25,5.35,1.2,4.63,4,0,4
Djokovic N.,Mannarino A.,4,51,1,1.05,21.0,1.03,12.89,5,0,5
Anderson K.,Querrey S.,42,28,0,1.84,2.26,1.77,2.07,9,8,1
Dimitrov G.,Federer R.,11,5,0,6.1,1.19,5.33,1.16,1,7,-6
Bautista Agut R.,Cilic M.,19,6,0,5.05,1.24,4.53,1.21,1,4,-3
Murray A.,Paire B.,1,46,1,1.14,8.25,1.11,6.9,3,1,2
Berdych T.,Thiem D.,15,8,1,1.91,2.1,1.83,1.98,2,0,2
Raonic M.,Zverev A.,7,12,1,1.91,2.1,1.81,2.01,2,1,1
Muller G.,Nadal R.,26,2,1,8.75,1.12,7.05,1.11,2,4,-2
Querrey S.,Tsonga J.W.,28,10,1,3.7,1.37,3.34,1.33,4,4,0
Berdych T.,Ferrer D.,15,39,1,1.21,5.45,1.19,4.73,8,6,2
Federer R.,Zverev M.,5,30,1,1.05,20.5,1.04,13.05,6,0,6
Donaldson J.,Thiem D.,67,8,0,8.25,1.16,6.44,1.12,0,2,-2
Ramos-Vinolas A.,Raonic M.,22,7,0,8.39,1.12,8.12,1.1,1,1,0
Djokovic N.,Gulbis E.,4,589,1,1.1,10.65,1.08,8.38,7,1,6
Dimitrov G.,Sela D.,11,90,1,1.07,15.0,1.05,10.36,5,0,5
Mannarino A.,Monfils G.,51,14,1,5.0,1.26,4.36,1.22,2,6,-4
Ofner S.,Zverev A.,216,12,0,16.17,1.08,11.68,1.04,0,4,-4
Janowicz J.,Paire B.,141,46,0,1.83,2.15,1.76,2.07,2,2,0
Bedene A.,Muller G.,58,26,0,3.3,1.42,3.08,1.38,1,3,-2
Cilic M.,Johnson S.,6,31,1,1.17,6.76,1.14,5.69,6,1,5
Khachanov K.,Nadal R.,34,2,0,13.0,1.08,9.52,1.06,0,7,-7
Anderson K.,Bemelmans R.,42,124,1,1.16,6.75,1.13,6.08,1,0,1
Fognini F.,Murray A.,29,1,0,9.75,1.12,7.63,1.09,4,3,1
Bautista Agut R.,Nishikori K.,19,9,1,3.4,1.44,3.09,1.38,1,0,1
Isner J.,Sela D.,21,90,0,1.21,6.0,1.18,5.01,4,1,3
Tiafoe F.,Zverev A.,64,12,0,9.5,1.11,7.93,1.08,1,7,-6
Baghdatis M.,Dimitrov G.,65,11,0,7.25,1.15,6.03,1.13,1,8,-7
Djokovic N.,Pavlasek A.,4,136,1,1.02,34.25,1.01,20.04,1,0,1
Federer R.,Lajovic D.,5,79,1,1.02,46.75,1.01,21.21,2,0,2
Edmund K.,Monfils G.,50,14,0,4.9,1.25,4.27,1.22,1,1,0
Del Potro J.M.,Gulbis E.,32,589,0,1.14,7.5,1.12,6.16,3,3,0
Darcis S.,Ferrer D.,61,39,0,3.15,1.45,2.97,1.4,0,3,-3
Simon G.,Thiem D.,36,8,0,5.05,1.25,4.26,1.23,2,9,-7
Donaldson J.,Lorenzi P.,67,33,1,1.67,2.51,1.58,2.38,1,0,1
Raonic M.,Youzhny M.,7,82,1,1.07,14.5,1.05,9.97,3,1,2
Berdych T.,Harrison R.,15,41,1,1.17,7.75,1.12,6.24,4,0,4
Kukushkin M.,Zverev M.,118,30,0,5.05,1.24,4.53,1.2,1,3,-2
Ofner S.,Sock J.,216,18,1,6.7,1.17,5.89,1.14,1,0,1
Ramos-Vinolas A.,Rublev A.,22,95,1,1.69,2.4,1.63,2.28,1,3,-2
Mannarino A.,Sugita Y.,51,44,1,2.05,1.95,1.97,1.83,3,1,2
Khachanov K.,Monteiro T.,34,100,1,1.12,8.75,1.1,6.97,4,0,4
Muller G.,Rosol L.,26,214,1,1.17,6.95,1.13,5.88,1,2,-1
Fognini F.,Vesely J.,29,48,1,1.74,2.45,1.62,2.3,3,2,1
Herbert P.H.,Paire B.,70,46,0,2.0,1.97,1.92,1.88,1,3,-2
Bolelli S.,Tsonga J.W.,312,10,0,9.75,1.1,7.74,1.09,0,4,-4
Anderson K.,Seppi A.,42,87,1,1.33,4.0,1.29,3.61,2,0,2
Nadal R.,Young D.,2,43,1,1.08,13.5,1.05,10.54,3,0,3
Cilic M.,Mayer F.,6,114,1,1.11,10.75,1.09,7.66,4,2,2
Bemelmans R.,Medvedev D.,124,49,1,6.85,1.17,5.74,1.14,1,0,1
Brown D.,Murray A.,97,1,0,10.5,1.12,7.91,1.08,0,2,-2
Janowicz J.,Pouille L.,141,16,1,3.55,1.41,3.11,1.37,1,1,0
Albot R.,Johnson S.,108,31,0,5.8,1.2,4.88,1.18,3,1,2
Nishikori K.,Stakhovsky S.,9,122,1,1.21,6.1,1.16,5.2,1,2,-1
Bedene A.,Dzumhur D.,58,83,1,1.4,3.5,1.35,3.21,1,0,1
Basilashvili N.,Querrey S.,54,28,0,5.25,1.23,4.67,1.19,0,2,-2
Bautista Agut R.,Gojowczyk P.,19,140,1,1.21,6.0,1.17,5.03,4,0,4
Lorenzi P.,Zeballos H.,33,52,1,2.3,1.76,2.16,1.7,1,0,1
Donaldson J.,Tipsarevic J.,67,63,1,3.8,1.37,3.45,1.31,1,0,1
Djokovic N.,Klizan M.,4,47,1,1.04,23.25,1.03,13.88,4,1,3
Garin C.,Sock J.,220,18,0,5.5,1.22,5.78,1.18,1,1,0
Berdych T.,Chardy J.,15,71,1,1.22,4.85,1.2,4.52,5,1,4
Haase R.,Tiafoe F.,38,64,0,1.52,2.95,1.47,2.65,0,1,-1
Escobedo E.,Pavlasek A.,74,136,0,1.45,3.15,1.42,2.88,0,1,-1
Ferrer D.,Gasquet R.,39,27,1,8.5,1.15,6.65,1.11,10,3,7
Daniel T.,Kukushkin M.,92,118,0,3.0,1.51,2.76,1.44,0,1,-1
Edmund K.,Ward A.,50,869,1,1.15,9.0,1.11,6.58,1,0,1
Del Potro J.M.,Kokkinakis T.,32,486,1,1.27,5.25,1.2,4.53,1,0,1
Albot R.,Bagnis F.,108,107,1,1.21,5.75,1.18,4.93,1,0,1
Lopez F.,Mannarino A.,25,51,0,1.24,5.6,1.2,4.57,2,2,0
Granollers M.,Sela D.,112,90,0,3.85,1.34,3.52,1.3,0,2,-2
Berankis R.,Darcis S.,196,61,0,3.05,1.5,2.79,1.43,0,1,-1
Rublev A.,Travaglia S.,95,155,1,1.26,4.7,1.22,4.26,1,0,1
Klein B.,Sugita Y.,232,44,0,5.8,1.2,4.95,1.18,0,1,-1
Bellucci T.,Ofner S.,55,216,0,1.51,3.15,1.44,2.78,0,1,-1
Pospisil V.,Thiem D.,73,8,0,3.2,1.48,2.85,1.42,0,2,-2
Tomic B.,Zverev M.,59,30,0,1.87,2.11,1.81,2.0,1,1,0
Estrella Burgos V.,Gulbis E.,96,589,0,2.25,1.77,2.13,1.71,0,1,-1
Lajovic D.,Tsitsipas S.,79,192,1,2.05,1.95,1.96,1.83,1,3,-2
Baghdatis M.,Ward J.,65,1085,1,1.26,5.0,1.23,4.19,2,0,2
Dimitrov G.,Schwartzman D.,11,37,1,1.09,12.0,1.07,8.73,3,2,1
Jarry N.,Simon G.,182,36,0,4.2,1.32,3.71,1.28,0,2,-2
Fritz T.,Isner J.,128,21,0,3.6,1.38,3.26,1.34,3,3,0
Donskoy E.,Zverev A.,98,12,0,11.75,1.09,8.55,1.07,0,2,-2
Mahut N.,Youzhny M.,78,82,0,1.59,2.65,1.53,2.51,0,4,-4
Brands D.,Monfils G.,215,14,0,8.25,1.14,6.74,1.11,3,2,1
Coric B.,Harrison R.,45,41,0,1.89,2.2,1.78,2.04,0,1,-1
Raonic M.,Struff J.L.,7,53,1,1.13,8.25,1.11,6.67,2,1,1
Ramos-Vinolas A.,Thompson J.,22,86,1,2.4,1.8,2.15,1.7,3,0,3
Dolgopolov O.,Federer R.,84,5,0,32.75,1.03,18.65,1.01,0,5,-5
Fognini F.,Tursunov D.,29,715,1,1.14,7.05,1.11,6.4,1,1,0
Millman J.,Nadal R.,137,2,0,15.75,1.06,11.7,1.04,0,2,-2
Norrie C.,Tsonga J.W.,221,10,0,22.0,1.04,13.43,1.03,0,1,-1
Bublik A.,Murray A.,135,1,0,15.0,1.06,11.86,1.04,2,3,-1
Cecchinato M.,Nishikori K.,102,9,0,17.0,1.06,11.76,1.04,0,1,-1
Cilic M.,Kohlschreiber P.,6,60,1,1.18,6.45,1.16,5.28,4,8,-4
Dzumhur D.,Olivo R.,83,89,1,1.38,3.55,1.33,3.28,1,0,1
Bautista Agut R.,Haider-Maurer A.,19,1039,1,1.04,22.25,1.03,13.21,1,0,1
Fucsovics M.,Muller G.,109,26,0,7.25,1.15,5.96,1.13,0,1,-1
Fabbiano T.,Querrey S.,91,28,0,6.25,1.2,4.97,1.18,0,2,-2
Johnson S.,Kicker N.,31,94,1,1.05,16.0,1.03,12.55,1,0,1
Basilashvili N.,Berlocq C.,54,80,1,1.56,2.62,1.52,2.53,1,0,1
Mayer F.,Troicki V.,114,40,1,1.61,2.6,1.55,2.44,4,1,3
Herbert P.H.,Kyrgios N.,70,20,1,6.6,1.17,5.46,1.15,1,1,0
Jaziri M.,Pouille L.,77,16,0,9.75,1.1,7.9,1.08,0,1,-1
Gombos N.,Seppi A.,93,87,0,5.0,1.24,4.56,1.2,0,1,-1
Benneteau J.,Stakhovsky S.,81,122,0,2.22,1.82,2.09,1.74,1,3,-2
Laaksonen H.,Rosol L.,104,214,0,3.75,1.33,3.56,1.29,0,1,-1
Bemelmans R.,Haas T.,124,258,1,3.0,1.46,2.86,1.42,1,0,1
Medvedev D.,Wawrinka S.,49,3,1,3.48,1.43,3.18,1.35,3,2,1
Copil M.,Gojowczyk P.,85,140,0,2.06,1.95,1.93,1.87,0,2,-2
Brown D.,Sousa J.,97,62,1,1.49,3.0,1.42,2.86,1,1,0
Monteiro T.,Whittington A.,100,210,1,4.33,1.29,4.09,1.24,1,0,1
Janowicz J.,Shapovalov D.,141,164,1,1.95,2.16,1.8,2.01,1,0,1
Bolelli S.,Lu Y.H.,312,75,1,1.42,3.35,1.37,3.08,1,1,0
Dutra Silva R.,Paire B.,473,46,0,6.95,1.17,5.47,1.15,0,1,-1
Anderson K.,Verdasco F.,42,35,1,1.62,2.6,1.56,2.44,4,5,-1
Istomin D.,Young D.,72,43,0,2.46,1.74,2.25,1.64,2,2,0
Marchenko I.,Vesely J.,117,48,0,2.75,1.54,2.58,1.5,0,1,-1
Khachanov K.,Kuznetsov An.,34,76,1,1.53,2.85,1.47,2.68,2,0,2
Bedene A.,Karlovic I.,58,23,1,3.0,1.49,2.75,1.44,4,1,3
Murray A.,Raonic M.,2,7,1,4.36,1.3,3.97,1.26,11,5,6
Berdych T.,Murray A.,9,2,0,7.5,1.17,6.55,1.12,6,11,-5
Federer R.,Raonic M.,3,7,0,1.62,2.66,1.54,2.5,12,3,9
Berdych T.,Pouille L.,9,30,1,1.28,4.5,1.24,4.07,1,0,1
Querrey S.,Raonic M.,41,7,0,4.0,1.35,3.63,1.29,3,5,-2
Cilic M.,Federer R.,13,3,0,4.1,1.33,3.69,1.28,1,10,-9
Murray A.,Tsonga J.W.,2,12,1,1.13,8.01,1.1,6.94,13,2,11
Berdych T.,Vesely J.,9,64,1,1.3,4.8,1.21,4.32,4,0,4
Federer R.,Johnson S.,3,29,1,1.17,6.79,1.14,5.62,3,0,3
Kyrgios N.,Murray A.,18,2,0,5.93,1.19,5.27,1.16,1,6,-5
Mahut N.,Querrey S.,51,41,0,1.7,2.37,1.64,2.25,2,1,1
Gasquet R.,Tsonga J.W.,10,12,0,1.86,2.23,1.77,2.04,4,5,-1
Cilic M.,Nishikori K.,13,6,1,2.25,1.78,2.12,1.72,6,10,-4
Goffin D.,Raonic M.,11,7,0,5.14,1.23,4.78,1.18,2,3,-1
Pouille L.,Tomic B.,30,19,1,3.5,1.39,3.26,1.34,1,0,1
Sousa J.,Vesely J.,31,64,0,3.06,1.45,2.85,1.41,0,1,-1
Gasquet R.,Ramos-Vinolas A.,10,36,1,1.28,7.25,1.12,6.32,2,0,2
Berdych T.,Zverev A.,9,28,1,1.48,3.1,1.42,2.86,3,2,1
Kyrgios N.,Lopez F.,18,21,1,1.4,3.51,1.34,3.22,3,2,1
Del Potro J.M.,Pouille L.,165,30,0,1.22,5.25,1.18,4.78,0,1,-1
Isner J.,Tsonga J.W.,17,12,0,2.26,1.8,2.12,1.72,2,2,0
Bautista Agut R.,Tomic B.,15,19,0,1.87,2.21,1.79,1.99,3,1,2
Cilic M.,Lacko L.,13,123,1,1.12,8.01,1.1,6.93,2,0,2
Millman J.,Murray A.,67,2,0,28.25,1.03,18.12,1.01,0,2,-2
Kuznetsov An.,Nishikori K.,42,6,0,5.25,1.24,4.65,1.19,0,3,-3
Raonic M.,Sock J.,7,26,1,1.18,6.0,1.15,5.34,8,4,4
Goffin D.,Istomin D.,11,116,1,1.19,5.75,1.17,5.04,1,0,1
Herbert P.H.,Mahut N.,81,51,0,3.55,1.39,3.28,1.33,0,1,-1
Dimitrov G.,Johnson S.,37,29,0,1.83,2.27,1.69,2.15,6,3,3
Djokovic N.,Querrey S.,1,41,0,1.02,39.75,1.01,20.78,7,2,5
Youzhny M.,Zverev A.,70,28,0,4.85,1.26,4.28,1.21,0,3,-3
Brown D.,Kyrgios N.,85,18,0,9.35,1.1,7.81,1.08,0,1,-1
Fognini F.,Lopez F.,35,21,0,4.14,1.3,3.86,1.25,1,3,-2
Evans D.,Federer R.,91,3,0,18.75,1.04,14.82,1.03,0,4,-4
Becker B.,Berdych T.,102,9,0,9.35,1.14,7.49,1.08,1,6,-5
Monaco J.,Tsonga J.W.,97,12,0,6.5,1.18,5.52,1.14,0,5,-5
Pouille L.,Young D.,30,69,1,1.85,2.23,1.72,2.1,1,2,-1
Barton M.,Isner J.,248,17,0,11.8,1.09,9.16,1.06,0,1,-1
Del Potro J.M.,Wawrinka S.,165,5,1,3.0,1.53,2.66,1.47,4,3,1
Chardy J.,Johnson S.,34,29,0,2.5,1.63,2.41,1.56,0,1,-1
Baghdatis M.,Isner J.,40,17,0,3.25,1.44,3.0,1.38,0,8,-8
Almagro N.,Istomin D.,47,116,0,3.1,1.45,2.89,1.4,0,6,-6
Thiem D.,Vesely J.,8,64,0,1.15,7.0,1.12,6.08,2,1,1
Bautista Agut R.,Kukushkin M.,15,57,1,1.17,6.87,1.12,6.07,4,1,3
Gasquet R.,Granollers M.,10,340,1,1.1,9.87,1.08,8.01,4,0,4
Novikov D.,Sousa J.,145,31,0,2.8,1.52,2.68,1.46,0,1,-1
Albot R.,Tomic B.,110,19,0,9.0,1.12,7.38,1.09,0,1,-1
Dimitrov G.,Simon G.,37,20,1,2.05,1.92,1.95,1.83,4,4,0
Benneteau J.,Nishikori K.,547,6,0,9.0,1.13,7.24,1.09,1,4,-3
