PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff
Andreev I.,Soderling R.,42,37,1,,,,,2,1,1
Arthurs W.,Volandri F.,85,32,1,,,,,2,1,1
Koubek S.,Udomchoke D.,78,161,0,,,,,0,1,-1
Carlsen K.,Hanescu V.,50,60,0,,,,,0,1,-1
Clement A.,Lu Y.H.,121,153,0,,,,,0,1,-1
Henman T.,Nieminen J.,9,70,1,,,,,1,0,1
Malisse X.,Marray J.,51,272,1,,,,,1,0,1
Bastl G.,Murray A.,146,312,0,,,,,0,2,-2
Gonzalez F.,Mackin A.,24,218,1,,,,,1,0,1
Burgsmuller L.,Puerta M.,91,11,1,,,,,1,1,0
Safin M.,Srichaphan P.,5,45,1,,,,,3,1,2
Delgado J.,Ferrero J.C.,212,31,0,,,,,0,1,-1
Beck K.,Philippoussis M.,43,142,0,,,,,0,1,-1
Davydenko N.,Draper S.,7,787,1,,,,,1,0,1
Hewitt L.,Rochus C.,2,47,1,,,,,2,0,2
Mello R.,Sherwood D.,54,261,0,,,,,0,1,-1
Federer R.,Mathieu P.,1,58,1,,,,,2,0,2
Hrbaty D.,Saulnier C.,25,48,1,,,,,2,3,-1
Minar I.,Tabara M.,99,109,1,,,,,1,0,1
Acasuso J.,Zib T.,46,62,0,,,,,1,1,0
Johansson J.,Montanes A.,10,82,1,,,,,1,0,1
Garcia A.,Gimelstob J.,169,123,0,,,,,0,1,-1
Robredo T.,Verdasco F.,14,59,0,,,,,6,5,1
Di Mauro A.,Goodall J.,93,313,1,,,,,1,0,1
Ancic M.,Summerer T.,17,178,1,,,,,1,0,1
Mayer F.,Ventura S.,57,110,1,,,,,1,1,0
Hernandez O.,Lisnard J.R.,80,98,0,,,,,1,1,0
Martin A.,Rusedski G.,52,40,0,,,,,0,1,-1
Berdych T.,Dupuis A.,49,116,1,,,,,1,0,1
Blake J.,Hernych J.,102,66,0,,,,,0,1,-1
Bjorkman J.,Morrison J.,97,107,1,,,,,2,0,2
Lopez F.,Phau B.,33,103,1,,,,,1,0,1
Benneteau J.,Kiefer N.,126,26,0,,,,,0,2,-2
Dent T.,Norman D.,30,105,1,,,,,1,0,1
Massu N.,Sargsian S.,29,92,1,,,,,3,1,2
Bogdanovic A.,Kim K.,195,71,0,,,,,0,1,-1
Baghdatis M.,Youzhny M.,90,34,0,,,,,5,4,1
Enqvist T.,Lee H.T.,131,67,0,,,,,1,2,-1
Monfils G.,Okun N.,83,154,1,,,,,1,0,1
Federer R.,Roddick A.,1,2,1,,,,,21,3,18
Federer R.,Grosjean S.,1,13,1,,,,,3,2,1
Ancic M.,Roddick A.,63,2,0,,,,,0,3,-3
Roddick A.,Schalken S.,2,23,1,,,,,5,1,4
Grosjean S.,Mayer F.,13,66,1,,,,,3,0,3
Ancic M.,Henman T.,63,6,1,,,,,2,1,1
Federer R.,Hewitt L.,1,10,1,,,,,17,6,11
Johansson J.,Mayer F.,43,66,0,,,,,0,1,-1
Schalken S.,Spadea V.,23,30,1,,,,,2,0,2
Hewitt L.,Moya C.,10,7,1,,,,,6,5,1
Henman T.,Philippoussis M.,6,17,1,,,,,2,1,1
Ginepri R.,Grosjean S.,34,13,0,,,,,2,4,-2
Federer R.,Karlovic I.,1,62,1,,,,,13,1,12
Popp A.,Roddick A.,90,2,0,,,,,0,1,-1
Ancic M.,Malisse X.,63,51,1,,,,,2,1,1
Ferreira W.,Mayer F.,82,66,0,,,,,0,1,-1
Gonzalez F.,Philippoussis M.,26,17,0,,,,,2,2,0
Karlovic I.,Lopez F.,62,22,1,,,,,7,4,3
Enqvist T.,Schalken S.,57,23,0,,,,,2,2,0
Beck K.,Malisse X.,71,51,0,,,,,0,3,-3
Schuettler R.,Spadea V.,8,30,0,,,,,1,2,-1
Carlsen K.,Popp A.,103,90,0,,,,,0,1,-1
Federer R.,Johansson T.,1,123,1,,,,,8,0,8
Ancic M.,Hrbaty D.,63,25,1,,,,,5,1,4
Dent T.,Roddick A.,31,2,0,,,,,1,4,-3
Arazi H.,Henman T.,39,6,0,,,,,1,6,-5
Bjorkman J.,Johansson J.,27,43,0,,,,,0,1,-1
Beck K.,Robredo T.,71,19,1,,,,,1,1,0
Mantilla F.,Spadea V.,127,30,0,,,,,0,1,-1
Hewitt L.,Ivanisevic G.,10,415,1,,,,,3,0,3
Gambill J.M.,Grosjean S.,84,13,0,,,,,0,5,-5
Ferrero J.C.,Ginepri R.,5,34,0,,,,,0,2,-2
Henman T.,Heuberger I.,6,137,1,,,,,1,0,1
Carlsen K.,Pavel A.,103,21,1,,,,,1,1,0
Montanes A.,Popp A.,78,90,0,,,,,0,1,-1
Hilton M.,Hrbaty D.,479,25,0,,,,,0,1,-1
Ferreira W.,Kucera K.,82,76,1,,,,,2,1,1
Moya C.,Tursunov D.,7,70,1,,,,,1,1,0
Dent T.,Pescosolido S.,31,143,1,,,,,1,0,1
Peya A.,Roddick A.,128,2,0,,,,,0,2,-2
Martin T.,Schalken S.,72,23,0,,,,,1,2,-1
Haas T.,Malisse X.,100,51,0,,,,,8,4,4
Coria G.,Mayer F.,3,66,0,,,,,0,2,-2
Elseneer G.,Karlovic I.,99,62,0,,,,,0,1,-1
Arazi H.,Ferrer D.,39,49,1,,,,,1,2,-1
Philippoussis M.,Verkerk M.,17,56,1,,,,,2,1,1
Chela J.I.,Enqvist T.,18,57,0,,,,,2,1,1
Rusedski G.,Schuettler R.,165,8,0,,,,,1,1,0
Ancic M.,Benneteau J.,63,80,1,,,,,3,0,3
Andreev I.,Gonzalez F.,64,26,0,,,,,2,3,-1
Rusedski G.,Sanguinetti D.,165,112,1,,,,,1,0,1
Hewitt L.,Labadze I.,10,45,1,,,,,1,0,1
Johansson T.,Santoro F.,123,53,1,,,,,3,3,0
Falla A.,Federer R.,138,1,0,,,,,0,7,-7
Bjorkman J.,Lu Y.H.,27,101,1,,,,,1,0,1
Gonzalez F.,Vassallo-Arguello M.,26,108,1,,,,,1,0,1
Delgado R.,Dent T.,200,31,0,,,,,0,1,-1
Reid T.,Spadea V.,134,30,0,,,,,0,2,-2
Massu N.,Popp A.,12,90,0,,,,,0,1,-1
Robredo T.,Starace P.,19,131,1,,,,,5,1,4
Childs L.,Schalken S.,251,23,0,,,,,0,1,-1
Costa A.,Hilton M.,55,479,0,,,,,0,1,-1
Hrbaty D.,Sanchez D.,25,54,1,,,,,1,1,0
Roddick A.,Wang Y.T.,2,181,1,,,,,1,0,1
Benneteau J.,Berdych T.,80,65,1,,,,,2,3,-1
Pavel A.,Ram A.,21,364,1,,,,,1,0,1
Burgsmuller L.,Chela J.I.,94,18,0,,,,,0,2,-2
Fish M.,Johansson J.,20,43,0,,,,,2,2,0
Bracciali D.,Gambill J.M.,218,84,0,,,,,0,1,-1
Carraz G.,Grosjean S.,69,13,0,,,,,1,1,0
Andreev I.,van Lottum J.,64,115,1,,,,,1,0,1
Ginepri R.,Verdasco F.,34,40,1,,,,,2,2,0
Mantilla F.,Pless K.,127,634,1,,,,,1,0,1
Ancic M.,Horna L.,63,36,1,,,,,2,0,2
Moya C.,Stepanek R.,7,67,1,,,,,3,1,2
Blanco G.,Enqvist T.,102,57,0,,,,,0,1,-1
Ferrer D.,Hanescu V.,49,75,1,,,,,4,0,4
Ferrero J.C.,Koubek S.,5,95,1,,,,,5,3,2
Lopez F.,Saulnier C.,22,83,1,,,,,1,0,1
Sargsian S.,Tursunov D.,48,70,0,,,,,0,1,-1
Pescosolido S.,van Scheppingen D.,143,87,1,,,,,1,0,1
Dupuis A.,Haas T.,92,100,0,,,,,1,1,0
Beck K.,Marray J.,71,238,1,,,,,1,0,1
Canas G.,Martin T.,73,72,0,,,,,0,1,-1
Coria G.,Moodie W.,3,106,1,,,,,1,0,1
Ivanisevic G.,Volandri F.,415,52,1,,,,,1,0,1
Schuettler R.,Soderling R.,8,37,1,,,,,2,3,-1
Carlsen K.,Gasquet R.,103,105,1,,,,,1,0,1
Bloomfield R.,Lopez F.,529,22,0,,,,,0,1,-1
Malisse X.,Novak J.,51,16,1,,,,,2,3,-1
Philippoussis M.,Rochus C.,17,122,1,,,,,3,0,3
Peya A.,Salzenstein J.,128,109,1,,,,,1,0,1
Montanes A.,Ulihrach B.,78,116,1,,,,,1,0,1
Arazi H.,Sa A.,39,255,1,,,,,1,0,1
Fish M.,Navarro-Pastor I.,20,228,1,,,,,3,0,3
Hernandez O.,Kucera K.,88,76,0,,,,,0,1,-1
Arthurs W.,Mayer F.,96,66,0,,,,,0,2,-2
Clement A.,Johansson J.,47,43,0,,,,,1,1,0
Gambill J.M.,Mirnyi M.,84,28,1,,,,,2,1,1
Lopez M.,Sargsian S.,120,48,0,,,,,0,1,-1
Henman T.,Ramirez-Hidalgo R.,6,89,1,,,,,1,0,1
Ferreira W.,Ljubicic I.,82,29,1,,,,,4,1,3
Lu Y.H.,Vacek J.,101,133,1,,,,,1,0,1
Davydenko N.,Verkerk M.,59,56,0,,,,,2,1,1
Heuberger I.,Saretta F.,137,68,1,,,,,1,0,1
Llodra M.,Saulnier C.,50,83,0,,,,,0,1,-1
Safin M.,Tursunov D.,15,70,0,,,,,0,2,-2
Moya C.,Patience O.,7,93,1,,,,,2,0,2
Labadze I.,Vliegen K.,45,107,1,,,,,1,0,1
Bjorkman J.,Sluiter R.,27,79,1,,,,,2,0,2
Bogdanovic A.,Federer R.,295,1,0,,,,,0,1,-1
Carraz G.,Rochus O.,69,74,1,,,,,1,1,0
Ascione T.,Grosjean S.,86,13,0,,,,,0,2,-2
Hewitt L.,Melzer J.,10,42,1,,,,,7,0,7
Verdasco F.,Weiner G.,40,141,1,,,,,2,0,2
Ivanisevic G.,Youzhny M.,415,35,1,,,,,2,0,2
Boutter J.,Ferrero J.C.,488,5,0,,,,,0,5,-5
Elseneer G.,Parmar A.,99,162,1,,,,,1,0,1
Acasuso J.,Koubek S.,97,95,0,,,,,0,2,-2
Martin A.,Santoro F.,61,53,0,,,,,1,2,-1
Karlovic I.,Srichaphan P.,62,14,1,,,,,1,1,0
Delgado J.,Volandri F.,301,52,0,,,,,0,1,-1
Falla A.,Knowle J.,138,209,1,,,,,1,0,1
Ginepri R.,Tipsarevic J.,34,136,1,,,,,2,1,1
Corretja A.,Stepanek R.,85,67,0,,,,,1,1,0
Bracciali D.,Hernych J.,218,118,1,,,,,2,0,2
Johansson T.,Kiefer N.,123,33,1,,,,,2,1,1
Federer R.,Philippoussis M.,5,48,1,,,,,2,1,1
Grosjean S.,Philippoussis M.,14,48,0,,,,,3,2,1
Federer R.,Roddick A.,5,6,1,,,,,21,3,18
Grosjean S.,Henman T.,14,29,1,,,,,3,3,0
Federer R.,Schalken S.,5,12,1,,,,,4,1,3
Bjorkman J.,Roddick A.,79,6,0,,,,,2,3,-1
Philippoussis M.,Popp A.,48,198,1,,,,,1,0,1
Ferrero J.C.,Grosjean S.,3,14,0,,,,,3,1,2
Federer R.,Lopez F.,5,52,1,,,,,13,0,13
Schalken S.,Schuettler R.,12,8,1,,,,,3,2,1
Popp A.,Rochus O.,198,65,1,,,,,1,0,1
Bjorkman J.,Mirnyi M.,79,43,1,,,,,10,1,9
Roddick A.,Srichaphan P.,6,11,1,,,,,7,1,6
Henman T.,Nalbandian D.,29,9,1,,,,,1,5,-4
Agassi A.,Philippoussis M.,1,48,0,,,,,4,1,3
Ferrero J.C.,Sargsian S.,3,62,1,,,,,3,0,3
Henman T.,Soderling R.,29,152,1,,,,,2,0,2
Novak J.,Popp A.,10,198,0,,,,,0,1,-1
Nieminen J.,Rochus O.,32,65,0,,,,,3,7,-4
Grosjean S.,Moodie W.,14,150,1,,,,,1,2,-1
Agassi A.,El Aynaoui Y.,1,22,1,,,,,3,0,3
Philippoussis M.,Stepanek R.,48,38,1,,,,,1,0,1
Kucera K.,Nalbandian D.,46,9,0,,,,,0,2,-2
Bjorkman J.,Gimelstob J.,79,96,1,,,,,2,1,1
Lopez F.,Saretta F.,52,60,1,,,,,1,0,1
Hanescu V.,Schalken S.,99,12,0,,,,,0,1,-1
Nadal R.,Srichaphan P.,76,11,0,,,,,0,1,-1
Robredo T.,Roddick A.,21,6,0,,,,,0,10,-10
Federer R.,Fish M.,5,45,1,,,,,9,1,8
Karlovic I.,Mirnyi M.,203,43,0,,,,,3,1,2
Martin T.,Schuettler R.,102,8,0,,,,,0,2,-2
Nalbandian D.,Sa A.,9,84,1,,,,,1,0,1
Philippoussis M.,Saulnier C.,48,124,1,,,,,2,1,1
Henman T.,Llodra M.,29,136,1,,,,,3,0,3
Draper S.,Stepanek R.,115,38,0,,,,,0,1,-1
Agassi A.,Burgsmuller L.,1,88,1,,,,,1,0,1
Kucera K.,Suzuki T.,46,303,1,,,,,2,0,2
Blake J.,Sargsian S.,27,62,0,,,,,1,2,-1
Ferrer D.,Novak J.,64,10,0,,,,,2,2,0
Escude N.,Ferrero J.C.,61,3,0,,,,,1,2,-1
Arthurs W.,Grosjean S.,77,14,0,,,,,0,2,-2
El Aynaoui Y.,Massu N.,22,80,1,,,,,3,1,2
Galvani S.,Nieminen J.,159,32,0,,,,,0,1,-1
Elseneer G.,Soderling R.,160,152,0,,,,,0,1,-1
Moodie W.,Niemeyer F.,150,308,1,,,,,1,0,1
Popp A.,Sluiter R.,198,67,1,,,,,1,0,1
Dupuis A.,Rochus O.,74,65,0,,,,,0,2,-2
Lopez F.,Youzhny M.,52,25,1,,,,,5,3,2
Calleri A.,Saretta F.,18,60,0,,,,,0,1,-1
Clement A.,Gimelstob J.,30,96,0,,,,,0,1,-1
Lapentti N.,Schalken S.,47,12,0,,,,,0,4,-4
Mutis O.,Srichaphan P.,78,11,0,,,,,0,1,-1
Robredo T.,Vahaly B.,21,81,1,,,,,1,1,0
Childs L.,Nadal R.,489,76,0,,,,,0,1,-1
Santoro F.,Schuettler R.,49,8,0,,,,,2,2,0
Fish M.,Gambill J.M.,45,42,1,,,,,2,3,-1
Burgsmuller L.,Montanes A.,88,109,1,,,,,1,0,1
Kuerten G.,Martin T.,13,102,0,,,,,1,1,0
Chela J.I.,Hanescu V.,34,99,0,,,,,0,4,-4
Federer R.,Koubek S.,5,70,1,,,,,4,1,3
Roddick A.,Rusedski G.,6,51,1,,,,,6,1,5
Baccanello P.,Karlovic I.,204,203,0,,,,,0,1,-1
Bjorkman J.,Melzer J.,79,100,1,,,,,1,0,1
Ljubicic I.,Mirnyi M.,39,43,0,,,,,0,2,-2
Enqvist T.,Grosjean S.,106,14,0,,,,,3,1,2
Horna L.,Novak J.,114,10,0,,,,,0,1,-1
Soderling R.,Verkerk M.,152,16,1,,,,,1,0,1
Mantilla F.,Niemeyer F.,17,308,0,,,,,0,1,-1
Agassi A.,Delgado J.,1,458,1,,,,,2,0,2
Philippoussis M.,Zabaleta M.,48,40,1,,,,,2,0,2
Llodra M.,Sanchez D.,136,58,1,,,,,1,0,1
Elseneer G.,Kiefer N.,160,72,1,,,,,1,0,1
Draper S.,Mathieu P.H.,115,56,1,,,,,1,1,0
Henman T.,Zib T.,29,154,1,,,,,2,1,1
Ferrer D.,Lee M.,64,332,1,,,,,1,0,1
Nieminen J.,Verdasco F.,32,121,1,,,,,3,5,-2
Kafelnikov Y.,Sluiter R.,23,67,0,,,,,0,1,-1
Clement A.,Ginepri R.,30,54,1,,,,,2,0,2
Moodie W.,Rosset M.,150,104,1,,,,,1,0,1
Mertinak M.,Stepanek R.,327,38,0,,,,,0,1,-1
Ferreira W.,Kucera K.,24,46,0,,,,,2,1,1
Boutter J.,Galvani S.,95,159,0,,,,,0,1,-1
Blake J.,Larkham T.,27,186,1,,,,,1,0,1
Ferrero J.C.,Lisnard J.R.,3,94,1,,,,,2,0,2
Bogdanovic A.,Sargsian S.,305,62,0,,,,,0,1,-1
Krajan Z.,Massu N.,120,80,0,,,,,0,2,-2
El Aynaoui Y.,Hilton M.,22,382,1,,,,,1,0,1
Malisse X.,Saulnier C.,31,124,0,,,,,1,1,0
Norman D.,Suzuki T.,112,303,0,,,,,0,1,-1
Arthurs W.,Martin A.,77,63,1,,,,,1,0,1
Economidis K.,Escude N.,280,61,0,,,,,0,1,-1
Nalbandian D.,Voltchkov V.,9,59,1,,,,,1,0,1
Arazi H.,Popp A.,90,198,0,,,,,0,1,-1
Coria G.,Rochus O.,7,65,0,,,,,0,3,-3
Bloomfield R.,Dupuis A.,413,74,0,,,,,0,1,-1
Puerta M.,Sa A.,87,84,0,,,,,0,1,-1
Federer R.,Lee H.T.,5,55,1,,,,,2,0,2
Gambill J.M.,Kunitsyn I.,42,146,1,,,,,1,0,1
Vahaly B.,Volandri F.,81,69,1,,,,,1,0,1
Parmar A.,Schalken S.,209,12,0,,,,,0,1,-1
Behrend T.,Chela J.I.,98,34,0,,,,,0,3,-3
Gonzalez F.,Melzer J.,15,100,0,,,,,2,2,0
Gimelstob J.,Labadze I.,96,103,1,,,,,1,1,0
Beck K.,Youzhny M.,75,25,0,,,,,0,5,-5
Mackin A.,Saretta F.,356,60,0,,,,,0,1,-1
Mirnyi M.,Spadea V.,43,33,1,,,,,1,0,1
Kendrick R.,Lopez F.,130,52,0,,,,,1,3,-2
Roddick A.,Sanguinetti D.,6,91,1,,,,,2,1,1
Hanescu V.,Portas A.,99,85,1,,,,,1,0,1
Bjorkman J.,Luxa P.,79,253,1,,,,,1,0,1
Rusedski G.,Waske A.,51,116,1,,,,,1,0,1
Kuerten G.,van Lottum J.,13,89,1,,,,,2,0,2
Calleri A.,Voinea A.,18,113,1,,,,,1,0,1
Carlsen K.,Lapentti N.,83,47,0,,,,,1,1,0
Koubek S.,Rochus C.,70,92,1,,,,,3,1,2
Fish M.,Gaudio G.,45,26,1,,,,,1,2,-1
Acasuso J.,Robredo T.,53,21,0,,,,,5,5,0
Dent T.,Ljubicic I.,37,39,0,,,,,2,2,0
Kratochvil M.,Schuettler R.,101,8,0,,,,,0,3,-3
Ancic M.,Nadal R.,68,76,0,,,,,1,4,-3
Hewitt L.,Karlovic I.,2,203,0,,,,,2,4,-2
Baccanello P.,Heuberger I.,204,137,1,,,,,1,0,1
Mutis O.,Squillari F.,78,86,1,,,,,1,0,1
Martin T.,Vicente F.,102,57,1,,,,,3,1,2
Hrbaty D.,Srichaphan P.,66,11,0,,,,,3,3,0
Childs L.,Davydenko N.,489,35,1,,,,,1,0,1
Santoro F.,Vinciguerra A.,49,107,1,,,,,1,0,1
Ancic M.,Federer R.,154,9,1,,,,,1,6,-5
Vahaly B.,Youzhny M.,143,61,0,,,,,0,1,-1
Enqvist T.,Parmar A.,26,163,1,,,,,1,0,1
Arthurs W.,Russell M.,89,161,1,,,,,2,0,2
Agassi A.,Levy H.,4,326,1,,,,,1,0,1
Lee M.,Sampras P.,116,13,0,,,,,0,1,-1
Blake J.,Zabaleta M.,34,44,1,,,,,2,2,0
Ferrero J.C.,Godwin N.,8,107,1,,,,,1,0,1
Ferreira W.,Portas A.,51,68,1,,,,,1,0,1
Bogdanovic A.,Escude N.,491,33,0,,,,,0,1,-1
Dent T.,Mirnyi M.,109,29,1,,,,,2,2,0
Cowan B.,Savolt A.,251,69,1,,,,,1,0,1
Meligeni F.,Novak J.,60,12,0,,,,,0,3,-3
Carlsen K.,Pavel A.,81,21,0,,,,,1,1,0
Boutter J.,Philippoussis M.,50,104,0,,,,,1,2,-1
Balcells J.,Kiefer N.,125,54,0,,,,,1,1,0
Beck K.,Simoni A.,210,121,1,,,,,1,0,1
Hipfl M.,Thomann N.,88,237,0,,,,,0,1,-1
Brasington J.,Srichaphan P.,136,67,0,,,,,0,1,-1
Larsson M.,Spadea V.,131,72,0,,,,,0,1,-1
Gaudio G.,Youzhny M.,28,61,0,,,,,2,2,0
Canas G.,Lopez F.,17,103,0,,,,,1,2,-1
Ferreira W.,Ljubicic I.,51,36,1,,,,,4,1,3
Bastl G.,Sampras P.,145,13,1,,,,,1,0,1
Krajicek R.,Philippoussis M.,1093,104,1,,,,,3,0,3
Malisse X.,Nalbandian D.,35,32,0,,,,,1,6,-5
Lapentti N.,Nalbandian D.,27,32,0,,,,,0,3,-3
Krajicek R.,Malisse X.,1093,35,0,,,,,0,1,-1
Hewitt L.,Schalken S.,1,23,1,,,,,3,0,3
Malisse X.,Rusedski G.,35,39,1,,,,,2,2,0
Clement A.,Lapentti N.,38,27,0,,,,,3,2,1
Henman T.,Kratochvil M.,5,45,1,,,,,2,0,2
Sa A.,Saretta F.,90,71,1,,,,,1,1,0
Lapentti N.,Pavel A.,27,21,1,,,,,1,2,-1
Blake J.,Krajicek R.,34,1093,0,,,,,0,1,-1
Delgado J.,Lapentti N.,157,27,0,,,,,0,1,-1
Bower J.,Koubek S.,268,41,0,,,,,0,1,-1
Knowle J.,Llodra M.,95,102,1,,,,,1,0,1
Lee H.T.,Stoliarov A.,97,96,1,,,,,2,0,2
Economidis K.,Lopez F.,238,103,0,,,,,0,1,-1
Dupuis A.,Sa A.,92,90,0,,,,,0,1,-1
Johansson T.,Saretta F.,11,71,0,,,,,0,1,-1
Calleri A.,Santoro F.,56,37,0,,,,,0,1,-1
Chang M.,Schalken S.,99,23,0,,,,,1,2,-1
Beck K.,Pavel A.,210,21,0,,,,,0,1,-1
Lee H.T.,Rusedski G.,97,39,0,,,,,1,1,0
Saretta F.,Waske A.,71,158,1,,,,,1,0,1
Sluiter R.,Stepanek R.,76,147,0,,,,,0,2,-2
Santoro F.,Voinea A.,37,63,0,,,,,1,1,0
Cowan B.,Lapentti N.,251,27,0,,,,,0,1,-1
Kratochvil M.,Labadze I.,45,86,1,,,,,1,0,1
Draper S.,Henman T.,230,5,0,,,,,0,1,-1
Escude N.,Rosset M.,33,115,1,,,,,1,0,1
Arthurs W.,Dent T.,89,109,1,,,,,3,1,2
Koubek S.,Sa A.,41,90,0,,,,,1,1,0
Ferreira W.,Henman T.,51,5,0,,,,,0,3,-3
Krajicek R.,Squillari F.,1093,111,1,,,,,2,0,2
Henman T.,Sa A.,5,90,1,,,,,1,0,1
Lopez F.,Sa A.,103,90,0,,,,,1,1,0
Arthurs W.,Nalbandian D.,89,32,0,,,,,1,2,-1
Escude N.,Youzhny M.,33,61,0,,,,,2,1,1
Vacek J.,Voinea A.,80,63,1,,,,,1,0,1
Kiefer N.,Philippoussis M.,54,104,0,,,,,1,1,0
Lopez F.,Schuettler R.,103,24,1,,,,,8,0,8
Gaudenzi A.,Waske A.,70,158,0,,,,,0,1,-1
El Aynaoui Y.,Labadze I.,18,86,0,,,,,0,2,-2
Caratti C.,Draper S.,213,230,0,,,,,0,1,-1
Carraz G.,Mamiit C.,168,101,1,,,,,1,0,1
Sargsian S.,Vicente F.,73,55,1,,,,,1,0,1
Nalbandian D.,Sanchez D.,32,62,1,,,,,1,0,1
Rochus C.,Rochus O.,85,64,0,,,,,0,2,-2
Knowle J.,Nieminen J.,95,42,1,,,,,1,0,1
Hewitt L.,Nalbandian D.,1,32,1,,,,,3,2,1
Clement A.,Montanes A.,38,57,1,,,,,2,1,1
Galvani S.,Martin A.,106,59,0,,,,,0,1,-1
Clavet F.,Mathieu P.H.,78,75,0,,,,,0,1,-1
Morrison J.,Okun N.,98,110,1,,,,,1,0,1
Mackin A.,Nieminen J.,355,42,0,,,,,0,1,-1
Golmard J.,Vacek J.,66,80,0,,,,,0,1,-1
Roddick A.,Ulihrach B.,14,52,1,,,,,4,0,4
Clement A.,Rochus O.,38,64,1,,,,,4,1,3
Malisse X.,Spadea V.,35,72,1,,,,,5,0,5
Kafelnikov Y.,Thomann N.,6,237,1,,,,,1,0,1
Dent T.,Gambill J.M.,109,58,1,,,,,2,1,1
Clement A.,Martin T.,38,40,1,,,,,1,0,1
Schalken S.,Vacek J.,23,80,1,,,,,3,0,3
Hewitt L.,Youzhny M.,1,61,1,,,,,5,2,3
Hewitt L.,Knowle J.,1,95,1,,,,,1,0,1
Kratochvil M.,Stepanek R.,45,147,1,,,,,1,1,0
Krajicek R.,Srichaphan P.,1093,67,1,,,,,1,0,1
Arthurs W.,Novak J.,89,12,1,,,,,1,3,-2
Gaudio G.,Guzman J.P.,28,288,1,,,,,2,0,2
Gambill J.M.,Massu N.,58,65,1,,,,,2,1,1
Canas G.,Kohlmann M.,17,112,1,,,,,1,1,0
Blanco G.,Malisse X.,137,35,0,,,,,0,1,-1
Martin T.,Sanguinetti D.,40,48,1,,,,,2,1,1
Enqvist T.,Philippoussis M.,26,104,0,,,,,1,2,-1
Martin A.,Roddick A.,59,14,0,,,,,1,3,-2
Sargsian S.,Schuettler R.,73,24,0,,,,,2,2,0
Agassi A.,Srichaphan P.,4,67,0,,,,,2,1,1
Ancic M.,Vacek J.,154,80,0,,,,,0,1,-1
Ferrero J.C.,Morrison J.,8,98,0,,,,,1,1,0
Mathieu P.H.,Nalbandian D.,75,32,0,,,,,0,4,-4
Gonzalez F.,Kiefer N.,43,54,0,,,,,0,3,-3
Carraz G.,Hewitt L.,168,1,0,,,,,0,1,-1
Morrison J.,Schalken S.,98,23,0,,,,,0,1,-1
Roddick A.,Rusedski G.,14,39,0,,,,,6,1,5
Bastl G.,Nalbandian D.,145,32,0,,,,,0,1,-1
Kafelnikov Y.,Malisse X.,6,35,0,,,,,0,1,-1
Delgado R.,Ljubicic I.,94,36,0,,,,,1,1,0
Davydenko N.,Kratochvil M.,84,45,0,,,,,0,1,-1
Hrbaty D.,Kafelnikov Y.,53,6,0,,,,,5,2,3
Bjorkman J.,Hewitt L.,47,1,0,,,,,0,4,-4
Bachelot J.F,Henman T.,165,5,0,,,,,0,1,-1
Burgsmuller L.,Chang M.,113,99,0,,,,,0,1,-1
Coutelot N.,Voinea A.,91,63,0,,,,,0,1,-1
Saulnier C.,Stepanek R.,156,147,0,,,,,0,2,-2
Arazi H.,Schuettler R.,46,24,0,,,,,3,1,2
Pless K.,Schalken S.,82,23,0,,,,,0,1,-1
Pioline C.,Safin M.,93,2,0,,,,,0,3,-3
Robredo T.,Sluiter R.,31,76,0,,,,,1,2,-1
Melzer J.,Rusedski G.,105,39,0,,,,,1,1,0
Acasuso J.,Rosset M.,87,115,0,,,,,0,1,-1
Henman T.,Hewitt L.,5,1,0,,,,,1,9,-8
Rochus O.,Safin M.,64,2,1,,,,,3,6,-3
Chela J.I.,Gonzalez F.,22,43,0,,,,,3,3,0
Bastl G.,Golovanov D.,145,152,1,,,,,1,0,1
Federer R.,Sampras P.,15,6,1,,,,,1,0,1
Larsson M.,Woodruff C.,280,97,1,,,,,1,0,1
Henman T.,Lee M.,11,130,1,,,,,1,0,1
Escude N.,Paes L.,38,284,1,,,,,1,0,1
Clement A.,Puentes G.,12,99,1,,,,,1,0,1
Agassi A.,Massu N.,2,89,1,,,,,2,0,2
Kiefer N.,Pless K.,29,100,1,,,,,2,0,2
Ivanisevic G.,Rusedski G.,125,40,1,,,,,1,1,0
Agassi A.,Delgado J.,2,182,1,,,,,2,0,2
Lee M.,Pozzi G.,130,74,1,,,,,1,0,1
Kafelnikov Y.,Yoon Y.,7,160,1,,,,,1,0,1
Ivanisevic G.,Jonsson F.,125,197,1,,,,,1,0,1
Grosjean S.,Kratochvil M.,8,73,1,,,,,2,0,2
Ferrero J.C.,Milligan L.,4,522,1,,,,,1,0,1
Federer R.,Rochus C.,15,83,1,,,,,2,0,2
Escude N.,Fish M.,38,171,1,,,,,2,0,2
Bryan B.,Ulihrach B.,157,44,1,,,,,1,0,1
Black B.,Martin A.,76,36,1,,,,,2,0,2
Bjorkman J.,Burgsmuller L.,41,70,1,,,,,1,0,1
Arazi H.,Sanchez D.,27,86,1,,,,,1,0,1
Agassi A.,Wessels P.,2,93,1,,,,,1,0,1
Santoro F.,Zabaleta M.,25,106,1,,,,,1,1,0
