PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB
Anderson K.,Dimitrov G.,31,69,0,2.3,1.75,2.17,1.67
Beck K.,Levine J.,94,106,0,2.38,1.7,2.22,1.64
Ebden M.,Paire B.,76,55,0,2.95,1.57,2.56,1.49
Lopez F.,Nieminen J.,17,44,0,1.29,4.45,1.25,3.88
Goffin D.,Tomic B.,70,28,1,4.5,1.3,3.94,1.24
Dodig I.,Rosol L.,99,100,0,1.85,2.14,1.75,2.03
Federer R.,Ramos A.,3,43,1,1.01,59.87,1.01,25.27
Kavcic B.,Petzschner P.,74,101,0,6.0,1.18,5.22,1.15
Gasquet R.,Kamke T.,19,84,1,1.08,16.0,1.05,10.6
Djokovic N.,Ferrero J.C.,1,38,1,1.02,36.87,1.01,19.94
Malisse X.,Matosevic M.,75,72,1,1.36,3.85,1.33,3.26
Menendez-Maceiras A.,Russell M.,212,112,0,3.2,1.45,2.88,1.4
Mayer F.,Tursunov D.,29,129,1,1.45,3.1,1.42,2.78
Verdasco F.,Wang J.,16,207,1,1.13,7.5,1.11,6.47
Berdych T.,Gulbis E.,7,87,0,1.05,21.0,1.04,11.42
Mayer L.,Monaco J.,61,14,0,3.05,1.5,2.77,1.43
Nalbandian D.,Tipsarevic J.,40,8,0,2.53,1.7,2.25,1.62
Benneteau J.,Muller G.,32,53,1,1.86,2.1,1.77,2.0
Mathieu P.H.,Simon G.,176,13,0,2.96,1.52,2.73,1.44
Stakhovsky S.,Stepanek R.,85,27,0,4.2,1.4,3.23,1.34
Starace P.,Sweeting R.,97,130,0,5.26,1.25,4.44,1.2
Chardy J.,Volandri F.,57,79,1,1.08,15.0,1.06,9.57
Bolelli S.,Janowicz J.,118,136,0,1.94,2.05,1.8,1.97
Harrison R.,Lu Y.H.,48,56,1,1.67,2.6,1.58,2.33
Young D.,Youzhny M.,51,33,0,17.5,1.06,11.3,1.04
Goodall J.,Zemlja G.,215,120,0,3.8,1.33,3.48,1.29
Becker B.,Blake J.,124,91,1,1.29,4.53,1.24,3.93
Andreev I.,Golding O.,93,491,1,1.41,3.53,1.35,3.14
Bemelmans R.,Berlocq C.,131,37,1,1.67,2.5,1.59,2.32
Fognini F.,Llodra M.,68,54,1,2.91,1.53,2.63,1.47
Darcis S.,Rufin G.,63,168,0,1.57,2.65,1.5,2.52
Cervantes I.,Cipolla F.,152,89,1,2.45,1.73,2.22,1.63
Istomin D.,Seppi A.,39,26,1,2.6,1.62,2.43,1.54
Falla A.,Isner J.,73,10,1,7.31,1.15,5.87,1.13
Granollers M.,Troicki V.,23,34,0,2.25,2.1,2.13,1.7
Chela J.I.,Klizan M.,83,62,0,3.1,1.48,2.82,1.41
Djokovic N.,Nadal R.,2,1,1,2.38,1.75,2.23,1.65
Djokovic N.,Tsonga J.W.,2,19,1,1.51,3.2,1.44,2.75
Murray A.,Nadal R.,4,1,0,2.75,1.6,2.54,1.52
Djokovic N.,Tomic B.,2,158,1,1.13,9.52,1.09,6.98
Lopez F.,Murray A.,44,4,0,9.0,1.13,7.11,1.09
Fish M.,Nadal R.,9,1,0,7.0,1.2,5.06,1.16
Federer R.,Tsonga J.W.,3,19,0,1.19,6.4,1.15,5.22
Djokovic N.,Llodra M.,2,35,1,1.11,9.8,1.07,8.18
Federer R.,Youzhny M.,3,17,1,1.04,26.2,1.02,15.07
Kubot L.,Lopez F.,93,44,0,4.0,1.35,3.53,1.29
Ferrer D.,Tsonga J.W.,6,19,0,2.95,1.5,2.74,1.43
Gasquet R.,Murray A.,13,4,0,4.0,1.32,3.68,1.27
Berdych T.,Fish M.,7,9,0,1.48,3.0,1.42,2.78
Malisse X.,Tomic B.,42,158,0,1.6,2.7,1.54,2.43
Del Potro J.M.,Nadal R.,21,1,0,5.0,1.3,4.37,1.2
Muller G.,Nadal R.,92,1,0,22.0,1.05,13.57,1.02
Baghdatis M.,Djokovic N.,30,2,0,24.25,1.04,13.69,1.02
Almagro N.,Youzhny M.,15,17,0,2.1,2.04,1.92,1.82
Kubot L.,Monfils G.,93,8,1,4.0,1.34,3.62,1.27
Fish M.,Haase R.,9,58,1,1.35,3.8,1.29,3.43
Soderling R.,Tomic B.,5,158,0,1.18,6.5,1.14,5.36
Beck K.,Ferrer D.,156,6,0,8.88,1.13,6.57,1.1
Llodra M.,Lu Y.H.,35,57,1,1.47,3.2,1.4,2.85
Gonzalez F.,Tsonga J.W.,478,19,0,4.18,1.35,3.67,1.26
Federer R.,Nalbandian D.,3,23,1,1.06,21.0,1.04,11.0
Berdych T.,Bogomolov A.,7,72,1,1.1,12.0,1.06,9.08
Malisse X.,Melzer J.,42,11,1,1.85,2.2,1.75,2.02
Del Potro J.M.,Simon G.,21,16,1,1.25,4.85,1.22,3.6
Bolelli S.,Gasquet R.,116,13,0,7.21,1.15,6.07,1.11
Lopez F.,Roddick A.,44,10,1,4.15,1.31,3.7,1.26
Ljubicic I.,Murray A.,33,4,0,10.0,1.1,7.8,1.07
Melzer J.,Tursunov D.,11,53,1,2.02,1.92,1.91,1.82
Andreev I.,Tomic B.,79,158,0,3.39,1.5,2.86,1.39
Ferrer D.,Harrison R.,6,122,1,1.15,7.0,1.12,5.85
Del Potro J.M.,Rochus O.,21,73,1,1.1,10.9,1.07,8.01
Devvarman S.,Youzhny M.,68,17,0,3.97,1.36,3.35,1.3
De Voest R.,Gonzalez F.,147,478,0,3.31,1.43,3.01,1.36
Anderson K.,Djokovic N.,36,2,0,41.0,1.02,17.73,1.01
Lu Y.H.,Troicki V.,57,12,1,4.03,1.31,3.67,1.26
Baghdatis M.,Seppi A.,30,38,1,1.93,2.01,1.84,1.89
Malisse X.,Mayer F.,42,18,1,1.67,2.47,1.6,2.26
Almagro N.,Isner J.,15,47,1,2.85,1.51,2.68,1.44
Haider-Maurer A.,Nalbandian D.,78,23,0,6.5,1.2,5.58,1.13
Llodra M.,Mello R.,35,89,1,1.12,9.1,1.09,6.93
Beck K.,Garcia-Lopez G.,156,41,1,2.78,1.57,2.52,1.5
Dimitrov G.,Tsonga J.W.,62,19,0,6.8,1.16,5.74,1.12
Hewitt L.,Soderling R.,130,5,0,3.7,1.4,3.3,1.31
Federer R.,Mannarino A.,3,55,1,1.01,68.5,1.01,25.46
Anderson K.,Marchenko I.,36,114,1,1.22,5.54,1.17,4.73
Sela D.,Simon G.,84,16,0,2.6,1.6,2.43,1.53
Dimitrov G.,Stebe C.M.,62,208,1,1.45,3.44,1.38,2.94
Muller G.,Raonic M.,92,25,1,3.6,1.42,3.18,1.33
Haase R.,Verdasco F.,58,22,1,2.66,1.58,2.5,1.51
Hanescu V.,Roddick A.,63,10,0,11.75,1.1,8.67,1.06
Lopez F.,Schuettler R.,44,113,1,1.35,3.9,1.28,3.54
Gulbis E.,Tursunov D.,75,53,0,3.44,1.38,3.15,1.34
Monfils G.,Zemlja G.,8,157,1,1.1,13.15,1.06,8.88
Karlovic I.,Kubot L.,144,93,0,1.4,3.41,1.35,3.08
Nadal R.,Sweeting R.,1,69,1,1.01,71.0,1.01,24.63
Bogomolov A.,Chela J.I.,72,20,1,2.15,2.06,1.95,1.8
Ljubicic I.,Stakhovsky S.,33,46,1,1.6,2.7,1.51,2.49
Gasquet R.,Kunitsyn I.,13,66,1,1.15,7.55,1.11,6.27
Benneteau J.,Berdych T.,77,7,0,7.0,1.15,5.91,1.11
Kamke T.,Murray A.,83,4,0,37.0,1.03,16.67,1.01
Bolelli S.,Wawrinka S.,116,14,1,6.4,1.2,5.12,1.16
Fish M.,Istomin D.,9,65,1,1.31,4.1,1.26,3.7
Soeda G.,Tsonga J.W.,131,19,0,27.1,1.03,14.82,1.02
Beck A.,Roddick A.,156,10,0,17.5,1.05,11.43,1.03
Devvarman S.,Gremelmayr D.,68,101,1,1.5,3.08,1.42,2.76
Garcia-Lopez G.,Golubev A.,41,45,1,1.46,3.1,1.4,2.84
Karlovic I.,Tipsarevic J.,144,29,1,1.64,2.7,1.52,2.45
Dolgopolov O.,Gonzalez F.,24,478,0,1.33,4.0,1.27,3.59
Hewitt L.,Nishikori K.,130,52,1,1.75,2.38,1.66,2.16
Almagro N.,Nieminen J.,15,51,1,1.7,2.4,1.6,2.27
Falla A.,Melzer J.,88,11,0,3.5,1.44,3.14,1.34
Kamke T.,Kavcic B.,83,74,1,1.65,2.58,1.57,2.32
Gonzalez M.,Troicki V.,86,12,0,18.1,1.05,11.22,1.04
Cilic M.,Ljubicic I.,26,33,0,1.75,2.38,1.67,2.15
Evans D.,Mayer F.,301,18,0,12.25,1.08,9.54,1.05
Chela J.I.,Matosevic M.,20,150,1,2.25,1.8,2.09,1.7
Petzschner P.,Soderling R.,67,5,0,5.5,1.28,4.17,1.22
Roger-Vasselin E.,Simon G.,145,16,0,3.48,1.39,3.15,1.34
Dancevic F.,Mello R.,164,89,0,1.2,5.81,1.17,4.81
De Schepper K.,Rochus O.,234,73,0,3.6,1.4,3.06,1.36
Monaco J.,Youzhny M.,43,17,0,4.0,1.33,3.52,1.28
Andreev I.,Gabashvili T.,79,129,1,1.53,2.8,1.47,2.6
Baghdatis M.,Blake J.,30,102,1,1.26,5.23,1.22,4.14
Mannarino A.,Niland C.,55,181,1,1.36,3.88,1.3,3.36
Beck K.,Berlocq C.,156,70,1,1.44,3.21,1.38,2.91
Stepanek R.,Verdasco F.,60,22,0,2.5,1.65,2.34,1.57
Clement A.,Kubot L.,143,93,0,2.1,1.9,1.92,1.82
Ferrer D.,Paire B.,6,115,1,1.07,17.5,1.04,11.29
De Voest R.,Ramirez-Hidalgo R.,147,121,1,1.17,6.94,1.13,5.76
Chardy J.,Djokovic N.,54,2,0,38.5,1.02,17.73,1.01
Malisse X.,Zverev M.,42,103,1,1.15,7.74,1.11,6.16
Haase R.,Riba P.,58,71,1,1.13,9.65,1.09,7.04
Cox D.,Stakhovsky S.,273,46,0,12.0,1.08,8.8,1.06
Cipolla F.,Del Potro J.M.,112,21,0,35.0,1.04,15.16,1.02
Hanescu V.,Pospisil J.,63,133,1,1.2,6.3,1.14,5.26
Lu Y.H.,Robredo T.,57,31,1,1.73,2.38,1.63,2.21
Montanes A.,Seppi A.,34,38,0,3.43,1.45,3.01,1.37
Isner J.,Mahut N.,47,94,1,1.54,2.75,1.47,2.58
Haider-Maurer A.,Serra F.,78,126,1,1.87,2.1,1.76,2.0
Federer R.,Kukushkin M.,3,61,1,1.01,71.37,1.01,26.37
Dodig I.,Harrison R.,37,122,0,1.47,3.0,1.4,2.82
Nalbandian D.,Reister J.,23,135,1,1.11,10.16,1.09,7.22
Davydenko N.,Tomic B.,27,158,0,2.38,1.7,2.24,1.61
Llodra M.,Ward J.,35,192,1,1.45,3.36,1.37,3.0
Berrer M.,Lopez F.,76,44,0,5.8,1.22,4.89,1.16
Nadal R.,Russell M.,1,90,1,1.01,71.37,1.01,24.71
Gil F.,Sela D.,91,84,0,5.92,1.2,5.07,1.15
Kunitsyn I.,Sijsling I.,66,188,1,1.57,2.8,1.46,2.59
Starace P.,Wawrinka S.,49,14,0,9.24,1.14,7.01,1.09
Bellucci T.,Schuettler R.,28,113,0,1.75,2.3,1.67,2.13
Bolelli S.,Fischer M.,116,151,1,1.88,2.6,1.79,1.97
Gasquet R.,Giraldo S.,13,64,1,1.17,6.87,1.13,5.54
Fish M.,Granollers M.,9,279,1,1.15,7.25,1.12,5.97
Bachinger M.,Monfils G.,98,8,0,9.24,1.1,7.43,1.08
Gicquel M.,Raonic M.,119,25,0,12.0,1.06,10.83,1.04
Berdych T.,Volandri F.,7,81,1,1.03,34.0,1.02,16.15
Gimeno-Traver D.,Murray A.,59,4,0,66.0,1.02,23.49,1.01
Lacko L.,Zemlja G.,148,157,0,1.62,2.69,1.53,2.45
Bogomolov A.,Young D.,72,111,1,1.98,2.02,1.82,1.91
Haas T.,Muller G.,895,92,0,2.3,1.74,2.11,1.68
Istomin D.,Kohlschreiber P.,65,39,1,4.4,1.29,3.95,1.23
Bemelmans R.,Benneteau J.,163,77,0,2.63,1.64,2.43,1.53
Andujar P.,Sweeting R.,50,69,0,3.75,1.35,3.36,1.3
Berdych T.,Nadal R.,13,1,0,4.25,1.36,3.43,1.31
Murray A.,Nadal R.,4,1,0,2.5,1.67,2.38,1.57
Berdych T.,Djokovic N.,13,3,1,2.1,1.91,1.96,1.82
Berdych T.,Federer R.,13,2,1,5.1,1.25,4.47,1.19
Nadal R.,Soderling R.,1,6,1,1.72,2.55,1.62,2.26
Murray A.,Tsonga J.W.,4,10,1,1.38,4.33,1.26,3.78
Djokovic N.,Lu Y.H.,3,82,1,1.2,6.05,1.16,5.12
Ferrer D.,Soderling R.,11,6,0,7.0,1.14,6.18,1.11
Berdych T.,Brands D.,13,98,1,1.13,7.5,1.11,6.09
Federer R.,Melzer J.,2,16,1,1.13,9.0,1.09,7.26
Mathieu P.H.,Nadal R.,66,1,0,7.5,1.2,5.97,1.12
Murray A.,Querrey S.,4,21,1,1.3,5.5,1.19,4.49
Djokovic N.,Hewitt L.,3,26,1,2.0,2.1,1.8,1.95
Benneteau J.,Tsonga J.W.,40,10,0,4.0,1.35,3.69,1.26
Lu Y.H.,Roddick A.,82,7,1,16.0,1.07,10.65,1.04
Murray A.,Simon G.,4,32,1,1.12,11.77,1.07,8.11
Kamke T.,Tsonga J.W.,126,10,0,5.1,1.27,4.27,1.21
Bellucci T.,Soderling R.,24,6,0,12.0,1.12,8.42,1.07
Benneteau J.,Fognini F.,40,80,1,1.45,3.71,1.33,3.19
De Bakker T.,Mathieu P.H.,49,66,0,1.7,2.54,1.57,2.33
Nadal R.,Petzschner P.,1,41,1,1.1,15.0,1.05,9.96
Malisse X.,Querrey S.,63,21,0,3.4,1.41,3.1,1.35
Chardy J.,Ferrer D.,55,11,0,4.09,1.33,3.61,1.28
Djokovic N.,Montanes A.,3,31,1,1.09,12.0,1.06,8.7
Clement A.,Federer R.,86,2,0,21.0,1.05,11.98,1.03
De Bakker T.,Isner J.,49,19,1,1.81,2.3,1.7,2.1
Hewitt L.,Monfils G.,26,20,1,1.43,3.6,1.36,3.05
Lu Y.H.,Mayer F.,82,59,1,4.0,1.45,3.34,1.31
Kohlschreiber P.,Roddick A.,35,7,0,5.5,1.23,4.72,1.17
Lopez F.,Melzer J.,30,16,0,2.25,1.8,2.13,1.68
Berdych T.,Istomin D.,13,70,1,1.22,5.35,1.19,4.47
Mathieu P.H.,Youzhny M.,66,14,1,4.71,1.26,4.01,1.23
Brands D.,Hanescu V.,98,38,1,2.1,2.2,1.83,1.92
Dodig I.,Querrey S.,193,21,0,9.05,1.13,6.85,1.09
Granollers M.,Soderling R.,87,6,0,11.5,1.1,8.15,1.07
Marchenko I.,Simon G.,74,32,0,2.7,1.58,2.55,1.49
Ferrer D.,Serra F.,11,64,1,1.3,4.51,1.26,3.74
Malisse X.,Reister J.,63,129,1,1.33,4.47,1.26,3.68
Bellucci T.,Fischer M.,24,164,1,1.7,2.52,1.64,2.2
Kamke T.,Seppi A.,126,69,1,2.47,1.65,2.3,1.59
Murray A.,Nieminen J.,4,67,1,1.09,11.5,1.06,8.42
Kubot L.,Petzschner P.,53,41,0,4.1,1.33,3.54,1.28
Haase R.,Nadal R.,151,1,0,21.0,1.04,13.84,1.02
Beck A.,Benneteau J.,79,40,0,2.22,1.8,2.06,1.71
Fognini F.,Russell M.,80,101,1,1.95,2.1,1.81,1.94
Chardy J.,Lacko L.,55,75,1,2.05,1.95,1.91,1.83
Isner J.,Mahut N.,19,148,1,1.9,2.25,1.7,2.09
Dolgopolov O.,Tsonga J.W.,43,10,0,4.26,1.3,3.78,1.25
Bozoljac I.,Federer R.,152,2,0,31.0,1.07,16.73,1.01
Dent T.,Djokovic N.,97,3,0,5.8,1.26,4.72,1.17
Becker B.,Berdych T.,71,13,0,4.72,1.31,3.98,1.23
Lu Y.H.,Przysiezny M.,82,94,1,1.75,2.5,1.62,2.24
Hewitt L.,Korolev E.,26,77,1,1.17,8.71,1.09,6.93
Brands D.,Davydenko N.,98,5,1,2.77,1.63,2.51,1.51
Hanescu V.,Ilhan M.,38,118,1,1.78,2.55,1.59,2.29
Clement A.,Luczak P.,86,83,1,1.63,2.69,1.54,2.4
Berankis R.,Lopez F.,156,30,0,2.65,1.68,2.4,1.54
Fish M.,Mayer F.,73,59,0,1.4,3.64,1.32,3.28
Beck K.,Monfils G.,88,20,0,5.0,1.31,3.92,1.24
Llodra M.,Roddick A.,37,7,0,5.5,1.31,4.24,1.21
Evans B.,Montanes A.,318,31,0,2.33,1.89,2.1,1.69
Istomin D.,Schuettler R.,70,85,1,1.65,2.5,1.58,2.31
Melzer J.,Troicki V.,16,42,1,1.52,3.25,1.42,2.77
De Bakker T.,Giraldo S.,49,54,1,2.12,1.92,1.9,1.84
Gabashvili T.,Kohlschreiber P.,84,35,0,4.96,1.31,4.2,1.21
Ferrero J.C.,Malisse X.,17,63,0,2.05,2.1,1.83,1.91
Chardy J.,Gimeno-Traver D.,55,72,1,1.34,3.75,1.28,3.47
Ginepri R.,Soderling R.,72,6,0,6.5,1.19,5.5,1.14
Bellucci T.,Mello R.,24,92,1,1.42,3.27,1.37,2.96
Ferrer D.,Kiefer N.,11,178,1,1.57,2.65,1.51,2.5
Gil F.,Granollers M.,89,87,0,3.62,1.41,3.12,1.34
Chiudinelli M.,Dolgopolov O.,61,43,0,2.38,1.71,2.23,1.61
Dodig I.,Hernandez O.,193,125,1,1.19,6.84,1.14,5.43
Fischer M.,Soeda G.,164,124,1,1.8,2.75,1.54,2.42
Blake J.,Haase R.,109,151,0,1.65,2.75,1.54,2.4
Alcaide G.,Simon G.,238,32,0,5.3,1.26,4.37,1.2
Baker J.,Beck A.,253,79,0,6.04,1.22,4.81,1.17
Greul S.,Serra F.,62,64,0,2.1,2.06,1.87,1.86
Hajek J.,Murray A.,90,4,0,25.0,1.05,14.4,1.02
Almagro N.,Seppi A.,18,69,0,1.9,2.7,1.58,2.31
Berrer M.,Marchenko I.,46,74,0,2.45,1.8,2.16,1.66
Querrey S.,Stakhovsky S.,21,47,1,1.45,3.2,1.38,2.92
Baghdatis M.,Lacko L.,27,75,0,1.37,3.85,1.3,3.38
Koubek S.,Nieminen J.,121,67,0,3.35,1.47,2.83,1.4
Fognini F.,Verdasco F.,80,9,1,12.7,1.11,9.53,1.05
Kavcic B.,Kubot L.,120,53,0,3.0,1.48,2.78,1.41
De Voest R.,Reister J.,257,129,0,1.95,2.13,1.77,1.98
Gicquel M.,Mathieu P.H.,128,66,0,1.62,2.65,1.54,2.4
Kendrick R.,Tsonga J.W.,161,10,0,7.84,1.17,5.97,1.12
Riba-Madrid P.,Russell M.,78,101,0,2.9,1.53,2.69,1.44
Sela D.,Youzhny M.,65,14,0,3.32,1.44,2.94,1.38
Nadal R.,Nishikori K.,1,189,1,1.05,26.0,1.02,13.52
Garcia-Lopez G.,Kamke T.,39,126,0,1.43,3.75,1.36,3.05
Petzschner P.,Robert S.,41,76,1,1.29,4.64,1.23,3.91
Benneteau J.,Vliegen K.,40,174,1,1.24,5.1,1.19,4.46
Mayer L.,Monfils G.,52,20,0,2.92,1.58,2.55,1.49
Ram R.,Roddick A.,93,7,0,23.0,1.07,14.36,1.02
Schuettler R.,Tursunov D.,85,371,1,1.51,3.1,1.41,2.81
Cilic M.,Mayer F.,12,59,0,1.2,7.0,1.12,5.84
Berdych T.,Golubev A.,13,81,1,1.16,11.01,1.07,7.69
Lu Y.H.,Zeballos H.,82,44,1,2.03,2.1,1.81,1.94
Fish M.,Tomic B.,73,246,1,1.26,5.8,1.18,4.66
Evans B.,Huta Galung J.,318,285,1,1.95,2.07,1.83,1.9
Lorenzi P.,Montanes A.,96,31,0,3.0,1.51,2.8,1.41
Ljubicic I.,Przysiezny M.,15,94,0,1.26,5.7,1.18,4.67
Andreev I.,Brands D.,57,98,0,3.1,1.76,2.5,1.52
Kunitsyn I.,Troicki V.,104,42,0,4.55,1.31,3.95,1.24
Beck K.,Ventura S.,88,131,1,1.31,4.6,1.22,4.1
Llodra M.,Witten J.,37,186,1,1.2,6.65,1.13,5.59
Korolev E.,Schwank E.,77,50,1,1.42,3.36,1.35,3.04
Becker B.,Sweeting R.,71,119,1,1.28,4.84,1.21,4.13
Delgado R.,Gabashvili T.,143,84,0,2.45,1.69,2.22,1.63
Gonzalez M.,Hewitt L.,159,26,0,25.0,1.03,14.34,1.02
Kohlschreiber P.,Starace P.,35,58,1,1.13,9.55,1.09,7.14
Levine J.,Lopez F.,115,30,0,4.7,1.31,4.01,1.23
Brown D.,Melzer J.,102,16,0,6.0,1.26,4.7,1.17
Chela J.I.,Dent T.,51,97,0,3.6,1.37,3.23,1.32
Hanescu V.,Kuznetsov A.,38,167,1,1.57,2.82,1.48,2.57
Ball C.,Berankis R.,134,156,0,2.33,1.75,2.17,1.65
Istomin D.,Wawrinka S.,70,23,1,2.71,1.63,2.49,1.51
Djokovic N.,Rochus O.,3,68,1,1.17,7.0,1.13,5.61
Luczak P.,Robredo T.,83,36,1,2.2,1.95,2.02,1.74
Falla A.,Federer R.,60,2,0,48.25,1.06,19.73,1.01
Anderson K.,Davydenko N.,95,5,0,3.22,1.47,2.95,1.38
Bozoljac I.,Massu N.,152,99,1,1.38,3.92,1.31,3.34
Daniel M.,Ilhan M.,108,118,0,5.4,1.28,4.45,1.19
Clement A.,Tipsarevic J.,86,45,1,3.5,1.4,3.02,1.36
Federer R.,Roddick A.,2,6,1,,,,
Federer R.,Haas T.,2,34,1,,,,
Murray A.,Roddick A.,3,6,0,,,,
Hewitt L.,Roddick A.,56,6,0,,,,
Djokovic N.,Haas T.,4,34,0,,,,
Federer R.,Karlovic I.,2,36,1,,,,
Ferrero J.C.,Murray A.,70,3,0,,,,
Ferrero J.C.,Simon G.,70,7,1,,,,
Berdych T.,Roddick A.,20,6,0,,,,
Hewitt L.,Stepanek R.,56,23,1,,,,
Murray A.,Wawrinka S.,3,18,1,,,,
Karlovic I.,Verdasco F.,36,8,1,,,,
Federer R.,Soderling R.,2,12,1,,,,
Andreev I.,Haas T.,26,34,0,,,,
Djokovic N.,Sela D.,4,46,1,,,,
Levine J.,Wawrinka S.,133,18,0,,,,
Ferrero J.C.,Gonzalez F.,70,10,1,,,,
Ferrer D.,Stepanek R.,21,23,0,,,,
Andreev I.,Seppi A.,26,50,1,,,,
Melzer J.,Roddick A.,30,6,0,,,,
Cilic M.,Haas T.,13,34,0,,,,
Hewitt L.,Petzschner P.,56,55,1,,,,
Hanescu V.,Simon G.,28,7,0,,,,
Murray A.,Troicki V.,3,31,1,,,,
Berdych T.,Davydenko N.,20,11,1,,,,
Almagro N.,Soderling R.,48,12,0,,,,
Montanes A.,Verdasco F.,33,8,0,,,,
Robredo T.,Sela D.,15,46,0,,,,
Karlovic I.,Tsonga J.W.,36,9,1,,,,
Federer R.,Kohlschreiber P.,2,32,1,,,,
Djokovic N.,Fish M.,4,25,1,,,,
Del Potro J.M.,Hewitt L.,5,56,0,,,,
Gicquel M.,Seppi A.,59,50,0,,,,
Petzschner P.,Zverev M.,55,45,1,,,,
Gonzalez F.,Mayer L.,10,64,1,,,,
Ferrero J.C.,Santoro F.,70,37,1,,,,
Alves T.,Simon G.,118,7,0,,,,
Kunitsyn I.,Roddick A.,39,6,0,,,,
Gulbis E.,Murray A.,74,3,0,,,,
Cuevas P.,Levine J.,125,133,0,,,,
Gimeno-Traver D.,Troicki V.,98,31,0,,,,
Becker B.,Melzer J.,49,30,0,,,,
Vassallo-Arguello M.,Wawrinka S.,57,18,0,,,,
Crivoi V.,Davydenko N.,87,11,0,,,,
Devilder N.,Hanescu V.,96,28,0,,,,
Ferrer D.,Fognini F.,21,66,1,,,,
Berdych T.,Mathieu P.H.,20,38,1,,,,
Starace P.,Stepanek R.,80,23,0,,,,
Almagro N.,Beck K.,48,143,1,,,,
Kohlschreiber P.,Minar I.,32,78,1,,,,
Cilic M.,Querrey S.,13,47,1,,,,
Koubek S.,Robredo T.,189,15,0,,,,
Dent T.,Gimeno-Traver D.,266,98,0,,,,
Granollers M.,Soderling R.,111,12,0,,,,
Verdasco F.,Vliegen K.,8,82,1,,,,
Canas G.,Montanes A.,140,33,0,,,,
Fish M.,Tipsarevic J.,25,51,1,,,,
Haas T.,Llodra M.,34,137,1,,,,
Bolelli S.,Tsonga J.W.,63,9,0,,,,
Andreev I.,Spadea V.,26,113,1,,,,
Darcis S.,Karlovic I.,77,36,0,,,,
Schuettler R.,Sela D.,29,46,0,,,,
Federer R.,Garcia-Lopez G.,2,42,1,,,,
Djokovic N.,Greul S.,4,106,1,,,,
Clement A.,Del Potro J.M.,53,5,0,,,,
Cuevas P.,Rochus C.,125,60,1,,,,
Devilder N.,Lapentti N.,96,121,1,,,,
Hanescu V.,Navarro-Pastor I.,28,68,1,,,,
Alves T.,Pavel A.,118,907,1,,,,
Crivoi V.,Phau B.,87,79,1,,,,
Goodall J.,Llodra M.,188,137,0,,,,
Fognini F.,Istomin D.,66,71,1,,,,
Levine J.,Safin M.,133,24,1,,,,
Kendrick R.,Murray A.,76,3,0,,,,
Petzschner P.,Ram R.,55,160,1,,,,
Andujar P.,Vassallo-Arguello M.,123,57,0,,,,
Chardy J.,Roddick A.,41,6,0,,,,
Ferrer D.,Kim K.,21,86,1,,,,
Gil F.,Mathieu P.H.,83,38,0,,,,
Haas T.,Peya A.,34,197,1,,,,
Acasuso J.,Starace P.,43,80,0,,,,
Tursunov D.,Zverev M.,22,45,0,,,,
Dimitrov G.,Kunitsyn I.,342,39,0,,,,
Ferrero J.C.,Youzhny M.,70,44,1,,,,
Gabashvili T.,Gonzalez F.,88,10,0,,,,
Ghedin R.,Gulbis E.,268,74,0,,,,
Dabul B.,Troicki V.,99,31,0,,,,
Falla A.,Stepanek R.,178,23,0,,,,
Kiefer N.,Santoro F.,35,37,0,,,,
Schwank E.,Wawrinka S.,108,18,0,,,,
Reynolds B.,Simon G.,94,7,0,,,,
Hernandez O.,Mayer L.,75,64,0,,,,
Ginepri R.,Hewitt L.,98,56,0,,,,
Berdych T.,Bogdanovic A.,20,191,1,,,,
Melzer J.,Odesnik W.,30,109,1,,,,
Davydenko N.,Evans D.,11,305,1,,,,
Becker B.,Karanusic R.,49,110,1,,,,
Gicquel M.,Mannarino A.,59,128,1,,,,
Almagro N.,Monaco J.,48,69,1,,,,
Koubek S.,Roger-Vasselin E.,189,172,1,,,,
Mahut N.,Vliegen K.,146,82,0,,,,
Bolelli S.,Koellerer D.,63,91,1,,,,
Andreev I.,Korolev E.,26,101,1,,,,
Gregorc L.,Robredo T.,195,15,0,,,,
Golubev A.,Tsonga J.W.,73,9,0,,,,
Benneteau J.,Djokovic N.,81,4,0,,,,
Malisse X.,Schuettler R.,170,29,0,,,,
Muller G.,Soderling R.,89,12,0,,,,
Gonzalez S.,Sela D.,228,46,0,,,,
Gonzalez M.,Minar I.,62,78,0,,,,
Beck A.,Granollers M.,58,111,0,,,,
Fish M.,Roitman S.,25,124,1,,,,
Karlovic I.,Lacko L.,36,201,1,,,,
Dancevic F.,Darcis S.,92,77,0,,,,
Capdeville P.,Spadea V.,84,113,0,,,,
Greul S.,Yani M.,106,251,1,,,,
Hernych J.,Tipsarevic J.,67,51,0,,,,
Blake J.,Seppi A.,17,50,0,,,,
Calleri A.,Garcia-Lopez G.,148,42,0,,,,
Canas G.,Junqueira D.,140,85,1,,,,
Verdasco F.,Ward J.,8,207,1,,,,
Montanes A.,Zemlja G.,33,218,1,,,,
Cilic M.,Martin A.,13,95,1,,,,
Beck K.,Lopez F.,143,27,1,,,,
Kohlschreiber P.,Serra F.,32,54,1,,,,
Federer R.,Lu Y.H.,2,65,1,,,,
Querrey S.,Udomchoke D.,47,120,1,,,,
