PlayerA,PlayerB,RankA,RankB,RankDiff,Court,Surface,WinnerBinary
Mirnyi M.,Rafter P.,58,16,42.0,Outdoor,Hard,0
Massu N.,Norman M.,97,5,92.0,Outdoor,Hard,0
Lapentti N.,Malisse X.,9,167,-158.0,Outdoor,Hard,1
Kafelnikov Y.,Meligeni F.,3,32,-29.0,Outdoor,Hard,1
Agassi A.,Kuerten G.,1,6,-5.0,Outdoor,Hard,0
Ferreira W.,Kuerten G.,44,6,38.0,Outdoor,Hard,0
Rusedski G.,Sampras P.,18,2,16.0,Outdoor,Hard,0
Hewitt L.,Kafelnikov Y.,14,3,11.0,Outdoor,Hard,1
Agassi A.,Rafter P.,1,16,-15.0,Outdoor,Hard,1
Chang M.,Marin J.A.,37,73,-36.0,Outdoor,Hard,1
Larsson M.,Malisse X.,36,167,-131.0,Outdoor,Hard,0
Kratochvil M.,van Lottum J.,136,93,43.0,Outdoor,Hard,1
Ivanisevic G.,Prinosil D.,69,94,-25.0,Outdoor,Hard,1
Golmard J.,Vacek D.,48,45,3.0,Outdoor,Hard,1
Goldstein P.,Ruud C.,82,98,-16.0,Outdoor,Hard,1
Gaudio G.,Gumy H.,57,71,-14.0,Outdoor,Hard,1
Dosedel S.,Gambill J.M.,50,86,-36.0,Outdoor,Hard,0
Berasategui A.,Black W.,65,152,-87.0,Outdoor,Hard,0
Bastl G.,Ketola T.,81,153,-72.0,Outdoor,Hard,1
Moya C.,Viloca J.A.,43,142,-99.0,Outdoor,Hard,1
Hrbaty D.,Rochus C.,22,87,-65.0,Outdoor,Hard,1
Fish M.,Haas T.,NR,21,,Outdoor,Hard,0
Fromberg R.,Kiefer N.,63,4,59.0,Outdoor,Hard,1
Arthurs W.,Escude N.,111,28,83.0,Outdoor,Hard,0
Roddick A.,Vicente F.,989,41,948.0,Outdoor,Hard,1
Agassi A.,Roddick A.,1,989,-988.0,Outdoor,Hard,1
Pavel A.,Sargsian S.,67,56,11.0,Outdoor,Hard,1
Martin A.,Novak J.,64,42,22.0,Outdoor,Hard,0
Hipfl M.,Schalken S.,84,49,35.0,Outdoor,Hard,0
Kucera K.,Vinciguerra A.,39,62,-23.0,Outdoor,Hard,0
Escude N.,Pioline C.,30,11,19.0,Outdoor,Hard,1
Hrbaty D.,Santoro F.,21,33,-12.0,Outdoor,Hard,0
Agassi A.,Arazi H.,1,34,-33.0,Outdoor,Hard,0
Goldstein P.,Ivanisevic G.,83,70,13.0,Outdoor,Hard,0
Meligeni F.,Safin M.,29,31,-2.0,Outdoor,Hard,0
Ondruska M.,Rafter P.,157,15,142.0,Outdoor,Hard,0
Grosjean S.,Henman T.,19,9,10.0,Outdoor,Hard,1
Black B.,Hewitt L.,62,12,50.0,Outdoor,Hard,1
Enqvist T.,Sampras P.,10,2,8.0,Outdoor,Hard,1
Hewitt L.,Moya C.,12,43,-31.0,Outdoor,Hard,1
Ferreira W.,Sampras P.,46,2,44.0,Outdoor,Hard,0
Vicente F.,Zabaleta M.,39,28,11.0,Outdoor,Hard,0
Courier J.,di Pasquale A.,58,53,5.0,Outdoor,Hard,0
Gimelstob J.,Kuerten G.,102,6,96.0,Outdoor,Hard,0
Haas T.,Kuerten G.,22,6,16.0,Outdoor,Hard,1
Arazi H.,Mirnyi M.,34,68,-34.0,Outdoor,Hard,1
Corretja A.,Rafter P.,26,15,11.0,Outdoor,Hard,1
Enqvist T.,Zabaleta M.,10,28,-18.0,Outdoor,Hard,1
Costa A.,Koubek S.,13,20,-7.0,Outdoor,Hard,1
Escude N.,Lapentti N.,30,8,22.0,Outdoor,Hard,0
Enqvist T.,Philippoussis M.,10,35,-25.0,Outdoor,Hard,1
Haas T.,Saulnier C.,22,144,-122.0,Outdoor,Hard,1
di Pasquale A.,Lapentti N.,53,8,45.0,Outdoor,Hard,0
Costa A.,Ivanisevic G.,13,70,-57.0,Outdoor,Hard,1
Grosjean S.,Norman M.,19,5,14.0,Outdoor,Hard,0
Black B.,Sampras P.,62,2,60.0,Outdoor,Hard,0
Corretja A.,Norman M.,26,5,21.0,Outdoor,Hard,1
Clavet F.,Ilie A.,42,75,-33.0,Outdoor,Hard,1
Ferreira W.,Gambill J.M.,46,86,-40.0,Outdoor,Hard,1
Corretja A.,Enqvist T.,26,10,16.0,Outdoor,Hard,1
Corretja A.,Santoro F.,26,33,-7.0,Outdoor,Hard,1
Philippoussis M.,Schalken S.,35,64,-29.0,Outdoor,Hard,1
Chang M.,Ferrero J.C.,40,24,16.0,Outdoor,Hard,1
Rios M.,Vacek D.,7,44,-37.0,Outdoor,Hard,1
Clavet F.,Philippoussis M.,42,35,7.0,Outdoor,Hard,0
Rios M.,Zabaleta M.,7,28,-21.0,Outdoor,Hard,0
Kafelnikov Y.,Schalken S.,3,64,-61.0,Outdoor,Hard,0
Alami K.,Henman T.,25,9,16.0,Outdoor,Hard,0
El Aynaoui Y.,Hrbaty D.,16,21,-5.0,Outdoor,Hard,0
Chang M.,Norman M.,40,5,35.0,Outdoor,Hard,0
Mirnyi M.,Rusedski G.,68,18,50.0,Outdoor,Hard,1
Escude N.,Safin M.,30,31,-1.0,Outdoor,Hard,1
Enqvist T.,Johansson T.,10,55,-45.0,Outdoor,Hard,1
Haas T.,Philippoussis M.,22,35,-13.0,Outdoor,Hard,0
Costa A.,Schalken S.,13,64,-51.0,Outdoor,Hard,0
Arazi H.,Lapentti N.,34,8,26.0,Outdoor,Hard,0
Corretja A.,Lapentti N.,26,8,18.0,Outdoor,Hard,1
Arazi H.,Dosedel S.,34,51,-17.0,Outdoor,Hard,1
Kroslak J.,Schalken S.,120,64,56.0,Outdoor,Hard,0
Kiefer N.,Santoro F.,4,33,-29.0,Outdoor,Hard,0
Black B.,Martin A.,62,59,3.0,Outdoor,Hard,1
Dosedel S.,Mantilla F.,51,23,28.0,Outdoor,Hard,1
Enqvist T.,Golmard J.,10,48,-38.0,Outdoor,Hard,1
Grosjean S.,Novak J.,19,41,-22.0,Outdoor,Hard,1
Corretja A.,Kucera K.,26,38,-12.0,Outdoor,Hard,1
Philippoussis M.,Woodruff C.,35,47,-12.0,Outdoor,Hard,1
Medvedev A.,Sampras P.,32,2,30.0,Outdoor,Hard,0
Blake J.,Rusedski G.,228,18,210.0,Outdoor,Hard,0
Norman M.,Squillari F.,5,37,-32.0,Outdoor,Hard,1
Kafelnikov Y.,Spadea V.,3,27,-24.0,Outdoor,Hard,1
Clement A.,Johansson T.,57,55,2.0,Outdoor,Hard,0
Bjorkman J.,Lapentti N.,65,8,57.0,Outdoor,Hard,0
Dent T.,Mirnyi M.,229,68,161.0,Outdoor,Hard,0
Hadad M.,Hantschk M.,NR,105,,Outdoor,Clay,0
Hewitt L.,Rios M.,18,7,11.0,Outdoor,Hard,1
Corretja A.,Costa A.,32,16,16.0,Outdoor,Hard,0
Clavet F.,Ferrero J.C.,43,30,13.0,Outdoor,Hard,0
Henman T.,Hewitt L.,11,18,-7.0,Outdoor,Hard,0
El Aynaoui Y.,Puerta M.,19,72,-53.0,Outdoor,Clay,0
Marin J.A.,Rodriguez M.,74,129,-55.0,Outdoor,Clay,0
Hantschk M.,Kuerten G.,105,5,100.0,Outdoor,Clay,0
Gumy H.,Hantschk M.,68,105,-37.0,Outdoor,Clay,0
Henman T.,Koubek S.,11,21,-10.0,Outdoor,Hard,1
Ferrero J.C.,Moya C.,30,25,5.0,Outdoor,Hard,1
Etlis G.,Gonzalez P.,137,NR,,Outdoor,Clay,1
Portas A.,Stanoytchev O.,78,102,-24.0,Outdoor,Clay,1
El Aynaoui Y.,Etlis G.,19,137,-118.0,Outdoor,Clay,1
Ferreira W.,Lapentti N.,48,8,40.0,Outdoor,Hard,0
Martin A.,Rios M.,60,7,53.0,Outdoor,Hard,0
El Aynaoui Y.,Vicente F.,19,45,-26.0,Outdoor,Clay,1
Grosjean S.,Martin A.,20,60,-40.0,Outdoor,Hard,0
Rodriguez M.,Vicente F.,129,45,84.0,Outdoor,Clay,0
Ulihrach B.,Zib T.,138,108,30.0,Outdoor,Clay,0
Chela J.I.,Mantilla F.,73,22,51.0,Outdoor,Clay,0
Moya C.,Zabaleta M.,25,27,-2.0,Outdoor,Hard,1
Kuerten G.,Prieto S.,5,184,-179.0,Outdoor,Clay,1
Kuerten G.,Puerta M.,5,72,-67.0,Outdoor,Clay,0
Balcells J.,Prieto S.,157,184,-27.0,Outdoor,Clay,0
Hewitt L.,Vacek D.,18,44,-26.0,Outdoor,Hard,1
Ilie A.,Lapentti N.,75,8,67.0,Outdoor,Hard,0
Ferreira W.,Schalken S.,48,54,-6.0,Outdoor,Hard,1
Hewitt L.,Woodruff C.,18,34,-16.0,Outdoor,Hard,1
Chela J.I.,Lopez-Moron A.,73,118,-45.0,Outdoor,Clay,1
di Pasquale A.,Diaz J.,56,91,-35.0,Outdoor,Clay,1
Corretja A.,Sampras P.,32,2,30.0,Outdoor,Hard,1
Agenor R.,Stanoytchev O.,90,102,-12.0,Outdoor,Clay,0
Dosedel S.,Woodruff C.,51,34,17.0,Outdoor,Hard,0
Blanco G.,Mantilla F.,77,22,55.0,Outdoor,Clay,0
Mantilla F.,Puerta M.,22,72,-50.0,Outdoor,Clay,0
Agassi A.,Clavet F.,1,43,-42.0,Outdoor,Hard,0
Costa A.,Pavel A.,16,65,-49.0,Outdoor,Hard,1
Black B.,Henman T.,64,11,53.0,Outdoor,Hard,0
Henman T.,Lapentti N.,11,8,3.0,Outdoor,Hard,1
Costa A.,Henman T.,16,11,5.0,Outdoor,Hard,0
Ferrero J.C.,Hewitt L.,30,18,12.0,Outdoor,Hard,0
Puerta M.,Sanguinetti D.,72,120,-48.0,Outdoor,Clay,1
di Pasquale A.,Zib T.,56,108,-52.0,Outdoor,Clay,1
di Pasquale A.,Vicente F.,56,45,11.0,Outdoor,Clay,0
El Aynaoui Y.,Portas A.,19,78,-59.0,Outdoor,Clay,1
Rios M.,Spadea V.,7,29,-22.0,Outdoor,Hard,1
Calatrava A.,Pavel A.,121,65,56.0,Outdoor,Hard,0
Rusedski G.,Sampras P.,17,2,15.0,Outdoor,Hard,0
Costa A.,Goldstein P.,16,83,-67.0,Outdoor,Hard,1
Ferrero J.C.,Rafter P.,30,15,15.0,Outdoor,Hard,1
Blake J.,Corretja A.,236,32,204.0,Outdoor,Hard,0
Clavet F.,Meligeni F.,43,28,15.0,Outdoor,Hard,1
Agassi A.,Ondruska M.,1,162,-161.0,Outdoor,Hard,1
Alami K.,Black B.,26,64,-38.0,Outdoor,Hard,0
Tieleman L.,Vicente F.,101,45,56.0,Outdoor,Clay,0
El Aynaoui Y.,Lisnard J.,19,145,-126.0,Outdoor,Clay,1
Gumy H.,Massu N.,68,97,-29.0,Outdoor,Clay,1
Bruguera S.,Kuerten G.,349,5,344.0,Outdoor,Clay,0
Cortes J.,Puerta M.,NR,72,,Outdoor,Clay,0
Gaudio G.,Sanguinetti D.,50,120,-70.0,Outdoor,Clay,0
Canas G.,Portas A.,69,78,-9.0,Outdoor,Clay,0
Fromberg R.,Gimelstob J.,71,96,-25.0,Outdoor,Hard,1
Massu N.,Meligeni F.,101,28,73.0,Outdoor,Clay,1
Alonso J.,Gambill J.M.,114,63,51.0,Outdoor,Hard,0
Blanco G.,Garcia A.,77,422,-345.0,Outdoor,Clay,0
Calatrava A.,Koubek S.,178,33,145.0,Outdoor,Hard,0
Gambill J.M.,Koubek S.,63,33,30.0,Outdoor,Hard,0
Agenor R.,Ulihrach B.,88,151,-63.0,Outdoor,Clay,0
Chela J.I.,Puerta M.,74,84,-10.0,Outdoor,Clay,0
Rodriguez M.,Vicente F.,128,46,82.0,Outdoor,Clay,0
Rios M.,Ulihrach B.,7,151,-144.0,Outdoor,Clay,0
Lareau S.,Safin M.,130,38,92.0,Indoor,Hard,0
Liukko V.,Pozzi G.,197,83,114.0,Indoor,Hard,0
Dewulf F.,Federer R.,234,58,176.0,Indoor,Hard,0
Ivanisevic G.,Ljubicic I.,65,72,-7.0,Indoor,Hard,0
Gumy H.,Rafter P.,67,17,50.0,Outdoor,Hard,0
Black B.,Koubek S.,59,33,26.0,Outdoor,Hard,0
Alami K.,Gimelstob J.,25,96,-71.0,Outdoor,Hard,0
Federer R.,Larsson M.,58,48,10.0,Indoor,Hard,0
Larsson M.,Vinciguerra A.,48,80,-32.0,Indoor,Hard,0
Koubek S.,Sa A.,33,100,-67.0,Outdoor,Hard,1
Agenor R.,Gonzalez F.,88,420,-332.0,Outdoor,Clay,1
Gaudio G.,Spottl M.,60,193,-133.0,Outdoor,Clay,1
Kuerten G.,Portas A.,6,85,-79.0,Outdoor,Clay,1
Bjorkman J.,Heuberger I.,69,226,-157.0,Indoor,Hard,1
Damm M.,Pless K.,91,464,-373.0,Indoor,Hard,1
Bastl G.,Tillstrom M.,79,68,11.0,Indoor,Hard,1
Malisse X.,van Lottum J.,140,90,50.0,Outdoor,Hard,1
Bryan M.,Gaudenzi A.,429,89,340.0,Outdoor,Hard,1
Garcia A.,Gaudio G.,422,60,362.0,Outdoor,Clay,0
Bastl G.,Damm M.,79,91,-12.0,Indoor,Hard,0
Gimelstob J.,Mamiit C.,96,129,-33.0,Outdoor,Hard,1
Hipfl M.,Srichaphan P.,81,99,-18.0,Outdoor,Hard,1
Calatrava A.,Goldstein P.,178,97,81.0,Outdoor,Hard,1
Larsson M.,Ljubicic I.,48,72,-24.0,Indoor,Hard,1
Hipfl M.,Rafter P.,81,17,64.0,Outdoor,Hard,0
Roddick A.,Tieleman L.,NR,104,,Outdoor,Hard,0
Puerta M.,Vicente F.,84,46,38.0,Outdoor,Clay,1
Bjorkman J.,Dupuis A.,69,105,-36.0,Indoor,Hard,1
Malisse X.,Sa A.,140,100,40.0,Outdoor,Hard,0
Alvarez E.,Calleri A.,133,138,-5.0,Outdoor,Clay,0
Johansson T.,Liukko V.,50,197,-147.0,Indoor,Hard,0
Behrend T.,Rosset M.,106,45,61.0,Indoor,Hard,1
Kroslak J.,Safin M.,125,38,87.0,Indoor,Hard,0
Canas G.,di Pasquale A.,70,57,13.0,Outdoor,Clay,1
Alvarez E.,Diaz J.,133,87,46.0,Outdoor,Clay,1
Fromberg R.,Koubek S.,71,33,38.0,Outdoor,Hard,0
Goldstein P.,Rafter P.,97,17,80.0,Outdoor,Hard,1
Calatrava A.,Woodruff C.,178,37,141.0,Outdoor,Hard,1
Fromberg R.,Ilie A.,71,76,-5.0,Outdoor,Hard,1
Kratochvil M.,Woodruff C.,136,37,99.0,Outdoor,Hard,0
Gaudio G.,Puerta M.,60,84,-24.0,Outdoor,Clay,0
Mamiit C.,Mirnyi M.,129,62,67.0,Outdoor,Hard,1
Pozzi G.,Siemerink J.,83,98,-15.0,Indoor,Hard,1
Ljubicic I.,Luxa P.,72,168,-96.0,Indoor,Hard,1
Arthurs W.,Larsson M.,110,48,62.0,Indoor,Hard,0
Ivanisevic G.,Prinosil D.,65,93,-28.0,Indoor,Hard,1
Jonsson F.,Pretzsch A.,121,148,-27.0,Indoor,Hard,1
Schuettler R.,Vinciguerra A.,54,80,-26.0,Indoor,Hard,0
Federer R.,Pozzi G.,58,83,-25.0,Indoor,Hard,1
Kuerten G.,Lisnard J.,6,146,-140.0,Outdoor,Clay,1
Kuerten G.,Puerta M.,6,84,-78.0,Outdoor,Clay,1
Calatrava A.,Zabaleta M.,178,26,152.0,Outdoor,Hard,1
Bruguera S.,Hood M.,360,220,140.0,Outdoor,Clay,0
Lopez-Moron A.,Zib T.,116,111,5.0,Outdoor,Clay,0
Behrend T.,Larsson M.,106,48,58.0,Indoor,Hard,0
Chang M.,Ilie A.,41,76,-35.0,Outdoor,Hard,0
Tieleman L.,Woodruff C.,104,37,67.0,Outdoor,Hard,0
Clavet F.,Goldstein P.,42,97,-55.0,Outdoor,Hard,0
Hood M.,Portas A.,220,85,135.0,Outdoor,Clay,0
Calleri A.,Kuerten G.,138,6,132.0,Outdoor,Clay,0
Gaudio G.,Ulihrach B.,60,151,-91.0,Outdoor,Clay,1
Vicente F.,Zib T.,46,111,-65.0,Outdoor,Clay,1
Kuerten G.,Stanoytchev O.,6,103,-97.0,Outdoor,Clay,1
Hood M.,Massu N.,220,101,119.0,Outdoor,Clay,1
Bryan M.,Calatrava A.,429,178,251.0,Outdoor,Hard,0
Canas G.,Portas A.,70,85,-15.0,Outdoor,Clay,0
Federer R.,Jonsson F.,58,121,-63.0,Indoor,Hard,1
Bjorkman J.,Safin M.,69,38,31.0,Indoor,Hard,0
Damm M.,Vinciguerra A.,91,80,11.0,Indoor,Hard,0
Safin M.,Vinciguerra A.,38,80,-42.0,Indoor,Hard,0
Rochus C.,Vinciguerra A.,82,80,2.0,Indoor,Hard,0
Manta L.,Schuettler R.,108,54,54.0,Indoor,Hard,0
Kroslak J.,Voinea A.,125,78,47.0,Indoor,Hard,1
Delgado J.,Heuberger I.,142,226,-84.0,Indoor,Hard,0
Chela J.I.,Marin J.A.,74,73,1.0,Outdoor,Clay,1
Calleri A.,Sargsian S.,138,53,85.0,Outdoor,Clay,1
Hantschk M.,Stanoytchev O.,92,103,-11.0,Outdoor,Clay,0
Puerta M.,Squillari F.,84,39,45.0,Outdoor,Clay,1
Portas A.,Sanguinetti D.,85,115,-30.0,Outdoor,Clay,1
Sa A.,Szymanski J.,100,167,-67.0,Outdoor,Hard,1
Fromberg R.,Stark J.,71,352,-281.0,Outdoor,Hard,1
Goldstein P.,Pavel A.,97,66,31.0,Outdoor,Hard,1
Clavet F.,Woodforde M.,42,126,-84.0,Outdoor,Hard,1
Arazi H.,Santoro F.,27,34,-7.0,Indoor,Hard,0
Arazi H.,Gambill J.M.,27,60,-33.0,Indoor,Hard,1
Rusedski G.,Zabaleta M.,15,32,-17.0,Indoor,Hard,1
Kafelnikov Y.,Vacek D.,3,44,-41.0,Indoor,Hard,1
Blanco G.,Squillari F.,75,46,29.0,Outdoor,Clay,0
Sargsian S.,Viloca J.A.,57,143,-86.0,Outdoor,Clay,1
Gaudio G.,Hernandez A.,65,243,-178.0,Outdoor,Clay,1
Fromberg R.,Koubek S.,70,38,32.0,Outdoor,Clay,0
Lapentti N.,Sargsian S.,9,57,-48.0,Outdoor,Clay,1
Fromberg R.,Sa A.,70,90,-20.0,Outdoor,Clay,1
Safin M.,Santoro F.,37,34,3.0,Indoor,Hard,0
Enqvist T.,Kucera K.,12,33,-21.0,Indoor,Hard,1
Federer R.,Rosset M.,66,72,-6.0,Indoor,Hard,0
Puerta M.,Vicente F.,128,45,83.0,Outdoor,Clay,1
Chela J.I.,Koubek S.,129,38,91.0,Outdoor,Clay,1
Kucera K.,Novak J.,33,39,-6.0,Indoor,Hard,1
Federer R.,Ivanisevic G.,66,61,5.0,Indoor,Hard,1
Gaudio G.,Koubek S.,65,38,27.0,Outdoor,Clay,0
Agenor R.,Squillari F.,91,46,45.0,Outdoor,Clay,0
Black W.,Ivanisevic G.,142,61,81.0,Indoor,Hard,0
Bjorkman J.,Tarango J.,68,77,-9.0,Indoor,Hard,0
Kafelnikov Y.,Rosset M.,3,72,-69.0,Indoor,Hard,0
Johansson T.,Vacek D.,41,44,-3.0,Indoor,Hard,0
Enqvist T.,Voinea A.,12,78,-66.0,Indoor,Hard,1
Federer R.,Kiefer N.,66,4,62.0,Indoor,Hard,1
Ferrero J.C.,Golmard J.,26,43,-17.0,Indoor,Hard,0
Kafelnikov Y.,Medvedev A.,3,36,-33.0,Indoor,Hard,1
Ljubicic I.,Rosset M.,69,72,-3.0,Indoor,Hard,0
Clement A.,Rusedski G.,54,15,39.0,Indoor,Hard,0
Saulnier C.,Schuettler R.,163,53,110.0,Indoor,Hard,1
Hrbaty D.,Pavel A.,21,63,-42.0,Indoor,Hard,1
Canas G.,Massu N.,74,99,-25.0,Outdoor,Clay,1
Saulnier C.,Zabaleta M.,163,32,131.0,Indoor,Hard,0
Kafelnikov Y.,Santoro F.,3,34,-31.0,Indoor,Hard,1
Pioline C.,Tarango J.,10,77,-67.0,Indoor,Hard,1
Koubek S.,Portas A.,38,85,-47.0,Outdoor,Clay,1
Lapentti N.,Ulihrach B.,9,158,-149.0,Outdoor,Clay,1
Dupuis A.,Gumy H.,95,67,28.0,Outdoor,Clay,0
Hernandez A.,Tieleman L.,243,101,142.0,Outdoor,Clay,1
Clavet F.,Gaudio G.,42,65,-23.0,Outdoor,Clay,0
Black B.,Chela J.I.,56,129,-73.0,Outdoor,Clay,0
Gumy H.,Puerta M.,67,128,-61.0,Outdoor,Clay,0
Canas G.,Puerta M.,74,128,-54.0,Outdoor,Clay,0
Puerta M.,Squillari F.,128,46,82.0,Outdoor,Clay,1
Agenor R.,Diaz J.,91,87,4.0,Outdoor,Clay,1
Lapentti N.,Squillari F.,9,46,-37.0,Outdoor,Clay,0
Hrbaty D.,Rosset M.,21,72,-51.0,Indoor,Hard,0
Canas G.,Meligeni F.,74,29,45.0,Outdoor,Clay,1
Hantschk M.,Stanoytchev O.,103,107,-4.0,Outdoor,Clay,1
Chela J.I.,Hantschk M.,129,103,26.0,Outdoor,Clay,1
Chela J.I.,Puerta M.,129,128,1.0,Outdoor,Clay,1
Kafelnikov Y.,Rusedski G.,3,15,-12.0,Indoor,Hard,1
Bruguera S.,Meligeni F.,377,29,348.0,Outdoor,Clay,0
Enqvist T.,Rosset M.,12,72,-60.0,Indoor,Hard,0
Etlis G.,Kuerten G.,131,6,125.0,Outdoor,Clay,0
Martin A.,Pioline C.,50,10,40.0,Indoor,Hard,0
Golmard J.,Rusedski G.,43,15,28.0,Indoor,Hard,0
Hantschk M.,Marin J.A.,103,71,32.0,Outdoor,Clay,1
Chela J.I.,Kuerten G.,129,6,123.0,Outdoor,Clay,1
Enqvist T.,Pioline C.,12,10,2.0,Indoor,Hard,1
di Pasquale A.,Stanoytchev O.,55,107,-52.0,Outdoor,Clay,0
Henman T.,Zabaleta M.,11,32,-21.0,Indoor,Hard,0
Golmard J.,Pioline C.,49,15,34.0,Indoor,Hard,0
Norman M.,Wessels P.,5,110,-105.0,Indoor,Hard,1
Escude N.,Kafelnikov Y.,34,2,32.0,Indoor,Hard,0
Alonso J.,Woodforde M.,116,125,-9.0,Indoor,Hard,0
Sargsian S.,Tieleman L.,58,97,-39.0,Indoor,Hard,1
Black B.,Rodriguez M.,76,127,-51.0,Indoor,Hard,1
Agenor R.,Sa A.,90,118,-28.0,Indoor,Hard,0
Goldstein P.,Reneberg R.,94,204,-110.0,Indoor,Hard,0
Knowles M.,Pretzsch A.,227,131,96.0,Indoor,Hard,0
Levy H.,Sekulov J.,175,123,52.0,Indoor,Hard,1
Gambill J.M.,Stanoytchev O.,55,105,-50.0,Indoor,Hard,1
Chang M.,Gumy H.,43,64,-21.0,Indoor,Hard,1
Reneberg R.,Tillstrom M.,204,65,139.0,Indoor,Hard,0
Sa A.,Spadea V.,118,30,88.0,Indoor,Hard,1
MacPhie B.,Philippoussis M.,419,16,403.0,Indoor,Hard,0
Levy H.,Sargsian S.,175,58,117.0,Indoor,Hard,0
Henman T.,Kafelnikov Y.,11,2,9.0,Indoor,Hard,1
Larsson M.,Philippoussis M.,78,16,62.0,Indoor,Hard,1
Black B.,Larsson M.,76,78,-2.0,Indoor,Hard,0
Ferreira W.,Haas T.,46,21,25.0,Indoor,Hard,0
Gambill J.M.,Schuettler R.,55,56,-1.0,Indoor,Hard,0
Enqvist T.,Siemerink J.,12,98,-86.0,Indoor,Hard,0
Hantschk M.,Zib T.,101,112,-11.0,Indoor,Hard,0
Fromberg R.,Sa A.,70,118,-48.0,Indoor,Hard,0
Bryan B.,Tieleman L.,193,97,96.0,Indoor,Hard,0
Dewulf F.,Ivanisevic G.,280,61,219.0,Indoor,Hard,1
Kiefer N.,Novak J.,4,40,-36.0,Indoor,Hard,1
Golmard J.,Siemerink J.,49,98,-49.0,Indoor,Hard,1
MacPhie B.,Manta L.,419,104,315.0,Indoor,Hard,1
Haas T.,Tillstrom M.,21,65,-44.0,Indoor,Hard,1
Black B.,Woodruff C.,76,37,39.0,Indoor,Hard,1
Haas T.,Salzenstein J.,21,596,-575.0,Indoor,Hard,1
Lareau S.,Stanoytchev O.,106,105,1.0,Indoor,Hard,0
Gimelstob J.,Rodriguez M.,95,127,-32.0,Indoor,Hard,0
Larsson M.,Sa A.,78,118,-40.0,Indoor,Hard,1
Black B.,Haas T.,76,21,55.0,Indoor,Hard,1
Larsson M.,Schuettler R.,78,56,22.0,Indoor,Hard,1
Gumy H.,Massu N.,64,99,-35.0,Indoor,Hard,1
Kucera K.,Rusedski G.,29,13,16.0,Indoor,Hard,0
Behrend T.,Popp A.,100,109,-9.0,Indoor,Hard,0
Henman T.,Santoro F.,11,35,-24.0,Indoor,Hard,1
Ferreira W.,Popp A.,46,109,-63.0,Indoor,Hard,1
Woodforde M.,Woodruff C.,125,37,88.0,Indoor,Hard,0
Hrbaty D.,Safin M.,23,26,-3.0,Indoor,Hard,1
Henman T.,Pioline C.,11,15,-4.0,Indoor,Hard,0
Kiefer N.,Pioline C.,4,15,-11.0,Indoor,Hard,0
Norman M.,Schalken S.,5,50,-45.0,Indoor,Hard,1
Grosjean S.,Pioline C.,19,15,4.0,Indoor,Hard,0
Kafelnikov Y.,Rusedski G.,2,13,-11.0,Indoor,Hard,1
Pavel A.,Wessels P.,63,110,-47.0,Indoor,Hard,0
Caratti C.,Srichaphan P.,176,96,80.0,Indoor,Hard,0
Chang M.,Pretzsch A.,43,131,-88.0,Indoor,Hard,1
Fromberg R.,Sanguinetti D.,70,113,-43.0,Indoor,Hard,1
Ferreira W.,Mamiit C.,46,135,-89.0,Indoor,Hard,1
Schuettler R.,Srichaphan P.,56,96,-40.0,Indoor,Hard,1
Grosjean S.,Medvedev A.,19,36,-17.0,Indoor,Hard,1
Bjorkman J.,Lapentti N.,69,9,60.0,Indoor,Hard,1
Henman T.,Hrbaty D.,11,23,-12.0,Indoor,Hard,1
Black B.,Chang M.,76,43,33.0,Indoor,Hard,1
Mamiit C.,Mirnyi M.,135,57,78.0,Indoor,Hard,1
Larsson M.,Zib T.,78,112,-34.0,Indoor,Hard,1
Alami K.,Santoro F.,28,35,-7.0,Indoor,Hard,0
Dewulf F.,Rusedski G.,280,13,267.0,Indoor,Hard,0
Bjorkman J.,Hrbaty D.,69,23,46.0,Indoor,Hard,0
Jonsson F.,Salzenstein J.,122,596,-474.0,Indoor,Hard,0
Dupuis A.,Sanguinetti D.,93,113,-20.0,Indoor,Hard,0
Etlis G.,Massu N.,126,99,27.0,Indoor,Hard,0
Jensen L.,Mamiit C.,NR,135,,Indoor,Hard,0
Courier J.,Tieleman L.,38,97,-59.0,Indoor,Hard,0
Henman T.,Martin A.,11,51,-40.0,Indoor,Hard,1
Johansson T.,Novak J.,41,40,1.0,Indoor,Hard,0
Kafelnikov Y.,Kulti N.,2,121,-119.0,Indoor,Hard,1
Kiefer N.,Vacek D.,4,44,-40.0,Indoor,Hard,1
Golmard J.,Zabaleta M.,49,33,16.0,Indoor,Hard,1
Escude N.,Prinosil D.,34,84,-50.0,Indoor,Hard,1
Sa A.,Sargsian S.,118,58,60.0,Indoor,Hard,1
Pioline C.,Voinea A.,15,81,-66.0,Indoor,Hard,1
Golmard J.,Norman M.,49,5,44.0,Indoor,Hard,1
Gumy H.,Woodbridge T.,64,179,-115.0,Indoor,Hard,1
Knippschild J.,Roux L.,90,203,-113.0,Indoor,Hard,0
Blake J.,Goldstein P.,241,98,143.0,Indoor,Hard,0
Guardiola T.,Santoro F.,147,38,109.0,Indoor,Hard,0
Ivanisevic G.,Rosset M.,63,77,-14.0,Indoor,Hard,0
Blanco G.,El Aynaoui Y.,78,21,57.0,Outdoor,Hard,0
Paes L.,Vicente F.,140,47,93.0,Outdoor,Hard,0
Alvarez E.,Novak J.,141,43,98.0,Outdoor,Hard,0
