PlayerA,PlayerB,RankA,RankB,RankDiff,Court,Surface,WinnerBinary
Gabashvili T.,Verdasco F.,79,30,49.0,Outdoor,Clay,0
Lopez F.,Querrey S.,12,42,-30.0,Outdoor,Clay,0
Anderson K.,Sock J.,16,46,-30.0,Outdoor,Clay,0
Dzumhur D.,Klizan M.,87,41,46.0,Outdoor,Clay,0
Gimeno-Traver D.,Vesely J.,95,49,46.0,Outdoor,Clay,1
Anderson K.,Chardy J.,16,35,-19.0,Outdoor,Clay,1
Dzumhur D.,Haider-Maurer A.,87,58,29.0,Outdoor,Clay,1
Chung H.,Verdasco F.,118,30,88.0,Outdoor,Clay,0
Gabashvili T.,Isner J.,79,19,60.0,Outdoor,Clay,1
Almagro N.,Klizan M.,76,41,35.0,Outdoor,Clay,0
Bedene A.,Vesely J.,99,49,50.0,Outdoor,Clay,0
Gimeno-Traver D.,Ouahab L.,95,313,-218.0,Outdoor,Clay,1
Gimeno-Traver D.,Kukushkin M.,95,53,42.0,Outdoor,Clay,1
Giraldo S.,Tipsarevic J.,32,,,Outdoor,Clay,1
Bautista R.,Sock J.,15,46,-31.0,Outdoor,Clay,0
Garcia-Lopez G.,Ouahab L.,24,313,-289.0,Outdoor,Clay,0
Groth S.,Lopez F.,93,12,81.0,Outdoor,Clay,0
Bedene A.,De Greef A.,99,241,-142.0,Outdoor,Clay,1
Vesely J.,Youzhny M.,49,61,-12.0,Outdoor,Clay,1
Johnson S.,Querrey S.,52,42,10.0,Outdoor,Clay,0
Andujar P.,Haider-Maurer A.,64,58,6.0,Outdoor,Clay,0
Anderson K.,Delbonis F.,16,72,-56.0,Outdoor,Clay,1
Sock J.,Souza J.,46,69,-23.0,Outdoor,Clay,1
Chardy J.,Soeda G.,35,92,-57.0,Outdoor,Clay,1
Brown D.,Klizan M.,101,41,60.0,Outdoor,Clay,0
Almagro N.,Berlocq C.,76,65,11.0,Outdoor,Clay,1
Lorenzi P.,Verdasco F.,83,30,53.0,Outdoor,Clay,0
Dzumhur D.,Granollers M.,87,50,37.0,Outdoor,Clay,1
De Greef A.,Schwartzman D.,241,62,179.0,Outdoor,Clay,1
Chardy J.,Lajovic D.,35,81,-46.0,Outdoor,Clay,1
Andujar P.,Kamke T.,64,114,-50.0,Outdoor,Clay,1
Haase R.,Ouahab L.,88,313,-225.0,Outdoor,Clay,0
Dutra Silva R.,Giraldo S.,469,32,437.0,Outdoor,Clay,0
Gabashvili T.,Smyczek T.,79,68,11.0,Outdoor,Clay,1
Gimeno-Traver D.,Jaziri M.,95,89,6.0,Outdoor,Clay,1
Idmbarek Y.,Youzhny M.,738,61,677.0,Outdoor,Clay,0
Almagro N.,Daniel T.,76,213,-137.0,Outdoor,Clay,1
Johnson S.,Young D.,52,45,7.0,Outdoor,Clay,1
Haider-Maurer A.,Struff J.L.,58,75,-17.0,Outdoor,Clay,1
Dzumhur D.,Mathieu P.H.,87,116,-29.0,Outdoor,Clay,1
Bedene A.,Gonzalez M.,99,94,5.0,Outdoor,Clay,1
Clezar G.,Tipsarevic J.,186,,,Outdoor,Clay,0
Hewitt L.,Soeda G.,109,92,17.0,Outdoor,Clay,0
Arguello F.,Chung H.,138,118,20.0,Outdoor,Clay,0
Matosevic M.,Querrey S.,78,42,36.0,Outdoor,Clay,0
Kukushkin M.,Ramos-Vinolas A.,53,67,-14.0,Outdoor,Clay,1
Berankis R.,Delbonis F.,80,72,8.0,Outdoor,Clay,0
Berlocq C.,Carreno-Busta P.,65,54,11.0,Outdoor,Clay,1
Brown D.,Kuznetsov An.,101,91,10.0,Outdoor,Clay,1
Estrella Burgos V.,Groth S.,56,93,-37.0,Outdoor,Clay,0
Djokovic N.,Murray A.,1,4,-3.0,Outdoor,Hard,1
Djokovic N.,Isner J.,1,24,-23.0,Outdoor,Hard,1
Berdych T.,Murray A.,9,4,5.0,Outdoor,Hard,0
Djokovic N.,Ferrer D.,1,7,-6.0,Outdoor,Hard,1
Berdych T.,Monaco J.,9,46,-37.0,Outdoor,Hard,1
Isner J.,Nishikori K.,24,5,19.0,Outdoor,Hard,1
Murray A.,Thiem D.,4,52,-48.0,Outdoor,Hard,1
Isner J.,Raonic M.,24,6,18.0,Outdoor,Hard,1
Monaco J.,Verdasco F.,46,34,12.0,Outdoor,Hard,1
Falla A.,Simon G.,133,14,119.0,Outdoor,Hard,0
Goffin D.,Nishikori K.,20,5,15.0,Outdoor,Hard,0
Dimitrov G.,Isner J.,11,24,-13.0,Outdoor,Hard,0
Ferrer D.,Simon G.,7,14,-7.0,Outdoor,Hard,1
Anderson K.,Murray A.,17,4,13.0,Outdoor,Hard,0
Mannarino A.,Thiem D.,32,52,-20.0,Outdoor,Hard,0
Djokovic N.,Dolgopolov O.,1,65,-64.0,Outdoor,Hard,1
Berdych T.,Monfils G.,9,19,-10.0,Outdoor,Hard,1
Goffin D.,Janowicz J.,20,49,-29.0,Outdoor,Hard,1
Nishikori K.,Troicki V.,5,39,-34.0,Outdoor,Hard,1
Garcia-Lopez G.,Monaco J.,25,46,-21.0,Outdoor,Hard,0
Bellucci T.,Dolgopolov O.,81,65,16.0,Outdoor,Hard,0
Chardy J.,Raonic M.,38,6,32.0,Outdoor,Hard,0
Darcis S.,Djokovic N.,84,1,83.0,Outdoor,Hard,0
Ferrer D.,Rosol L.,7,30,-23.0,Outdoor,Hard,1
Anderson K.,Mayer L.,17,27,-10.0,Outdoor,Hard,1
Giraldo S.,Murray A.,31,4,27.0,Outdoor,Hard,0
Sock J.,Thiem D.,45,52,-7.0,Outdoor,Hard,0
Bellucci T.,Cuevas P.,81,21,60.0,Outdoor,Hard,1
Berdych T.,Tomic B.,9,29,-20.0,Outdoor,Hard,1
Monfils G.,Tsonga J.W.,19,13,6.0,Outdoor,Hard,1
Nadal R.,Verdasco F.,3,34,-31.0,Outdoor,Hard,0
Mannarino A.,Wawrinka S.,32,8,24.0,Outdoor,Hard,1
Djokovic N.,Klizan M.,1,41,-40.0,Outdoor,Hard,1
Rosol L.,Zverev A.,30,129,-99.0,Outdoor,Hard,1
Gabashvili T.,Raonic M.,80,6,74.0,Outdoor,Hard,0
Coric B.,Goffin D.,59,20,39.0,Outdoor,Hard,0
Gulbis E.,Monaco J.,16,46,-30.0,Outdoor,Hard,0
Dimitrov G.,Pospisil V.,11,60,-49.0,Outdoor,Hard,1
Chardy J.,Melzer J.,38,79,-41.0,Outdoor,Hard,1
Delbonis F.,Ferrer D.,77,7,70.0,Outdoor,Hard,0
Falla A.,Karlovic I.,133,22,111.0,Outdoor,Hard,1
Nishikori K.,Youzhny M.,5,64,-59.0,Outdoor,Hard,1
Fognini F.,Sock J.,23,45,-22.0,Outdoor,Hard,0
Isner J.,Rublev A.,24,389,-365.0,Outdoor,Hard,1
Duckworth J.,Verdasco F.,97,34,63.0,Outdoor,Hard,0
Darcis S.,Muller G.,84,36,48.0,Outdoor,Hard,1
Kukushkin M.,Simon G.,57,14,43.0,Outdoor,Hard,0
Krajinovic F.,Monfils G.,96,19,77.0,Outdoor,Hard,0
Dolgopolov O.,Robredo T.,65,18,47.0,Outdoor,Hard,1
Mannarino A.,Ramos-Vinolas A.,32,67,-35.0,Outdoor,Hard,1
Bautista R.,Janowicz J.,15,49,-34.0,Outdoor,Hard,0
Smyczek T.,Tsonga J.W.,75,13,62.0,Outdoor,Hard,0
Bolelli S.,Troicki V.,47,39,8.0,Outdoor,Hard,0
Garcia-Lopez G.,Struff J.L.,25,72,-47.0,Outdoor,Hard,1
Berdych T.,Chung H.,9,121,-112.0,Outdoor,Hard,1
Murray A.,Young D.,4,44,-40.0,Outdoor,Hard,1
Almagro N.,Nadal R.,74,3,71.0,Outdoor,Hard,0
Bellucci T.,Hewitt L.,81,107,-26.0,Outdoor,Hard,1
Anderson K.,Querrey S.,17,42,-25.0,Outdoor,Hard,1
Mayer L.,Nieminen J.,27,71,-44.0,Outdoor,Hard,1
Giraldo S.,Haase R.,31,98,-67.0,Outdoor,Hard,1
Lopez F.,Thiem D.,12,52,-40.0,Outdoor,Hard,0
Berlocq C.,Wawrinka S.,68,8,60.0,Outdoor,Hard,0
Krajicek A.,Tomic B.,146,29,117.0,Outdoor,Hard,0
Coric B.,Haider-Maurer A.,59,56,3.0,Outdoor,Hard,1
Baghdatis M.,Bolelli S.,58,47,11.0,Outdoor,Hard,0
Harrison R.,Melzer J.,119,79,40.0,Outdoor,Hard,0
Carreno-Busta P.,Rublev A.,54,389,-335.0,Outdoor,Hard,0
Golubev A.,Youzhny M.,89,64,25.0,Outdoor,Hard,0
Berrer M.,Falla A.,164,133,31.0,Outdoor,Hard,0
Groth S.,Zverev A.,69,129,-60.0,Outdoor,Hard,0
Janowicz J.,Roger-Vasselin E.,49,140,-91.0,Outdoor,Hard,1
Klizan M.,Lorenzi P.,41,87,-46.0,Outdoor,Hard,1
Del Potro J.M.,Pospisil V.,77,60,17.0,Outdoor,Hard,0
Johnson S.,Kukushkin M.,43,57,-14.0,Outdoor,Hard,0
Andujar P.,Gabashvili T.,66,80,-14.0,Outdoor,Hard,0
Delbonis F.,Vesely J.,77,48,29.0,Outdoor,Hard,1
Darcis S.,Jaziri M.,84,82,2.0,Outdoor,Hard,1
Berankis R.,Dolgopolov O.,78,65,13.0,Outdoor,Hard,0
Krajinovic F.,Lajovic D.,96,73,23.0,Outdoor,Hard,1
Chung H.,Granollers M.,121,50,71.0,Outdoor,Hard,1
Sock J.,Soeda G.,45,94,-49.0,Outdoor,Hard,1
Istomin D.,Krajicek A.,63,146,-83.0,Outdoor,Hard,0
Ramos-Vinolas A.,Sousa J.,67,53,14.0,Outdoor,Hard,1
Matosevic M.,Nieminen J.,76,71,5.0,Outdoor,Hard,0
Edmund K.,Haase R.,144,98,46.0,Outdoor,Hard,0
Estrella Burgos V.,Querrey S.,55,42,13.0,Outdoor,Hard,0
Menendez-Maceiras A.,Smyczek T.,126,75,51.0,Outdoor,Hard,0
Almagro N.,Stakhovsky S.,74,51,23.0,Outdoor,Hard,1
Bemelmans R.,Monaco J.,134,46,88.0,Outdoor,Hard,0
Berlocq C.,Kokkinakis T.,68,108,-40.0,Outdoor,Hard,1
Duckworth J.,Dzumhur D.,97,92,5.0,Outdoor,Hard,1
Becker B.,Struff J.L.,40,72,-32.0,Outdoor,Hard,0
Schwartzman D.,Thiem D.,61,52,9.0,Outdoor,Hard,0
Lu Y.H.,Young D.,62,44,18.0,Outdoor,Hard,0
Djokovic N.,Federer R.,1,2,-1.0,Outdoor,Hard,1
Djokovic N.,Murray A.,1,4,-3.0,Outdoor,Hard,1
Federer R.,Raonic M.,2,6,-4.0,Outdoor,Hard,1
Berdych T.,Federer R.,9,2,7.0,Outdoor,Hard,0
Nadal R.,Raonic M.,3,6,-3.0,Outdoor,Hard,0
Djokovic N.,Tomic B.,1,35,-34.0,Outdoor,Hard,1
Djokovic N.,Isner J.,1,20,-19.0,Outdoor,Hard,1
Lopez F.,Murray A.,12,4,8.0,Outdoor,Hard,0
Federer R.,Sock J.,2,58,-56.0,Outdoor,Hard,1
Federer R.,Seppi A.,2,33,-31.0,Outdoor,Hard,1
Nadal R.,Simon G.,3,14,-11.0,Outdoor,Hard,1
Mannarino A.,Murray A.,38,4,34.0,Outdoor,Hard,0
Raonic M.,Robredo T.,6,19,-13.0,Outdoor,Hard,1
Lopez F.,Nishikori K.,12,5,7.0,Outdoor,Hard,1
Berdych T.,Rosol L.,9,30,-21.0,Outdoor,Hard,1
Kokkinakis T.,Tomic B.,124,35,89.0,Outdoor,Hard,0
Dimitrov G.,Robredo T.,11,19,-8.0,Outdoor,Hard,0
Bautista R.,Sock J.,16,58,-42.0,Outdoor,Hard,0
Nadal R.,Young D.,3,47,-44.0,Outdoor,Hard,1
Berdych T.,Johnson S.,9,44,-35.0,Outdoor,Hard,1
Djokovic N.,Ramos-Vinolas A.,1,68,-67.0,Outdoor,Hard,1
Ferrer D.,Tomic B.,8,35,-27.0,Outdoor,Hard,0
Dolgopolov O.,Raonic M.,41,6,35.0,Outdoor,Hard,0
Haase R.,Rosol L.,104,30,74.0,Outdoor,Hard,0
Cuevas P.,Lopez F.,23,12,11.0,Outdoor,Hard,0
Berrer M.,Simon G.,161,14,147.0,Outdoor,Hard,0
Berdych T.,Stakhovsky S.,9,50,-41.0,Outdoor,Hard,1
Johnson S.,Karlovic I.,44,24,20.0,Outdoor,Hard,1
Kohlschreiber P.,Murray A.,29,4,25.0,Outdoor,Hard,0
Jaziri M.,Simon G.,88,14,74.0,Outdoor,Hard,0
Kokkinakis T.,Monaco J.,124,48,76.0,Outdoor,Hard,1
Golubev A.,Robredo T.,92,19,73.0,Outdoor,Hard,0
Anderson K.,Isner J.,17,20,-3.0,Outdoor,Hard,0
Nadal R.,Sijsling I.,3,134,-131.0,Outdoor,Hard,1
Gulbis E.,Mannarino A.,15,38,-23.0,Outdoor,Hard,0
Nishikori K.,Verdasco F.,5,31,-26.0,Outdoor,Hard,1
Dodig I.,Ferrer D.,96,8,88.0,Outdoor,Hard,0
Dolgopolov O.,Giraldo S.,41,32,9.0,Outdoor,Hard,1
Haase R.,Wawrinka S.,104,7,97.0,Outdoor,Hard,1
Dimitrov G.,Kyrgios N.,11,37,-26.0,Outdoor,Hard,1
Berrer M.,Gasquet R.,161,25,136.0,Outdoor,Hard,1
Bolelli S.,Raonic M.,49,6,43.0,Outdoor,Hard,0
Isner J.,Melzer J.,20,86,-66.0,Outdoor,Hard,1
Hanescu V.,Seppi A.,146,33,113.0,Outdoor,Hard,0
Coric B.,Tomic B.,60,35,25.0,Outdoor,Hard,0
Federer R.,Schwartzman D.,2,63,-61.0,Outdoor,Hard,1
Bautista R.,Istomin D.,16,65,-49.0,Outdoor,Hard,1
Chardy J.,Young D.,34,47,-13.0,Outdoor,Hard,0
Baghdatis M.,Djokovic N.,61,1,60.0,Outdoor,Hard,0
Klizan M.,Rosol L.,42,30,12.0,Outdoor,Hard,0
Muller G.,Sock J.,36,58,-22.0,Outdoor,Hard,0
Benneteau J.,Ramos-Vinolas A.,28,68,-40.0,Outdoor,Hard,0
Hanescu V.,Youzhny M.,146,64,82.0,Outdoor,Hard,1
Harrison R.,Nishikori K.,110,5,105.0,Outdoor,Hard,0
Cilic M.,Monaco J.,10,48,-38.0,Outdoor,Hard,0
Murray A.,Pospisil V.,4,62,-58.0,Outdoor,Hard,1
Gimeno-Traver D.,Gulbis E.,94,15,79.0,Outdoor,Hard,0
Kohlschreiber P.,Smyczek T.,29,82,-53.0,Outdoor,Hard,1
Anderson K.,Delbonis F.,17,83,-66.0,Outdoor,Hard,1
Fognini F.,Mannarino A.,22,38,-16.0,Outdoor,Hard,0
Istomin D.,Krajicek A.,65,141,-76.0,Outdoor,Hard,1
Lopez F.,Roger-Vasselin E.,12,145,-133.0,Outdoor,Hard,1
Brown D.,Golubev A.,102,92,10.0,Outdoor,Hard,0
Duckworth J.,Verdasco F.,106,31,75.0,Outdoor,Hard,0
Garcia-Lopez G.,Kokkinakis T.,26,124,-98.0,Outdoor,Hard,0
Cuevas P.,Nieminen J.,23,70,-47.0,Outdoor,Hard,1
Kudla D.,Kyrgios N.,131,37,94.0,Outdoor,Hard,0
Bellucci T.,Bolelli S.,85,49,36.0,Outdoor,Hard,0
Carreno-Busta P.,Young D.,55,47,8.0,Outdoor,Hard,0
Bolt A.,Haase R.,164,104,60.0,Outdoor,Hard,0
Granollers M.,Johnson S.,53,44,9.0,Outdoor,Hard,0
Ito T.,Jaziri M.,87,88,-1.0,Outdoor,Hard,0
Andujar P.,Klizan M.,66,42,24.0,Outdoor,Hard,0
Kokkinakis T.,Struff J.L.,124,73,51.0,Outdoor,Hard,1
Querrey S.,Stakhovsky S.,43,50,-7.0,Outdoor,Hard,0
Coric B.,Haider-Maurer A.,60,56,4.0,Outdoor,Hard,1
Lu Y.H.,Sock J.,59,58,1.0,Outdoor,Hard,0
Krajinovic F.,Sijsling I.,103,134,-31.0,Outdoor,Hard,0
Janowicz J.,Schwartzman D.,51,63,-12.0,Outdoor,Hard,0
Gimeno-Traver D.,Groth S.,94,69,25.0,Outdoor,Hard,1
Berrer M.,Estrella Burgos V.,161,57,104.0,Outdoor,Hard,1
Dancevic F.,Dolgopolov O.,166,41,125.0,Outdoor,Hard,0
Baghdatis M.,Vesely J.,61,45,16.0,Outdoor,Hard,1
Ramos-Vinolas A.,Troicki V.,68,39,29.0,Outdoor,Hard,1
Melzer J.,Novikov D.,86,256,-170.0,Outdoor,Hard,1
Mannarino A.,Zverev M.,38,1067,-1029.0,Outdoor,Hard,1
Delbonis F.,Lajovic D.,83,71,12.0,Outdoor,Hard,1
De Bakker T.,Nieminen J.,125,70,55.0,Outdoor,Hard,0
Duckworth J.,Thiem D.,106,46,60.0,Outdoor,Hard,1
Matosevic M.,Roger-Vasselin E.,74,145,-71.0,Outdoor,Hard,0
Becker B.,Smyczek T.,40,82,-42.0,Outdoor,Hard,0
Gabashvili T.,Monaco J.,78,48,30.0,Outdoor,Hard,0
Fish M.,Harrison R.,,110,,Outdoor,Hard,0
Dodig I.,Sousa J.,96,52,44.0,Outdoor,Hard,1
Kukushkin M.,Pospisil V.,54,62,-8.0,Outdoor,Hard,0
Ferrer D.,Nishikori K.,9,5,4.0,Outdoor,Hard,1
Monaco J.,Nadal R.,60,4,56.0,Outdoor,Clay,0
Berlocq C.,Nadal R.,74,4,70.0,Outdoor,Clay,0
Ferrer D.,Harrison R.,9,169,-160.0,Outdoor,Hard,1
Almagro N.,Monaco J.,89,60,29.0,Outdoor,Clay,0
Anderson K.,Nishikori K.,15,5,10.0,Outdoor,Hard,0
Djokovic N.,Federer R.,1,2,-1.0,Outdoor,Hard,0
Delbonis F.,Nadal R.,59,4,55.0,Outdoor,Clay,0
Olivo R.,Robredo T.,186,18,168.0,Outdoor,Clay,0
Almagro N.,Robredo T.,89,18,71.0,Outdoor,Clay,1
Berlocq C.,Rola B.,74,85,-11.0,Outdoor,Clay,1
Coric B.,Federer R.,84,2,82.0,Outdoor,Hard,0
Cuevas P.,Monaco J.,24,60,-36.0,Outdoor,Clay,0
Ferrer D.,Tomic B.,9,42,-33.0,Outdoor,Hard,1
Harrison R.,Karlovic I.,169,23,146.0,Outdoor,Hard,1
Berdych T.,Djokovic N.,8,1,7.0,Outdoor,Hard,0
Karlovic I.,Lajovic D.,23,78,-55.0,Outdoor,Hard,1
Almagro N.,Ramos-Vinolas A.,89,68,21.0,Outdoor,Clay,1
Arguello F.,Nadal R.,146,4,142.0,Outdoor,Clay,0
Bagnis F.,Rola B.,128,85,43.0,Outdoor,Clay,0
Berlocq C.,Fognini F.,74,22,52.0,Outdoor,Clay,1
Lu Y.H.,Nishikori K.,61,5,56.0,Outdoor,Hard,0
Dolgopolov O.,Nishikori K.,33,5,28.0,Outdoor,Hard,0
Djokovic N.,Ilhan M.,1,104,-103.0,Outdoor,Hard,1
Coric B.,Murray A.,84,3,81.0,Outdoor,Hard,1
Ferrer D.,Matosevic M.,9,80,-71.0,Outdoor,Hard,1
Anderson K.,Troicki V.,15,43,-28.0,Outdoor,Hard,1
Berdych T.,Stakhovsky S.,8,53,-45.0,Outdoor,Hard,1
Federer R.,Gasquet R.,2,27,-25.0,Outdoor,Hard,1
Ferrer D.,Sijsling I.,9,132,-123.0,Outdoor,Hard,1
Delbonis F.,Lorenzi P.,59,66,-7.0,Outdoor,Clay,1
Murray A.,Sousa J.,3,50,-47.0,Outdoor,Hard,1
Djokovic N.,Golubev A.,1,107,-106.0,Outdoor,Hard,1
Dolgopolov O.,Haider-Maurer A.,33,57,-24.0,Outdoor,Hard,1
Federer R.,Verdasco F.,2,31,-29.0,Outdoor,Hard,1
Giraldo S.,Troicki V.,32,43,-11.0,Outdoor,Hard,0
Andreozzi G.,Cuevas P.,194,24,170.0,Outdoor,Clay,0
Mannarino A.,Tomic B.,38,42,-4.0,Outdoor,Hard,0
Becker B.,Tomic B.,41,42,-1.0,Outdoor,Hard,0
Mayer L.,Monaco J.,29,60,-31.0,Outdoor,Clay,0
Almagro N.,Andujar P.,89,67,22.0,Outdoor,Clay,1
Istomin D.,Stakhovsky S.,65,53,12.0,Outdoor,Hard,0
Gabashvili T.,Karlovic I.,79,23,56.0,Outdoor,Hard,0
Bautista R.,Gasquet R.,17,27,-10.0,Outdoor,Hard,0
Dimitrov G.,Harrison R.,10,169,-159.0,Outdoor,Hard,0
Berdych T.,Bolelli S.,8,52,-44.0,Outdoor,Hard,1
Ilhan M.,Lopez F.,104,13,91.0,Outdoor,Hard,1
Anderson K.,Johnson S.,15,44,-29.0,Outdoor,Hard,1
Gonzalez A.,Nishikori K.,92,5,87.0,Outdoor,Hard,0
Baghdatis M.,Coric B.,62,84,-22.0,Outdoor,Hard,0
Berlocq C.,Schwartzman D.,74,64,10.0,Outdoor,Clay,1
Arguello F.,Montanes A.,146,90,56.0,Outdoor,Clay,1
Andreozzi G.,Molteni A.,194,280,-86.0,Outdoor,Clay,1
Gonzalez M.,Monaco J.,94,60,34.0,Outdoor,Clay,0
Rola B.,Vesely J.,85,46,39.0,Outdoor,Clay,1
Ramos-Vinolas A.,Zeballos H.,68,125,-57.0,Outdoor,Clay,1
Bolelli S.,Pouille L.,52,112,-60.0,Outdoor,Hard,1
Bautista R.,Thiem D.,17,47,-30.0,Outdoor,Hard,1
Lopez F.,Ward J.,13,108,-95.0,Outdoor,Hard,1
Anderson K.,Brown D.,15,95,-80.0,Outdoor,Hard,1
Dodig I.,Johnson S.,96,44,52.0,Outdoor,Hard,0
Garza D.,Troicki V.,480,43,437.0,Outdoor,Hard,0
Djokovic N.,Pospisil V.,1,63,-62.0,Outdoor,Hard,1
Garcia-Lopez G.,Verdasco F.,26,31,-5.0,Outdoor,Hard,0
Berdych T.,Chardy J.,8,34,-26.0,Outdoor,Hard,1
Becker B.,Kamke T.,41,97,-56.0,Outdoor,Hard,1
Giraldo S.,Krajicek A.,32,142,-110.0,Outdoor,Hard,1
Rosol L.,Stakhovsky S.,30,53,-23.0,Outdoor,Hard,0
Coric B.,Jaziri M.,84,72,12.0,Outdoor,Hard,1
Ilhan M.,Zverev A.,104,136,-32.0,Outdoor,Hard,1
Kokkinakis T.,Lajovic D.,138,78,60.0,Outdoor,Hard,0
Haase R.,Haider-Maurer A.,102,57,45.0,Outdoor,Hard,0
Nieminen J.,Olivo R.,70,186,-116.0,Outdoor,Clay,0
Dimitrov G.,Krajinovic F.,10,101,-91.0,Outdoor,Hard,1
Bagnis F.,Cecchinato M.,128,150,-22.0,Outdoor,Clay,1
Muller G.,Murray A.,35,3,32.0,Outdoor,Hard,0
Estrella Burgos V.,Lu Y.H.,48,61,-13.0,Outdoor,Hard,0
Baghdatis M.,Goffin D.,62,21,41.0,Outdoor,Hard,1
Carreno-Busta P.,Delbonis F.,54,59,-5.0,Outdoor,Clay,0
Harrison R.,Young D.,169,45,124.0,Outdoor,Hard,1
Granollers M.,Matosevic M.,51,80,-29.0,Outdoor,Hard,0
Federer R.,Youzhny M.,2,55,-53.0,Outdoor,Hard,1
Mayer L.,Robert S.,29,211,-182.0,Outdoor,Clay,1
Golubev A.,Martin F.,107,350,-243.0,Outdoor,Hard,1
Gulbis E.,Istomin D.,14,65,-51.0,Outdoor,Hard,0
Gasquet R.,Seppi A.,27,36,-9.0,Outdoor,Hard,1
Bellucci T.,Lorenzi P.,71,66,5.0,Outdoor,Clay,0
Dolgopolov O.,Groth S.,33,69,-36.0,Outdoor,Hard,1
Mcgee J.,Sousa J.,210,50,160.0,Outdoor,Hard,0
Karlovic I.,Mannarino A.,29,41,-12.0,Outdoor,Hard,1
Ferrer D.,Fognini F.,9,28,-19.0,Outdoor,Clay,1
Monfils G.,Simon G.,21,17,4.0,Indoor,Hard,0
Karlovic I.,Young D.,29,56,-27.0,Outdoor,Hard,1
Bautista R.,Monfils G.,16,21,-5.0,Indoor,Hard,0
Ferrer D.,Haider-Maurer A.,9,74,-65.0,Outdoor,Clay,1
Tomic B.,Young D.,46,56,-10.0,Outdoor,Hard,0
Simon G.,Stakhovsky S.,17,59,-42.0,Indoor,Hard,1
Cuevas P.,Nadal R.,23,3,20.0,Outdoor,Clay,0
Fognini F.,Nadal R.,28,3,25.0,Outdoor,Clay,1
Johnson S.,Karlovic I.,42,29,13.0,Outdoor,Hard,0
Bautista R.,Thiem D.,16,48,-32.0,Indoor,Hard,1
Bolelli S.,Monfils G.,53,21,32.0,Indoor,Hard,0
Nishioka Y.,Tomic B.,154,46,108.0,Outdoor,Hard,0
Lu Y.H.,Mannarino A.,61,41,20.0,Outdoor,Hard,0
Dolgopolov O.,Young D.,24,56,-32.0,Outdoor,Hard,0
Tomic B.,Troicki V.,46,43,3.0,Outdoor,Hard,1
Delbonis F.,Fognini F.,63,28,35.0,Outdoor,Clay,0
Stakhovsky S.,Wawrinka S.,59,7,52.0,Indoor,Hard,1
Ferrer D.,Monaco J.,9,66,-57.0,Outdoor,Clay,1
Haider-Maurer A.,Souza J.,74,88,-14.0,Outdoor,Clay,1
Chardy J.,Simon G.,35,17,18.0,Indoor,Hard,0
Delbonis F.,Klizan M.,63,38,25.0,Outdoor,Clay,1
Dolgopolov O.,Smyczek T.,24,80,-56.0,Outdoor,Hard,1
Gonzalez A.,Young D.,101,56,45.0,Outdoor,Hard,0
Matosevic M.,Nishioka Y.,78,154,-76.0,Outdoor,Hard,0
Paire B.,Wawrinka S.,121,7,114.0,Indoor,Hard,0
Andujar P.,Fognini F.,50,28,22.0,Outdoor,Clay,0
Cuevas P.,Montanes A.,23,93,-70.0,Outdoor,Clay,1
Chardy J.,Gulbis E.,35,13,22.0,Indoor,Hard,1
Carreno-Busta P.,Nadal R.,55,3,52.0,Outdoor,Clay,0
Anderson K.,Lu Y.H.,15,61,-46.0,Outdoor,Hard,0
Coric B.,Simon G.,85,17,68.0,Indoor,Hard,0
Bolelli S.,Raonic M.,53,6,47.0,Indoor,Hard,1
De Bakker T.,Ferrer D.,136,9,127.0,Outdoor,Clay,0
Goffin D.,Thiem D.,20,48,-28.0,Indoor,Hard,0
Stakhovsky S.,Struff J.L.,59,69,-10.0,Indoor,Hard,1
Isner J.,Matosevic M.,19,78,-59.0,Outdoor,Hard,0
Kudla D.,Mannarino A.,132,41,91.0,Outdoor,Hard,0
Kuznetsov An.,Monfils G.,83,21,62.0,Indoor,Hard,0
Goffin D.,Janowicz J.,20,47,-27.0,Indoor,Hard,1
Johnson S.,Rublev A.,42,370,-328.0,Outdoor,Hard,1
Haider-Maurer A.,Robredo T.,74,18,56.0,Outdoor,Clay,1
Bautista R.,Pospisil V.,16,60,-44.0,Indoor,Hard,1
Rola B.,Souza J.,92,88,4.0,Outdoor,Clay,0
Monaco J.,Nieminen J.,66,77,-11.0,Outdoor,Clay,1
Bolelli S.,Vanni L.,53,108,-55.0,Indoor,Hard,1
Karlovic I.,Kokkinakis T.,29,143,-114.0,Outdoor,Hard,1
Herbert P.H,Simon G.,139,17,122.0,Indoor,Hard,0
Dodig I.,Young D.,86,56,30.0,Outdoor,Hard,0
Jaziri M.,Tomic B.,72,46,26.0,Outdoor,Hard,0
Anderson K.,Smith J.P.,15,195,-180.0,Outdoor,Hard,1
Kokkinakis T.,Krajinovic F.,143,98,45.0,Outdoor,Hard,1
Arguello F.,Souza J.,150,88,62.0,Outdoor,Clay,0
Ferrer D.,Gimeno-Traver D.,9,99,-90.0,Outdoor,Clay,1
Bellucci T.,Nadal R.,64,3,61.0,Outdoor,Clay,0
Nishioka Y.,Sijsling I.,154,133,21.0,Outdoor,Hard,1
Kozlov S.,Smyczek T.,406,80,326.0,Outdoor,Hard,0
Sousa J.,Thiem D.,45,48,-3.0,Indoor,Hard,0
Gonzalez M.,Montanes A.,96,93,3.0,Outdoor,Clay,0
